partyId,agent,seedIndex,decisions,repeatedTitlesExact,repeatedTitlesNormalized,repeatedNarrativesExact,repeatedNarrativesNormalized,repeatsWithin5,repeatsWithin10,chainJustifiedRepeats
lfi,ideologiquement_coherent,22,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,23,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,24,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,25,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,26,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,27,29,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,28,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,29,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,30,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,31,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,32,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,33,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,34,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,35,29,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,36,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,37,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,38,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,39,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,40,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,41,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,42,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,43,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,44,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,45,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,46,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,47,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,48,29,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,49,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,50,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,51,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,52,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,53,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,54,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,55,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,56,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,57,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,58,31,0,0,0,0,0,0,0
lfi,ideologiquement_coherent,59,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,0,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,1,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,2,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,3,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,4,31,0,0,0,0,0,0,0
lfi,opportuniste_electoral,5,31,0,0,0,0,0,0,0
