runKey,partyId,agent,seedIndex,axis,startTrue,endTrue,startPerceived,endPerceived,deltaTrue,deltaPerceived
horizons:aleatoire:37,horizons,aleatoire,37,economy,55,43.230655843499996,55,21.37330241,-11.769344156500004,-33.62669759
horizons:aleatoire:37,horizons,aleatoire,37,society,8,8,8,8,0,0
horizons:aleatoire:37,horizons,aleatoire,37,europe,56,56,56,56,0,0
horizons:aleatoire:37,horizons,aleatoire,37,ecology,22,21.405,22,20.3,-0.5949999999999989,-1.6999999999999993
horizons:aleatoire:37,horizons,aleatoire,37,authority,34,34,34,34,0,0
horizons:aleatoire:37,horizons,aleatoire,37,immigration,23,23,23,23,0,0
horizons:aleatoire:38,horizons,aleatoire,38,economy,55,43.31815563000001,55,21.623301799999993,-11.681844369999993,-33.37669820000001
horizons:aleatoire:38,horizons,aleatoire,38,society,8,8,8,8,0,0
horizons:aleatoire:38,horizons,aleatoire,38,europe,56,56,56,56,0,0
horizons:aleatoire:38,horizons,aleatoire,38,ecology,22,21.755000000000003,22,21.3,-0.24499999999999744,-0.6999999999999993
horizons:aleatoire:38,horizons,aleatoire,38,authority,34,33.3,34,32,-0.7000000000000028,-2
horizons:aleatoire:38,horizons,aleatoire,38,immigration,23,23,23,23,0,0
horizons:aleatoire:39,horizons,aleatoire,39,economy,55,48.36919294999999,55,36.054837,-6.6308070500000085,-18.945163
horizons:aleatoire:39,horizons,aleatoire,39,society,8,8,8,8,0,0
horizons:aleatoire:39,horizons,aleatoire,39,europe,56,56,56,56,0,0
horizons:aleatoire:39,horizons,aleatoire,39,ecology,22,21.405,22,20.3,-0.5949999999999989,-1.6999999999999993
horizons:aleatoire:39,horizons,aleatoire,39,authority,34,34,34,34,0,0
horizons:aleatoire:39,horizons,aleatoire,39,immigration,23,23,23,23,0,0
horizons:aleatoire:40,horizons,aleatoire,40,economy,55,48.350944999999996,55,36.00269999999999,-6.649055000000004,-18.99730000000001
horizons:aleatoire:40,horizons,aleatoire,40,society,8,7.3,8,6,-0.7000000000000002,-2
horizons:aleatoire:40,horizons,aleatoire,40,europe,56,56,56,56,0,0
horizons:aleatoire:40,horizons,aleatoire,40,ecology,22,20.88,22,18.8,-1.120000000000001,-3.1999999999999993
horizons:aleatoire:40,horizons,aleatoire,40,authority,34,33.3,34,32,-0.7000000000000028,-2
horizons:aleatoire:40,horizons,aleatoire,40,immigration,23,18.52,23,10.2,-4.48,-12.8
horizons:aleatoire:41,horizons,aleatoire,41,economy,55,57.932362999999995,55,63.37817999999999,2.932362999999995,8.378179999999993
horizons:aleatoire:41,horizons,aleatoire,41,society,8,8,8,8,0,0
horizons:aleatoire:41,horizons,aleatoire,41,europe,56,56.7735,56,58.21,0.7734999999999985,2.210000000000001
horizons:aleatoire:41,horizons,aleatoire,41,ecology,22,21.743799999999997,22,21.268,-0.2562000000000033,-0.7319999999999993
horizons:aleatoire:41,horizons,aleatoire,41,authority,34,33.02,34,31.200000000000003,-0.9799999999999969,-2.799999999999997
horizons:aleatoire:41,horizons,aleatoire,41,immigration,23,23,23,23,0,0
horizons:aleatoire:42,horizons,aleatoire,42,economy,55,50.58614999999999,55,42.389,-4.413850000000011,-12.610999999999997
horizons:aleatoire:42,horizons,aleatoire,42,society,8,8,8,8,0,0
horizons:aleatoire:42,horizons,aleatoire,42,europe,56,56,56,56,0,0
horizons:aleatoire:42,horizons,aleatoire,42,ecology,22,21.405,22,20.3,-0.5949999999999989,-1.6999999999999993
horizons:aleatoire:42,horizons,aleatoire,42,authority,34,29.936500000000002,34,22.39,-4.063499999999998,-11.61
horizons:aleatoire:42,horizons,aleatoire,42,immigration,23,23,23,23,0,0
horizons:aleatoire:43,horizons,aleatoire,43,economy,55,56.4,55,59,1.3999999999999986,4
horizons:aleatoire:43,horizons,aleatoire,43,society,8,8,8,8,0,0
horizons:aleatoire:43,horizons,aleatoire,43,europe,56,56,56,56,0,0
horizons:aleatoire:43,horizons,aleatoire,43,ecology,22,18.4818,22,11.947999999999999,-3.5182,-10.052000000000001
horizons:aleatoire:43,horizons,aleatoire,43,authority,34,34,34,34,0,0
horizons:aleatoire:43,horizons,aleatoire,43,immigration,23,23,23,23,0,0
horizons:aleatoire:44,horizons,aleatoire,44,economy,55,55.7,55,57,0.7000000000000028,2
horizons:aleatoire:44,horizons,aleatoire,44,society,8,8,8,8,0,0
horizons:aleatoire:44,horizons,aleatoire,44,europe,56,54.848499999999994,56,52.71,-1.1515000000000057,-3.289999999999999
horizons:aleatoire:44,horizons,aleatoire,44,ecology,22,22.034999999999997,22,22.1,0.03499999999999659,0.10000000000000142
horizons:aleatoire:44,horizons,aleatoire,44,authority,34,29.0076,34,19.735999999999997,-4.9924,-14.264000000000003
horizons:aleatoire:44,horizons,aleatoire,44,immigration,23,23,23,23,0,0
horizons:aleatoire:45,horizons,aleatoire,45,economy,55,45.90423500000001,55,29.012099999999997,-9.095764999999993,-25.987900000000003
horizons:aleatoire:45,horizons,aleatoire,45,society,8,8,8,8,0,0
horizons:aleatoire:45,horizons,aleatoire,45,europe,56,51.1035,56,42.01,-4.896500000000003,-13.990000000000002
horizons:aleatoire:45,horizons,aleatoire,45,ecology,22,21.055,22,19.299999999999997,-0.9450000000000003,-2.700000000000003
horizons:aleatoire:45,horizons,aleatoire,45,authority,34,35.050000000000004,34,37,1.0500000000000043,3
horizons:aleatoire:45,horizons,aleatoire,45,immigration,23,23,23,23,0,0
horizons:aleatoire:46,horizons,aleatoire,46,economy,55,50.456475,55,42.0185,-4.5435250000000025,-12.981499999999997
horizons:aleatoire:46,horizons,aleatoire,46,society,8,8,8,8,0,0
horizons:aleatoire:46,horizons,aleatoire,46,europe,56,59.311,56,65.46000000000001,3.311,9.460000000000008
horizons:aleatoire:46,horizons,aleatoire,46,ecology,22,22.7,22,24,0.6999999999999993,2
horizons:aleatoire:46,horizons,aleatoire,46,authority,34,34,34,34,0,0
horizons:aleatoire:46,horizons,aleatoire,46,immigration,23,23,23,23,0,0
horizons:aleatoire:47,horizons,aleatoire,47,economy,55,48.737449999999995,55,37.107000000000006,-6.2625500000000045,-17.892999999999994
horizons:aleatoire:47,horizons,aleatoire,47,society,8,8,8,8,0,0
horizons:aleatoire:47,horizons,aleatoire,47,europe,56,56.489999999999995,56,57.4,0.4899999999999949,1.3999999999999986
horizons:aleatoire:47,horizons,aleatoire,47,ecology,22,22,22,22,0,0
horizons:aleatoire:47,horizons,aleatoire,47,authority,34,30.884999999999998,34,25.1,-3.115000000000002,-8.899999999999999
horizons:aleatoire:47,horizons,aleatoire,47,immigration,23,23,23,23,0,0
horizons:aleatoire:48,horizons,aleatoire,48,economy,55,45.063570000000006,55,26.610199999999992,-9.936429999999994,-28.389800000000008
horizons:aleatoire:48,horizons,aleatoire,48,society,8,8,8,8,0,0
horizons:aleatoire:48,horizons,aleatoire,48,europe,56,56,56,56,0,0
horizons:aleatoire:48,horizons,aleatoire,48,ecology,22,21.3595,22,20.17,-0.6404999999999994,-1.8299999999999983
horizons:aleatoire:48,horizons,aleatoire,48,authority,34,31.584999999999997,34,27.1,-2.4150000000000027,-6.899999999999999
horizons:aleatoire:48,horizons,aleatoire,48,immigration,23,25.87,23,31.2,2.870000000000001,8.2
horizons:aleatoire:49,horizons,aleatoire,49,economy,55,44.99700000000001,55,26.419999999999995,-10.002999999999993,-28.580000000000005
horizons:aleatoire:49,horizons,aleatoire,49,society,8,8,8,8,0,0
horizons:aleatoire:49,horizons,aleatoire,49,europe,56,56,56,56,0,0
horizons:aleatoire:49,horizons,aleatoire,49,ecology,22,22,22,22,0,0
horizons:aleatoire:49,horizons,aleatoire,49,authority,34,30.885,34,25.1,-3.1149999999999984,-8.899999999999999
horizons:aleatoire:49,horizons,aleatoire,49,immigration,23,23,23,23,0,0
horizons:aleatoire:50,horizons,aleatoire,50,economy,55,55,55,55,0,0
horizons:aleatoire:50,horizons,aleatoire,50,society,8,8,8,8,0,0
horizons:aleatoire:50,horizons,aleatoire,50,europe,56,57.4,56,60,1.3999999999999986,4
horizons:aleatoire:50,horizons,aleatoire,50,ecology,22,21.027,22,19.22,-0.972999999999999,-2.780000000000001
horizons:aleatoire:50,horizons,aleatoire,50,authority,34,30.885,34,25.1,-3.1149999999999984,-8.899999999999999
horizons:aleatoire:50,horizons,aleatoire,50,immigration,23,22.37,23,21.2,-0.629999999999999,-1.8000000000000007
horizons:aleatoire:51,horizons,aleatoire,51,economy,55,54.91180000000001,55,54.748,-0.0881999999999934,-0.25200000000000244
horizons:aleatoire:51,horizons,aleatoire,51,society,8,7.3,8,6,-0.7000000000000002,-2
horizons:aleatoire:51,horizons,aleatoire,51,europe,56,56,56,56,0,0
horizons:aleatoire:51,horizons,aleatoire,51,ecology,22,22,22,22,0,0
horizons:aleatoire:51,horizons,aleatoire,51,authority,34,33.36300000000001,34,32.18000000000001,-0.6369999999999933,-1.8199999999999932
horizons:aleatoire:51,horizons,aleatoire,51,immigration,23,18.52,23,10.2,-4.48,-12.8
horizons:aleatoire:52,horizons,aleatoire,52,economy,55,44.7618,55,25.747999999999998,-10.238199999999999,-29.252000000000002
horizons:aleatoire:52,horizons,aleatoire,52,society,8,7.3,8,6,-0.7000000000000002,-2
horizons:aleatoire:52,horizons,aleatoire,52,europe,56,56,56,56,0,0
horizons:aleatoire:52,horizons,aleatoire,52,ecology,22,19.136999999999997,22,13.82,-2.863000000000003,-8.18
horizons:aleatoire:52,horizons,aleatoire,52,authority,34,35.26,34,37.6,1.259999999999998,3.6000000000000014
horizons:aleatoire:52,horizons,aleatoire,52,immigration,23,18.52,23,10.2,-4.48,-12.8
horizons:aleatoire:53,horizons,aleatoire,53,economy,55,50.780225,55,42.9435,-4.2197749999999985,-12.0565
horizons:aleatoire:53,horizons,aleatoire,53,society,8,8,8,8,0,0
horizons:aleatoire:53,horizons,aleatoire,53,europe,56,56,56,56,0,0
horizons:aleatoire:53,horizons,aleatoire,53,ecology,22,21.055,22,19.299999999999997,-0.9450000000000003,-2.700000000000003
horizons:aleatoire:53,horizons,aleatoire,53,authority,34,28.8326,34,19.235999999999997,-5.167400000000001,-14.764000000000003
horizons:aleatoire:53,horizons,aleatoire,53,immigration,23,23,23,23,0,0
horizons:aleatoire:54,horizons,aleatoire,54,economy,55,49.997082500000005,55,40.70595,-5.002917499999995,-14.294049999999999
horizons:aleatoire:54,horizons,aleatoire,54,society,8,8,8,8,0,0
horizons:aleatoire:54,horizons,aleatoire,54,europe,56,56,56,56,0,0
horizons:aleatoire:54,horizons,aleatoire,54,ecology,22,21.404999999999998,22,20.3,-0.5950000000000024,-1.6999999999999993
horizons:aleatoire:54,horizons,aleatoire,54,authority,34,28.085,34,17.1,-5.914999999999999,-16.9
horizons:aleatoire:54,horizons,aleatoire,54,immigration,23,23,23,23,0,0
horizons:aleatoire:55,horizons,aleatoire,55,economy,55,50.375449999999994,55,41.787,-4.624550000000006,-13.213000000000001
horizons:aleatoire:55,horizons,aleatoire,55,society,8,8,8,8,0,0
horizons:aleatoire:55,horizons,aleatoire,55,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:aleatoire:55,horizons,aleatoire,55,ecology,22,22.035,22,22.1,0.03500000000000014,0.10000000000000142
horizons:aleatoire:55,horizons,aleatoire,55,authority,34,34,34,34,0,0
horizons:aleatoire:55,horizons,aleatoire,55,immigration,23,23,23,23,0,0
horizons:aleatoire:56,horizons,aleatoire,56,economy,55,46.488,55,30.680000000000003,-8.512,-24.319999999999997
horizons:aleatoire:56,horizons,aleatoire,56,society,8,8,8,8,0,0
horizons:aleatoire:56,horizons,aleatoire,56,europe,56,49.945699999999995,56,38.702,-6.054300000000005,-17.298000000000002
horizons:aleatoire:56,horizons,aleatoire,56,ecology,22,22,22,22,0,0
horizons:aleatoire:56,horizons,aleatoire,56,authority,34,35.050000000000004,34,37,1.0500000000000043,3
horizons:aleatoire:56,horizons,aleatoire,56,immigration,23,23,23,23,0,0
horizons:aleatoire:57,horizons,aleatoire,57,economy,55,41.5068007,55,16.448002000000002,-13.4931993,-38.551998
horizons:aleatoire:57,horizons,aleatoire,57,society,8,8,8,8,0,0
horizons:aleatoire:57,horizons,aleatoire,57,europe,56,56,56,56,0,0
horizons:aleatoire:57,horizons,aleatoire,57,ecology,22,22,22,22,0,0
horizons:aleatoire:57,horizons,aleatoire,57,authority,34,33.3,34,32,-0.7000000000000028,-2
horizons:aleatoire:57,horizons,aleatoire,57,immigration,23,23,23,23,0,0
horizons:aleatoire:58,horizons,aleatoire,58,economy,55,47.73071,55,34.230599999999995,-7.269289999999998,-20.769400000000005
horizons:aleatoire:58,horizons,aleatoire,58,society,8,8,8,8,0,0
horizons:aleatoire:58,horizons,aleatoire,58,europe,56,58.940000000000005,56,64.4,2.940000000000005,8.400000000000006
horizons:aleatoire:58,horizons,aleatoire,58,ecology,22,21.405,22,20.3,-0.5949999999999989,-1.6999999999999993
horizons:aleatoire:58,horizons,aleatoire,58,authority,34,33.3,34,32,-0.7000000000000028,-2
horizons:aleatoire:58,horizons,aleatoire,58,immigration,23,23,23,23,0,0
horizons:aleatoire:59,horizons,aleatoire,59,economy,55,46.88,55,31.8,-8.119999999999997,-23.2
horizons:aleatoire:59,horizons,aleatoire,59,society,8,8,8,8,0,0
horizons:aleatoire:59,horizons,aleatoire,59,europe,56,56,56,56,0,0
horizons:aleatoire:59,horizons,aleatoire,59,ecology,22,20.572,22,17.92,-1.4280000000000008,-4.079999999999998
horizons:aleatoire:59,horizons,aleatoire,59,authority,34,34.56,34,35.6,0.5600000000000023,1.6000000000000014
horizons:aleatoire:59,horizons,aleatoire,59,immigration,23,23,23,23,0,0
horizons:prudent:0,horizons,prudent,0,economy,55,54.4393,55,53.397999999999996,-0.5606999999999971,-1.6020000000000039
horizons:prudent:0,horizons,prudent,0,society,8,8,8,8,0,0
horizons:prudent:0,horizons,prudent,0,europe,56,56,56,56,0,0
horizons:prudent:0,horizons,prudent,0,ecology,22,20.88,22,18.8,-1.120000000000001,-3.1999999999999993
horizons:prudent:0,horizons,prudent,0,authority,34,32.67,34,30.200000000000003,-1.3299999999999983,-3.799999999999997
horizons:prudent:0,horizons,prudent,0,immigration,23,23,23,23,0,0
horizons:prudent:1,horizons,prudent,1,economy,55,42.3842374175,55,18.95496405,-12.615762582499997,-36.04503595
horizons:prudent:1,horizons,prudent,1,society,8,8,8,8,0,0
horizons:prudent:1,horizons,prudent,1,europe,56,56,56,56,0,0
horizons:prudent:1,horizons,prudent,1,ecology,22,22,22,22,0,0
horizons:prudent:1,horizons,prudent,1,authority,34,33.3,34,32,-0.7000000000000028,-2
horizons:prudent:1,horizons,prudent,1,immigration,23,23,23,23,0,0
horizons:prudent:2,horizons,prudent,2,economy,55,48.86785650000001,55,37.47959,-6.132143499999991,-17.52041
horizons:prudent:2,horizons,prudent,2,society,8,8,8,8,0,0
horizons:prudent:2,horizons,prudent,2,europe,56,56,56,56,0,0
horizons:prudent:2,horizons,prudent,2,ecology,22,21.580000000000002,22,20.8,-0.41999999999999815,-1.1999999999999993
horizons:prudent:2,horizons,prudent,2,authority,34,33.65,34,33,-0.3500000000000014,-1
horizons:prudent:2,horizons,prudent,2,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:3,horizons,prudent,3,economy,55,50.530499999999996,55,42.230000000000004,-4.469500000000004,-12.769999999999996
horizons:prudent:3,horizons,prudent,3,society,8,8,8,8,0,0
horizons:prudent:3,horizons,prudent,3,europe,56,56,56,56,0,0
horizons:prudent:3,horizons,prudent,3,ecology,22,20.502000000000002,22,17.72,-1.4979999999999976,-4.280000000000001
horizons:prudent:3,horizons,prudent,3,authority,34,28.764000000000003,34,19.040000000000003,-5.235999999999997,-14.959999999999997
horizons:prudent:3,horizons,prudent,3,immigration,23,23,23,23,0,0
horizons:prudent:4,horizons,prudent,4,economy,55,47.22380150000001,55,32.782289999999996,-7.7761984999999925,-22.217710000000004
horizons:prudent:4,horizons,prudent,4,society,8,8,8,8,0,0
horizons:prudent:4,horizons,prudent,4,europe,56,56,56,56,0,0
horizons:prudent:4,horizons,prudent,4,ecology,22,21.377000000000002,22,20.22,-0.6229999999999976,-1.7800000000000011
horizons:prudent:4,horizons,prudent,4,authority,34,33.93,34,33.8,-0.07000000000000028,-0.20000000000000284
horizons:prudent:4,horizons,prudent,4,immigration,23,23,23,23,0,0
horizons:prudent:5,horizons,prudent,5,economy,55,51.5035,55,45.01,-3.4964999999999975,-9.990000000000002
horizons:prudent:5,horizons,prudent,5,society,8,8,8,8,0,0
horizons:prudent:5,horizons,prudent,5,europe,56,56,56,56,0,0
horizons:prudent:5,horizons,prudent,5,ecology,22,22,22,22,0,0
horizons:prudent:5,horizons,prudent,5,authority,34,34.175000000000004,34,34.5,0.17500000000000426,0.5
horizons:prudent:5,horizons,prudent,5,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:6,horizons,prudent,6,economy,55,47.003655,55,32.1533,-7.996344999999998,-22.8467
horizons:prudent:6,horizons,prudent,6,society,8,8,8,8,0,0
horizons:prudent:6,horizons,prudent,6,europe,56,56,56,56,0,0
horizons:prudent:6,horizons,prudent,6,ecology,22,20.6595,22,18.17,-1.3404999999999987,-3.8299999999999983
horizons:prudent:6,horizons,prudent,6,authority,34,32.32,34,29.200000000000003,-1.6799999999999997,-4.799999999999997
horizons:prudent:6,horizons,prudent,6,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:7,horizons,prudent,7,economy,55,53.78994500000001,55,51.542699999999996,-1.2100549999999899,-3.4573000000000036
horizons:prudent:7,horizons,prudent,7,society,8,8,8,8,0,0
horizons:prudent:7,horizons,prudent,7,europe,56,56,56,56,0,0
horizons:prudent:7,horizons,prudent,7,ecology,22,22,22,22,0,0
horizons:prudent:7,horizons,prudent,7,authority,34,32.67,34,30.200000000000003,-1.3299999999999983,-3.799999999999997
horizons:prudent:7,horizons,prudent,7,immigration,23,23,23,23,0,0
horizons:prudent:8,horizons,prudent,8,economy,55,52.242000000000004,55,47.12,-2.7579999999999956,-7.880000000000003
horizons:prudent:8,horizons,prudent,8,society,8,8,8,8,0,0
horizons:prudent:8,horizons,prudent,8,europe,56,56,56,56,0,0
horizons:prudent:8,horizons,prudent,8,ecology,22,19.382,22,14.52,-2.6179999999999986,-7.48
horizons:prudent:8,horizons,prudent,8,authority,34,32.67,34,30.200000000000003,-1.3299999999999983,-3.799999999999997
horizons:prudent:8,horizons,prudent,8,immigration,23,23,23,23,0,0
horizons:prudent:9,horizons,prudent,9,economy,55,52.293800000000005,55,47.267999999999994,-2.7061999999999955,-7.732000000000006
horizons:prudent:9,horizons,prudent,9,society,8,8,8,8,0,0
horizons:prudent:9,horizons,prudent,9,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:prudent:9,horizons,prudent,9,ecology,22,21.2895,22,19.97,-0.7104999999999997,-2.030000000000001
horizons:prudent:9,horizons,prudent,9,authority,34,32.985,34,31.1,-1.0150000000000006,-2.8999999999999986
horizons:prudent:9,horizons,prudent,9,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:10,horizons,prudent,10,economy,55,47.4197,55,33.342,-7.580300000000001,-21.658
horizons:prudent:10,horizons,prudent,10,society,8,8,8,8,0,0
horizons:prudent:10,horizons,prudent,10,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:prudent:10,horizons,prudent,10,ecology,22,21.509999999999998,22,20.6,-0.490000000000002,-1.3999999999999986
horizons:prudent:10,horizons,prudent,10,authority,34,34,34,34,0,0
horizons:prudent:10,horizons,prudent,10,immigration,23,23,23,23,0,0
horizons:prudent:11,horizons,prudent,11,economy,55,47.3805,55,33.230000000000004,-7.619500000000002,-21.769999999999996
horizons:prudent:11,horizons,prudent,11,society,8,8,8,8,0,0
horizons:prudent:11,horizons,prudent,11,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:prudent:11,horizons,prudent,11,ecology,22,21.509999999999998,22,20.6,-0.490000000000002,-1.3999999999999986
horizons:prudent:11,horizons,prudent,11,authority,34,34,34,34,0,0
horizons:prudent:11,horizons,prudent,11,immigration,23,23,23,23,0,0
horizons:prudent:12,horizons,prudent,12,economy,55,48.996100000000006,55,37.846,-6.0038999999999945,-17.154000000000003
horizons:prudent:12,horizons,prudent,12,society,8,8,8,8,0,0
horizons:prudent:12,horizons,prudent,12,europe,56,56,56,56,0,0
horizons:prudent:12,horizons,prudent,12,ecology,22,22,22,22,0,0
horizons:prudent:12,horizons,prudent,12,authority,34,32.67,34,30.200000000000003,-1.3299999999999983,-3.799999999999997
horizons:prudent:12,horizons,prudent,12,immigration,23,23,23,23,0,0
horizons:prudent:13,horizons,prudent,13,economy,55,50.18225000000002,55,41.235,-4.817749999999982,-13.765
horizons:prudent:13,horizons,prudent,13,society,8,8,8,8,0,0
horizons:prudent:13,horizons,prudent,13,europe,56,56,56,56,0,0
horizons:prudent:13,horizons,prudent,13,ecology,22,21.755000000000003,22,21.3,-0.24499999999999744,-0.6999999999999993
horizons:prudent:13,horizons,prudent,13,authority,34,31.970000000000002,34,28.200000000000003,-2.0299999999999976,-5.799999999999997
horizons:prudent:13,horizons,prudent,13,immigration,23,23,23,23,0,0
horizons:prudent:14,horizons,prudent,14,economy,55,54.09,55,52.4,-0.9099999999999966,-2.6000000000000014
horizons:prudent:14,horizons,prudent,14,society,8,8,8,8,0,0
horizons:prudent:14,horizons,prudent,14,europe,56,56,56,56,0,0
horizons:prudent:14,horizons,prudent,14,ecology,22,19.76,22,15.6,-2.2399999999999984,-6.4
horizons:prudent:14,horizons,prudent,14,authority,34,33.17400000000001,34,31.64,-0.8259999999999934,-2.3599999999999994
horizons:prudent:14,horizons,prudent,14,immigration,23,23,23,23,0,0
horizons:prudent:15,horizons,prudent,15,economy,55,52.195800000000006,55,46.988,-2.8041999999999945,-8.012
horizons:prudent:15,horizons,prudent,15,society,8,8,8,8,0,0
horizons:prudent:15,horizons,prudent,15,europe,56,56,56,56,0,0
horizons:prudent:15,horizons,prudent,15,ecology,22,20.88,22,18.8,-1.120000000000001,-3.1999999999999993
horizons:prudent:15,horizons,prudent,15,authority,34,32.285,34,29.1,-1.7150000000000034,-4.899999999999999
horizons:prudent:15,horizons,prudent,15,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:16,horizons,prudent,16,economy,55,46.316339000000006,55,30.189539999999994,-8.683660999999994,-24.810460000000006
horizons:prudent:16,horizons,prudent,16,society,8,8,8,8,0,0
horizons:prudent:16,horizons,prudent,16,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:prudent:16,horizons,prudent,16,ecology,22,19.2238,22,14.068,-2.7761999999999993,-7.932
horizons:prudent:16,horizons,prudent,16,authority,34,27.896,34,16.56,-6.103999999999999,-17.44
horizons:prudent:16,horizons,prudent,16,immigration,23,23,23,23,0,0
horizons:prudent:17,horizons,prudent,17,economy,55,47.93525,55,34.815,-7.0647499999999965,-20.185000000000002
horizons:prudent:17,horizons,prudent,17,society,8,8,8,8,0,0
horizons:prudent:17,horizons,prudent,17,europe,56,56,56,56,0,0
horizons:prudent:17,horizons,prudent,17,ecology,22,21.580000000000002,22,20.8,-0.41999999999999815,-1.1999999999999993
horizons:prudent:17,horizons,prudent,17,authority,34,32.985,34,31.1,-1.0150000000000006,-2.8999999999999986
horizons:prudent:17,horizons,prudent,17,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:18,horizons,prudent,18,economy,55,48.05022500000001,55,35.1435,-6.949774999999988,-19.856499999999997
horizons:prudent:18,horizons,prudent,18,society,8,8,8,8,0,0
horizons:prudent:18,horizons,prudent,18,europe,56,56.7735,56,58.21,0.7734999999999985,2.210000000000001
horizons:prudent:18,horizons,prudent,18,ecology,22,22.7,22,24,0.6999999999999993,2
horizons:prudent:18,horizons,prudent,18,authority,34,33.93,34,33.8,-0.07000000000000028,-0.20000000000000284
horizons:prudent:18,horizons,prudent,18,immigration,23,23,23,23,0,0
horizons:prudent:19,horizons,prudent,19,economy,55,44.254481965000004,55,24.298519900000002,-10.745518034999996,-30.701480099999998
horizons:prudent:19,horizons,prudent,19,society,8,8,8,8,0,0
horizons:prudent:19,horizons,prudent,19,europe,56,56,56,56,0,0
horizons:prudent:19,horizons,prudent,19,ecology,22,20.502000000000002,22,17.72,-1.4979999999999976,-4.280000000000001
horizons:prudent:19,horizons,prudent,19,authority,34,32.04,34,28.4,-1.9600000000000009,-5.600000000000001
horizons:prudent:19,horizons,prudent,19,immigration,23,23,23,23,0,0
horizons:prudent:20,horizons,prudent,20,economy,55,51.5,55,45,-3.5,-10
horizons:prudent:20,horizons,prudent,20,society,8,8,8,8,0,0
horizons:prudent:20,horizons,prudent,20,europe,56,56,56,56,0,0
horizons:prudent:20,horizons,prudent,20,ecology,22,19.539500000000004,22,14.97,-2.460499999999996,-7.029999999999999
horizons:prudent:20,horizons,prudent,20,authority,34,33.52400000000001,34,32.64,-0.475999999999992,-1.3599999999999994
horizons:prudent:20,horizons,prudent,20,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:21,horizons,prudent,21,economy,55,47.7648,55,34.327999999999996,-7.235199999999999,-20.672000000000004
horizons:prudent:21,horizons,prudent,21,society,8,8,8,8,0,0
horizons:prudent:21,horizons,prudent,21,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
horizons:prudent:21,horizons,prudent,21,ecology,22,22.21,22,22.6,0.21000000000000085,0.6000000000000014
horizons:prudent:21,horizons,prudent,21,authority,34,32.67,34,30.200000000000003,-1.3299999999999983,-3.799999999999997
horizons:prudent:21,horizons,prudent,21,immigration,23,23,23,23,0,0
horizons:prudent:22,horizons,prudent,22,economy,55,51.54515000000001,55,45.129000000000005,-3.4548499999999933,-9.870999999999995
horizons:prudent:22,horizons,prudent,22,society,8,8,8,8,0,0
horizons:prudent:22,horizons,prudent,22,europe,56,56,56,56,0,0
horizons:prudent:22,horizons,prudent,22,ecology,22,19.539500000000004,22,14.97,-2.460499999999996,-7.029999999999999
horizons:prudent:22,horizons,prudent,22,authority,34,32.355,34,29.299999999999997,-1.6450000000000031,-4.700000000000003
horizons:prudent:22,horizons,prudent,22,immigration,23,21.494999999999997,23,18.7,-1.5050000000000026,-4.300000000000001
horizons:prudent:23,horizons,prudent,23,economy,55,49.82,55,40.2,-5.18,-14.799999999999997
horizons:prudent:23,horizons,prudent,23,society,8,8,8,8,0,0
horizons:prudent:23,horizons,prudent,23,europe,56,56,56,56,0,0
horizons:prudent:23,horizons,prudent,23,ecology,22,20.319300000000002,22,17.198,-1.680699999999998,-4.802
horizons:prudent:23,horizons,prudent,23,authority,34,34,34,34,0,0
horizons:prudent:23,horizons,prudent,23,immigration,23,23,23,23,0,0
horizons:prudent:24,horizons,prudent,24,economy,55,48.493675,55,36.4105,-6.506324999999997,-18.5895
horizons:prudent:24,horizons,prudent,24,society,8,8,8,8,0,0
horizons:prudent:24,horizons,prudent,24,europe,56,56,56,56,0,0
horizons:prudent:24,horizons,prudent,24,ecology,22,22,22,22,0,0
horizons:prudent:24,horizons,prudent,24,authority,34,34.56,34,35.6,0.5600000000000023,1.6000000000000014
horizons:prudent:24,horizons,prudent,24,immigration,23,23,23,23,0,0
horizons:prudent:25,horizons,prudent,25,economy,55,52.630500000000005,55,48.230000000000004,-2.369499999999995,-6.769999999999996
horizons:prudent:25,horizons,prudent,25,society,8,8,8,8,0,0
horizons:prudent:25,horizons,prudent,25,europe,56,56.315,56,56.9,0.3149999999999977,0.8999999999999986
