runKey,partyId,agent,seedIndex,axis,startTrue,endTrue,startPerceived,endPerceived,deltaTrue,deltaPerceived
ps:aleatoire:44,ps,aleatoire,44,ecology,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:44,ps,aleatoire,44,authority,-30,-29.615000000000002,-30,-28.9,0.384999999999998,1.1000000000000014
ps:aleatoire:44,ps,aleatoire,44,immigration,-24,-22.985,-24,-21.1,1.0150000000000006,2.8999999999999986
ps:aleatoire:45,ps,aleatoire,45,economy,-48,-48.103355,-48,-48.2953,-0.10335500000000053,-0.29529999999999745
ps:aleatoire:45,ps,aleatoire,45,society,-52,-52,-52,-52,0,0
ps:aleatoire:45,ps,aleatoire,45,europe,48,42.295,48,31.700000000000003,-5.704999999999998,-16.299999999999997
ps:aleatoire:45,ps,aleatoire,45,ecology,48,45.297999999999995,48,40.28,-2.7020000000000053,-7.719999999999999
ps:aleatoire:45,ps,aleatoire,45,authority,-30,-25.723000000000003,-30,-17.779999999999998,4.2769999999999975,12.220000000000002
ps:aleatoire:45,ps,aleatoire,45,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:46,ps,aleatoire,46,economy,-48,-40.4510418,-48,-26.431548,7.548958200000001,21.568452
ps:aleatoire:46,ps,aleatoire,46,society,-52,-52,-52,-52,0,0
ps:aleatoire:46,ps,aleatoire,46,europe,48,51.668000000000006,48,58.480000000000004,3.6680000000000064,10.480000000000004
ps:aleatoire:46,ps,aleatoire,46,ecology,48,44.772999999999996,48,38.78,-3.227000000000004,-9.219999999999999
ps:aleatoire:46,ps,aleatoire,46,authority,-30,-30.35,-30,-31,-0.3500000000000014,-1
ps:aleatoire:46,ps,aleatoire,46,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:47,ps,aleatoire,47,economy,-48,-40.1359447905,-48,-25.531270829999997,7.864055209500002,22.468729170000003
ps:aleatoire:47,ps,aleatoire,47,society,-52,-52.805,-52,-54.3,-0.8049999999999997,-2.299999999999997
ps:aleatoire:47,ps,aleatoire,47,europe,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:47,ps,aleatoire,47,ecology,48,46.495,48,43.7,-1.5050000000000026,-4.299999999999997
ps:aleatoire:47,ps,aleatoire,47,authority,-30,-28.95,-30,-27,1.0500000000000007,3
ps:aleatoire:47,ps,aleatoire,47,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:48,ps,aleatoire,48,economy,-48,-45.895662275000014,-48,-41.98760649999999,2.1043377249999864,6.012393500000009
ps:aleatoire:48,ps,aleatoire,48,society,-52,-52,-52,-52,0,0
ps:aleatoire:48,ps,aleatoire,48,europe,48,51.220000000000006,48,57.2,3.220000000000006,9.200000000000003
ps:aleatoire:48,ps,aleatoire,48,ecology,48,46.495,48,43.7,-1.5050000000000026,-4.299999999999997
ps:aleatoire:48,ps,aleatoire,48,authority,-30,-30,-30,-30,0,0
ps:aleatoire:48,ps,aleatoire,48,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:49,ps,aleatoire,49,economy,-48,-47.4185345,-48,-46.33867,0.5814655000000002,1.6613299999999995
ps:aleatoire:49,ps,aleatoire,49,society,-52,-52.805,-52,-54.3,-0.8049999999999997,-2.299999999999997
ps:aleatoire:49,ps,aleatoire,49,europe,48,48,48,48,0,0
ps:aleatoire:49,ps,aleatoire,49,ecology,48,48,48,48,0,0
ps:aleatoire:49,ps,aleatoire,49,authority,-30,-29.825,-30,-29.5,0.1750000000000007,0.5
ps:aleatoire:49,ps,aleatoire,49,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:50,ps,aleatoire,50,economy,-48,-42.421839999999996,-48,-32.0624,5.578160000000004,15.937600000000003
ps:aleatoire:50,ps,aleatoire,50,society,-52,-52,-52,-52,0,0
ps:aleatoire:50,ps,aleatoire,50,europe,48,49.4,48,52,1.3999999999999986,4
ps:aleatoire:50,ps,aleatoire,50,ecology,48,44.773,48,38.78,-3.2269999999999968,-9.219999999999999
ps:aleatoire:50,ps,aleatoire,50,authority,-30,-30.875,-30,-32.5,-0.875,-2.5
ps:aleatoire:50,ps,aleatoire,50,immigration,-24,-22.985,-24,-21.1,1.0150000000000006,2.8999999999999986
ps:aleatoire:51,ps,aleatoire,51,economy,-48,-37.005190895000005,-48,-16.5862597,10.994809104999995,31.4137403
ps:aleatoire:51,ps,aleatoire,51,society,-52,-53.505,-52,-56.3,-1.5050000000000026,-4.299999999999997
ps:aleatoire:51,ps,aleatoire,51,europe,48,48,48,48,0,0
ps:aleatoire:51,ps,aleatoire,51,ecology,48,48,48,48,0,0
ps:aleatoire:51,ps,aleatoire,51,authority,-30,-30,-30,-30,0,0
ps:aleatoire:51,ps,aleatoire,51,immigration,-24,-26.835,-24,-32.1,-2.835000000000001,-8.100000000000001
ps:aleatoire:52,ps,aleatoire,52,economy,-48,-45.13250362,-48,-39.8071532,2.8674963799999986,8.192846799999998
ps:aleatoire:52,ps,aleatoire,52,society,-52,-52,-52,-52,0,0
ps:aleatoire:52,ps,aleatoire,52,europe,48,48.245,48,48.7,0.24499999999999744,0.7000000000000028
ps:aleatoire:52,ps,aleatoire,52,ecology,48,43.723000000000006,48,35.78,-4.276999999999994,-12.219999999999999
ps:aleatoire:52,ps,aleatoire,52,authority,-30,-27.515,-30,-22.9,2.4849999999999994,7.100000000000001
ps:aleatoire:52,ps,aleatoire,52,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:53,ps,aleatoire,53,economy,-48,-45.871932345,-48,-41.919806699999995,2.1280676550000024,6.080193300000005
ps:aleatoire:53,ps,aleatoire,53,society,-52,-52.805,-52,-54.3,-0.8049999999999997,-2.299999999999997
ps:aleatoire:53,ps,aleatoire,53,europe,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:53,ps,aleatoire,53,ecology,48,46.145,48,42.7,-1.8549999999999969,-5.299999999999997
ps:aleatoire:53,ps,aleatoire,53,authority,-30,-30.35,-30,-31,-0.3500000000000014,-1
ps:aleatoire:53,ps,aleatoire,53,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:54,ps,aleatoire,54,economy,-48,-40.932296,-48,-27.80656,7.067703999999999,20.19344
ps:aleatoire:54,ps,aleatoire,54,society,-52,-52.805,-52,-54.3,-0.8049999999999997,-2.299999999999997
ps:aleatoire:54,ps,aleatoire,54,europe,48,48,48,48,0,0
ps:aleatoire:54,ps,aleatoire,54,ecology,48,45.97,48,42.2,-2.030000000000001,-5.799999999999997
ps:aleatoire:54,ps,aleatoire,54,authority,-30,-25.201150000000002,-30,-16.288999999999998,4.798849999999998,13.711000000000002
ps:aleatoire:54,ps,aleatoire,54,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:55,ps,aleatoire,55,economy,-48,-48.957652044999996,-48,-50.736148699999994,-0.9576520449999961,-2.736148699999994
ps:aleatoire:55,ps,aleatoire,55,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:aleatoire:55,ps,aleatoire,55,europe,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:55,ps,aleatoire,55,ecology,48,48,48,48,0,0
ps:aleatoire:55,ps,aleatoire,55,authority,-30,-26.50875,-30,-20.025,3.491250000000001,9.975000000000001
ps:aleatoire:55,ps,aleatoire,55,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:56,ps,aleatoire,56,economy,-48,-45.04968724999999,-48,-39.570535,2.950312750000009,8.429465
ps:aleatoire:56,ps,aleatoire,56,society,-52,-52,-52,-52,0,0
ps:aleatoire:56,ps,aleatoire,56,europe,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:56,ps,aleatoire,56,ecology,48,43.49550000000001,48,35.13,-4.504499999999993,-12.869999999999997
ps:aleatoire:56,ps,aleatoire,56,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:aleatoire:56,ps,aleatoire,56,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:57,ps,aleatoire,57,economy,-48,-40.2846945,-48,-25.956269999999996,7.7153054999999995,22.043730000000004
ps:aleatoire:57,ps,aleatoire,57,society,-52,-52,-52,-52,0,0
ps:aleatoire:57,ps,aleatoire,57,europe,48,48.595,48,49.7,0.5949999999999989,1.7000000000000028
ps:aleatoire:57,ps,aleatoire,57,ecology,48,48.7,48,50,0.7000000000000028,2
ps:aleatoire:57,ps,aleatoire,57,authority,-30,-29.93,-30,-29.8,0.07000000000000028,0.1999999999999993
ps:aleatoire:57,ps,aleatoire,57,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:58,ps,aleatoire,58,economy,-48,-49.82097579999999,-48,-53.202788000000005,-1.8209757999999923,-5.202788000000005
ps:aleatoire:58,ps,aleatoire,58,society,-52,-52.805,-52,-54.3,-0.8049999999999997,-2.299999999999997
ps:aleatoire:58,ps,aleatoire,58,europe,48,48,48,48,0,0
ps:aleatoire:58,ps,aleatoire,58,ecology,48,46.495000000000005,48,43.7,-1.5049999999999955,-4.299999999999997
ps:aleatoire:58,ps,aleatoire,58,authority,-30,-30,-30,-30,0,0
ps:aleatoire:58,ps,aleatoire,58,immigration,-24,-24,-24,-24,0,0
ps:aleatoire:59,ps,aleatoire,59,economy,-48,-50.02580000000001,-48,-53.788,-2.025800000000011,-5.787999999999997
ps:aleatoire:59,ps,aleatoire,59,society,-52,-52,-52,-52,0,0
ps:aleatoire:59,ps,aleatoire,59,europe,48,48,48,48,0,0
ps:aleatoire:59,ps,aleatoire,59,ecology,48,44.94799999999999,48,39.28,-3.0520000000000067,-8.719999999999999
ps:aleatoire:59,ps,aleatoire,59,authority,-30,-27.165,-30,-21.9,2.835000000000001,8.100000000000001
ps:aleatoire:59,ps,aleatoire,59,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:0,ps,prudent,0,economy,-48,-42.175464044999984,-48,-31.358468700000003,5.824535955000016,16.641531299999997
ps:prudent:0,ps,prudent,0,society,-52,-52,-52,-52,0,0
ps:prudent:0,ps,prudent,0,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:0,ps,prudent,0,ecology,48,44.9305,48,39.230000000000004,-3.069499999999998,-8.769999999999996
ps:prudent:0,ps,prudent,0,authority,-30,-30,-30,-30,0,0
ps:prudent:0,ps,prudent,0,immigration,-24,-24,-24,-24,0,0
ps:prudent:1,ps,prudent,1,economy,-48,-43.23316566094999,-48,-34.380473317,4.766834339050007,13.619526682999997
ps:prudent:1,ps,prudent,1,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:1,ps,prudent,1,europe,48,48,48,48,0,0
ps:prudent:1,ps,prudent,1,ecology,48,48,48,48,0,0
ps:prudent:1,ps,prudent,1,authority,-30,-30,-30,-30,0,0
ps:prudent:1,ps,prudent,1,immigration,-24,-24,-24,-24,0,0
ps:prudent:2,ps,prudent,2,economy,-48,-45.191138069999994,-48,-39.9746802,2.808861930000006,8.025319799999998
ps:prudent:2,ps,prudent,2,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:2,ps,prudent,2,europe,48,48,48,48,0,0
ps:prudent:2,ps,prudent,2,ecology,48,43.835,48,36.1,-4.164999999999999,-11.899999999999999
ps:prudent:2,ps,prudent,2,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:2,ps,prudent,2,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:3,ps,prudent,3,economy,-48,-49.96455,-48,-53.613,-1.9645500000000027,-5.6129999999999995
ps:prudent:3,ps,prudent,3,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:3,ps,prudent,3,europe,48,48,48,48,0,0
ps:prudent:3,ps,prudent,3,ecology,48,43.65299999999999,48,35.58,-4.347000000000008,-12.420000000000002
ps:prudent:3,ps,prudent,3,authority,-30,-30,-30,-30,0,0
ps:prudent:3,ps,prudent,3,immigration,-24,-24,-24,-24,0,0
ps:prudent:4,ps,prudent,4,economy,-48,-50.073679999999996,-48,-53.924800000000005,-2.073679999999996,-5.924800000000005
ps:prudent:4,ps,prudent,4,society,-52,-52,-52,-52,0,0
ps:prudent:4,ps,prudent,4,europe,48,49.305499999999995,48,51.730000000000004,1.305499999999995,3.730000000000004
ps:prudent:4,ps,prudent,4,ecology,48,47.37,48,46.2,-0.6300000000000026,-1.7999999999999972
ps:prudent:4,ps,prudent,4,authority,-30,-26.884999999999998,-30,-21.1,3.115000000000002,8.899999999999999
ps:prudent:4,ps,prudent,4,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:5,ps,prudent,5,economy,-48,-48.38814999999999,-48,-49.108999999999995,-0.3881499999999889,-1.1089999999999947
ps:prudent:5,ps,prudent,5,society,-52,-52,-52,-52,0,0
ps:prudent:5,ps,prudent,5,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:5,ps,prudent,5,ecology,48,46.669999999999995,48,44.2,-1.3300000000000054,-3.799999999999997
ps:prudent:5,ps,prudent,5,authority,-30,-26.884999999999998,-30,-21.1,3.115000000000002,8.899999999999999
ps:prudent:5,ps,prudent,5,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:6,ps,prudent,6,economy,-48,-47.53986129999999,-48,-46.685318,0.4601387000000088,1.3146819999999977
ps:prudent:6,ps,prudent,6,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:6,ps,prudent,6,europe,48,49.225,48,51.5,1.2250000000000014,3.5
ps:prudent:6,ps,prudent,6,ecology,48,45.630500000000005,48,41.230000000000004,-2.369499999999995,-6.769999999999996
ps:prudent:6,ps,prudent,6,authority,-30,-27.2,-30,-22,2.8000000000000007,8
ps:prudent:6,ps,prudent,6,immigration,-24,-24,-24,-24,0,0
ps:prudent:7,ps,prudent,7,economy,-48,-42.08415544999999,-48,-31.09758699999999,5.91584455000001,16.90241300000001
ps:prudent:7,ps,prudent,7,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:7,ps,prudent,7,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:7,ps,prudent,7,ecology,48,45.97,48,42.2,-2.030000000000001,-5.799999999999997
ps:prudent:7,ps,prudent,7,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:7,ps,prudent,7,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:8,ps,prudent,8,economy,-48,-47.91297949999999,-48,-47.75137000000001,0.08702050000000838,0.24862999999999147
ps:prudent:8,ps,prudent,8,society,-52,-52,-52,-52,0,0
ps:prudent:8,ps,prudent,8,europe,48,48,48,48,0,0
ps:prudent:8,ps,prudent,8,ecology,48,46.669999999999995,48,44.2,-1.3300000000000054,-3.799999999999997
ps:prudent:8,ps,prudent,8,authority,-30,-30,-30,-30,0,0
ps:prudent:8,ps,prudent,8,immigration,-24,-24,-24,-24,0,0
ps:prudent:9,ps,prudent,9,economy,-48,-43.315016549999996,-48,-34.614333,4.684983450000004,13.385666999999998
ps:prudent:9,ps,prudent,9,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:9,ps,prudent,9,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:9,ps,prudent,9,ecology,48,46.845,48,44.7,-1.1550000000000011,-3.299999999999997
ps:prudent:9,ps,prudent,9,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:9,ps,prudent,9,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:10,ps,prudent,10,economy,-48,-47.19020556,-48,-45.68630160000001,0.8097944399999975,2.3136983999999927
ps:prudent:10,ps,prudent,10,society,-52,-52,-52,-52,0,0
ps:prudent:10,ps,prudent,10,europe,48,48,48,48,0,0
ps:prudent:10,ps,prudent,10,ecology,48,46.669999999999995,48,44.2,-1.3300000000000054,-3.799999999999997
ps:prudent:10,ps,prudent,10,authority,-30,-30,-30,-30,0,0
ps:prudent:10,ps,prudent,10,immigration,-24,-24,-24,-24,0,0
ps:prudent:11,ps,prudent,11,economy,-48,-44.41443725,-48,-37.755534999999995,3.585562750000001,10.244465000000005
ps:prudent:11,ps,prudent,11,society,-52,-52,-52,-52,0,0
ps:prudent:11,ps,prudent,11,europe,48,49.225,48,51.5,1.2250000000000014,3.5
ps:prudent:11,ps,prudent,11,ecology,48,46.6,48,44,-1.3999999999999986,-4
ps:prudent:11,ps,prudent,11,authority,-30,-27.2,-30,-22,2.8000000000000007,8
ps:prudent:11,ps,prudent,11,immigration,-24,-24,-24,-24,0,0
ps:prudent:12,ps,prudent,12,economy,-48,-48.26838805,-48,-48.766823,-0.26838804999999866,-0.7668230000000023
ps:prudent:12,ps,prudent,12,society,-52,-52,-52,-52,0,0
ps:prudent:12,ps,prudent,12,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:12,ps,prudent,12,ecology,48,48,48,48,0,0
ps:prudent:12,ps,prudent,12,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:12,ps,prudent,12,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:13,ps,prudent,13,economy,-48,-47.76678449999999,-48,-47.333670000000005,0.23321550000000713,0.666329999999995
ps:prudent:13,ps,prudent,13,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:13,ps,prudent,13,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:13,ps,prudent,13,ecology,48,45.97,48,42.2,-2.030000000000001,-5.799999999999997
ps:prudent:13,ps,prudent,13,authority,-30,-30,-30,-30,0,0
ps:prudent:13,ps,prudent,13,immigration,-24,-24,-24,-24,0,0
ps:prudent:14,ps,prudent,14,economy,-48,-46.34781729999999,-48,-43.279478000000005,1.6521827000000116,4.720521999999995
ps:prudent:14,ps,prudent,14,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:14,ps,prudent,14,europe,48,48,48,48,0,0
ps:prudent:14,ps,prudent,14,ecology,48,42.2215,48,31.490000000000002,-5.778500000000001,-16.509999999999998
ps:prudent:14,ps,prudent,14,authority,-30,-27.2,-30,-22,2.8000000000000007,8
ps:prudent:14,ps,prudent,14,immigration,-24,-24,-24,-24,0,0
ps:prudent:15,ps,prudent,15,economy,-48,-48.09490949999999,-48,-48.271170000000005,-0.09490949999999287,-0.271170000000005
ps:prudent:15,ps,prudent,15,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:15,ps,prudent,15,europe,48,48,48,48,0,0
ps:prudent:15,ps,prudent,15,ecology,48,48,48,48,0,0
ps:prudent:15,ps,prudent,15,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:15,ps,prudent,15,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:16,ps,prudent,16,economy,-48,-45.54740999999999,-48,-40.992599999999996,2.452590000000008,7.007400000000004
ps:prudent:16,ps,prudent,16,society,-52,-52,-52,-52,0,0
ps:prudent:16,ps,prudent,16,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:16,ps,prudent,16,ecology,48,41.49692999999999,48,29.4198,-6.503070000000008,-18.5802
ps:prudent:16,ps,prudent,16,authority,-30,-30,-30,-30,0,0
ps:prudent:16,ps,prudent,16,immigration,-24,-24,-24,-24,0,0
ps:prudent:17,ps,prudent,17,economy,-48,-47.379554999999996,-48,-46.2273,0.6204450000000037,1.7727000000000004
ps:prudent:17,ps,prudent,17,society,-52,-52,-52,-52,0,0
ps:prudent:17,ps,prudent,17,europe,48,48,48,48,0,0
ps:prudent:17,ps,prudent,17,ecology,48,43.65299999999999,48,35.58,-4.347000000000008,-12.420000000000002
ps:prudent:17,ps,prudent,17,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:17,ps,prudent,17,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:18,ps,prudent,18,economy,-48,-46.64576949999999,-48,-44.13077,1.354230500000007,3.8692300000000017
ps:prudent:18,ps,prudent,18,society,-52,-52,-52,-52,0,0
ps:prudent:18,ps,prudent,18,europe,48,48,48,48,0,0
ps:prudent:18,ps,prudent,18,ecology,48,48,48,48,0,0
ps:prudent:18,ps,prudent,18,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:18,ps,prudent,18,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:19,ps,prudent,19,economy,-48,-48.74630499999999,-48,-50.13230000000001,-0.7463049999999924,-2.132300000000008
ps:prudent:19,ps,prudent,19,society,-52,-52,-52,-52,0,0
ps:prudent:19,ps,prudent,19,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:19,ps,prudent,19,ecology,48,43.835,48,36.1,-4.164999999999999,-11.899999999999999
ps:prudent:19,ps,prudent,19,authority,-30,-30,-30,-30,0,0
ps:prudent:19,ps,prudent,19,immigration,-24,-24,-24,-24,0,0
ps:prudent:20,ps,prudent,20,economy,-48,-46.054466445,-48,-42.441332700000004,1.9455335549999972,5.558667299999996
ps:prudent:20,ps,prudent,20,society,-52,-52,-52,-52,0,0
ps:prudent:20,ps,prudent,20,europe,48,49.295,48,51.7,1.2950000000000017,3.700000000000003
ps:prudent:20,ps,prudent,20,ecology,48,45.560500000000005,48,41.03,-2.4394999999999953,-6.969999999999999
ps:prudent:20,ps,prudent,20,authority,-30,-30,-30,-30,0,0
ps:prudent:20,ps,prudent,20,immigration,-24,-24,-24,-24,0,0
ps:prudent:21,ps,prudent,21,economy,-48,-42.155288399999996,-48,-31.300824,5.844711600000004,16.699176
ps:prudent:21,ps,prudent,21,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:21,ps,prudent,21,europe,48,48,48,48,0,0
ps:prudent:21,ps,prudent,21,ecology,48,44.85,48,39,-3.1499999999999986,-9
ps:prudent:21,ps,prudent,21,authority,-30,-30,-30,-30,0,0
ps:prudent:21,ps,prudent,21,immigration,-24,-24,-24,-24,0,0
ps:prudent:22,ps,prudent,22,economy,-48,-45.175099949999996,-48,-39.928857,2.8249000500000037,8.071143
ps:prudent:22,ps,prudent,22,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:22,ps,prudent,22,europe,48,48,48,48,0,0
ps:prudent:22,ps,prudent,22,ecology,48,43.8105,48,36.03,-4.1895000000000024,-11.969999999999999
ps:prudent:22,ps,prudent,22,authority,-30,-30,-30,-30,0,0
ps:prudent:22,ps,prudent,22,immigration,-24,-24,-24,-24,0,0
ps:prudent:23,ps,prudent,23,economy,-48,-51.514,-48,-58.04,-3.514000000000003,-10.04
ps:prudent:23,ps,prudent,23,society,-52,-52,-52,-52,0,0
ps:prudent:23,ps,prudent,23,europe,48,48,48,48,0,0
ps:prudent:23,ps,prudent,23,ecology,48,45.647999999999996,48,41.28,-2.352000000000004,-6.719999999999999
ps:prudent:23,ps,prudent,23,authority,-30,-27.2,-30,-22,2.8000000000000007,8
ps:prudent:23,ps,prudent,23,immigration,-24,-24,-24,-24,0,0
ps:prudent:24,ps,prudent,24,economy,-48,-45.048449999999995,-48,-39.567,2.9515500000000046,8.433
ps:prudent:24,ps,prudent,24,society,-52,-52,-52,-52,0,0
ps:prudent:24,ps,prudent,24,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:24,ps,prudent,24,ecology,48,48,48,48,0,0
ps:prudent:24,ps,prudent,24,authority,-30,-26.849999999999998,-30,-21,3.150000000000002,9
ps:prudent:24,ps,prudent,24,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:25,ps,prudent,25,economy,-48,-46.123776,-48,-42.639359999999996,1.8762240000000006,5.360640000000004
ps:prudent:25,ps,prudent,25,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:25,ps,prudent,25,europe,48,48,48,48,0,0
ps:prudent:25,ps,prudent,25,ecology,48,48,48,48,0,0
ps:prudent:25,ps,prudent,25,authority,-30,-30,-30,-30,0,0
ps:prudent:25,ps,prudent,25,immigration,-24,-24,-24,-24,0,0
ps:prudent:26,ps,prudent,26,economy,-48,-48.4080258,-48,-49.165788000000006,-0.4080257999999972,-1.1657880000000063
ps:prudent:26,ps,prudent,26,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:26,ps,prudent,26,europe,48,48.595,48,49.7,0.5949999999999989,1.7000000000000028
ps:prudent:26,ps,prudent,26,ecology,48,48.7,48,50,0.7000000000000028,2
ps:prudent:26,ps,prudent,26,authority,-30,-29.58,-30,-28.8,0.4200000000000017,1.1999999999999993
ps:prudent:26,ps,prudent,26,immigration,-24,-24,-24,-24,0,0
ps:prudent:27,ps,prudent,27,economy,-48,-50.60505,-48,-55.443,-2.6050499999999985,-7.442999999999998
ps:prudent:27,ps,prudent,27,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:27,ps,prudent,27,europe,48,48,48,48,0,0
ps:prudent:27,ps,prudent,27,ecology,48,45.647999999999996,48,41.28,-2.352000000000004,-6.719999999999999
ps:prudent:27,ps,prudent,27,authority,-30,-29.65,-30,-29,0.3500000000000014,1
ps:prudent:27,ps,prudent,27,immigration,-24,-23.860000000000003,-24,-23.6,0.13999999999999702,0.3999999999999986
ps:prudent:28,ps,prudent,28,economy,-48,-46.524274595,-48,-43.783641700000004,1.4757254049999986,4.216358299999996
ps:prudent:28,ps,prudent,28,society,-52,-52,-52,-52,0,0
ps:prudent:28,ps,prudent,28,europe,48,49.295,48,51.7,1.2950000000000017,3.700000000000003
ps:prudent:28,ps,prudent,28,ecology,48,43.702000000000005,48,35.72,-4.297999999999995,-12.280000000000001
ps:prudent:28,ps,prudent,28,authority,-30,-30,-30,-30,0,0
ps:prudent:28,ps,prudent,28,immigration,-24,-24,-24,-24,0,0
ps:prudent:29,ps,prudent,29,economy,-48,-46.2614345,-48,-43.032669999999996,1.7385655,4.967330000000004
ps:prudent:29,ps,prudent,29,society,-52,-52.7,-52,-54,-0.7000000000000028,-2
ps:prudent:29,ps,prudent,29,europe,48,48,48,48,0,0
ps:prudent:29,ps,prudent,29,ecology,48,44.772999999999996,48,38.78,-3.227000000000004,-9.219999999999999
ps:prudent:29,ps,prudent,29,authority,-30,-30,-30,-30,0,0
ps:prudent:29,ps,prudent,29,immigration,-24,-24,-24,-24,0,0
ps:prudent:30,ps,prudent,30,economy,-48,-47.60635499999999,-48,-46.8753,0.39364500000000646,1.1246999999999971
ps:prudent:30,ps,prudent,30,society,-52,-52,-52,-52,0,0
ps:prudent:30,ps,prudent,30,europe,48,48,48,48,0,0
ps:prudent:30,ps,prudent,30,ecology,48,44.85,48,39,-3.1499999999999986,-9
ps:prudent:30,ps,prudent,30,authority,-30,-27.2,-30,-22,2.8000000000000007,8
ps:prudent:30,ps,prudent,30,immigration,-24,-24,-24,-24,0,0
ps:prudent:31,ps,prudent,31,economy,-48,-49.85738,-48,-53.306799999999996,-1.8573799999999991,-5.3067999999999955
ps:prudent:31,ps,prudent,31,society,-52,-52,-52,-52,0,0
ps:prudent:31,ps,prudent,31,europe,48,48.595,48,49.7,0.5949999999999989,1.7000000000000028
ps:prudent:31,ps,prudent,31,ecology,48,42.68769999999999,48,32.821999999999996,-5.312300000000008,-15.178000000000004
ps:prudent:31,ps,prudent,31,authority,-30,-30,-30,-30,0,0
ps:prudent:31,ps,prudent,31,immigration,-24,-24,-24,-24,0,0
ps:prudent:32,ps,prudent,32,economy,-48,-43.68111199999999,-48,-35.66032,4.318888000000008,12.339680000000001
ps:prudent:32,ps,prudent,32,society,-52,-52,-52,-52,0,0
ps:prudent:32,ps,prudent,32,europe,48,48.7,48,50,0.7000000000000028,2
ps:prudent:32,ps,prudent,32,ecology,48,42.71745,48,32.907000000000004,-5.2825500000000005,-15.092999999999996
