runKey,seedPartyId,agent,collapseWithdrawals,strategicWithdrawals,negotiationsOpened,negotiationsFailed,negotiationsMaintained,nationalEndorsements,ecologistesStrategicWithdrawal,ecologistesBeneficiary,ecologistesCollapseWithdrawal,ecologistesMaintainedToEnd,qualified,won
lfi:aleatoire:0,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:1,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:2,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:3,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,false
lfi:aleatoire:4,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:5,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:6,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:7,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:8,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:9,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:10,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:11,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,false
lfi:aleatoire:12,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:13,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:14,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:15,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:16,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:17,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:18,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:19,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:20,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:21,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,false
lfi:aleatoire:22,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:23,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:24,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:25,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:26,lfi,aleatoire,0,1,1,0,0,1,false,,false,true,true,true
lfi:aleatoire:27,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:28,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:29,lfi,aleatoire,0,1,1,0,0,1,false,,false,true,true,true
lfi:aleatoire:30,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:31,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:32,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:33,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:34,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:35,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:36,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:37,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:38,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:39,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:40,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:41,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:42,lfi,aleatoire,1,0,1,1,0,0,false,,false,true,true,false
lfi:aleatoire:43,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:44,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:45,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,false
lfi:aleatoire:46,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:47,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:48,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:49,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:50,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,false,false
lfi:aleatoire:51,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:52,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:53,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:54,lfi,aleatoire,1,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:55,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:56,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:57,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:58,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:59,lfi,aleatoire,0,0,1,1,0,1,false,,false,true,true,false
lfi:aleatoire:60,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:61,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,false
lfi:aleatoire:62,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:63,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,false
lfi:aleatoire:64,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:65,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:66,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:67,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:68,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:69,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:70,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:71,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:72,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:73,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:74,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,false
lfi:aleatoire:75,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:76,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,false,false
lfi:aleatoire:77,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:78,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:79,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:80,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:81,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:82,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:83,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:84,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:85,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:86,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:87,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:88,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:89,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:90,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:91,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:92,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:93,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:94,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:95,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:96,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:97,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:98,lfi,aleatoire,0,1,1,0,0,1,false,,false,true,true,true
lfi:aleatoire:99,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:100,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:101,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:102,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:103,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:104,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:105,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:106,lfi,aleatoire,0,0,1,1,0,1,false,,false,true,true,true
lfi:aleatoire:107,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:108,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:109,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:110,lfi,aleatoire,1,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:111,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:112,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:113,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:114,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:115,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:116,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:117,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:118,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:119,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:120,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:121,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:122,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:123,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:124,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:125,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:126,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:127,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:128,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,false
lfi:aleatoire:129,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:130,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:131,lfi,aleatoire,0,0,0,0,0,1,false,,false,true,true,true
lfi:aleatoire:132,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:133,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:134,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:135,lfi,aleatoire,1,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:136,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:137,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:138,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:139,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:140,lfi,aleatoire,0,0,1,1,0,0,false,,false,true,true,true
lfi:aleatoire:141,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:142,lfi,aleatoire,0,1,1,0,0,0,false,,false,true,true,true
lfi:aleatoire:143,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:144,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:145,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,true
lfi:aleatoire:146,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:147,lfi,aleatoire,1,0,0,0,0,0,false,,false,true,true,false
lfi:aleatoire:148,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,false,false
lfi:aleatoire:149,lfi,aleatoire,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:0,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:1,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:2,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:3,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:4,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:5,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:6,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:7,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:8,lfi,prudent,1,0,1,0,0,0,false,,false,true,true,false
lfi:prudent:9,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:10,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:11,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:12,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:13,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:14,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:15,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:16,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:17,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:18,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:19,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:20,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:21,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:22,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:23,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:24,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:25,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:26,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:27,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:28,lfi,prudent,0,1,1,0,0,0,true,ps,false,false,true,true
lfi:prudent:29,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:30,lfi,prudent,1,0,1,0,0,0,false,,false,true,true,true
lfi:prudent:31,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:32,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:33,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:34,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:35,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:36,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:37,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:38,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:39,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:40,lfi,prudent,1,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:41,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:42,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:43,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:44,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:45,lfi,prudent,1,0,1,0,0,0,false,,false,true,true,true
lfi:prudent:46,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:47,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:48,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:49,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:50,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:51,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:52,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:53,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:54,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:55,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:56,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:57,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:58,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:59,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:60,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:61,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:62,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:63,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:64,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:65,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:66,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:67,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:68,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:69,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:70,lfi,prudent,0,1,1,0,0,0,true,ps,false,false,true,true
lfi:prudent:71,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:72,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:73,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:74,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:75,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:76,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:77,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:78,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:79,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:80,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:81,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:82,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:83,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:84,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:85,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:86,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:87,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:88,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:89,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:90,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:91,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:92,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:93,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:94,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:95,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:96,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:97,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:98,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:99,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:100,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:101,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:102,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:103,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:104,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:105,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:106,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:107,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:108,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:109,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:110,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:111,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:112,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:113,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:114,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:115,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:116,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:117,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:118,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:119,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:120,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:121,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:122,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:123,lfi,prudent,0,0,0,0,0,0,false,,false,true,false,false
lfi:prudent:124,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:125,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:126,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:127,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:128,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:129,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:130,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:131,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:132,lfi,prudent,1,0,1,0,0,0,false,,false,true,true,true
lfi:prudent:133,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:134,lfi,prudent,1,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:135,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:136,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:137,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:138,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,true
lfi:prudent:139,lfi,prudent,0,1,1,0,0,0,true,ps,false,false,true,true
lfi:prudent:140,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,false
lfi:prudent:141,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,false
lfi:prudent:142,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:143,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:144,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:145,lfi,prudent,0,0,1,1,0,0,false,,false,true,true,true
lfi:prudent:146,lfi,prudent,0,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:147,lfi,prudent,0,1,1,0,0,0,false,,false,true,true,false
lfi:prudent:148,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:prudent:149,lfi,prudent,1,0,0,0,0,0,false,,false,true,true,true
lfi:risque:0,lfi,risque,0,0,0,0,0,0,false,,false,true,true,false
lfi:risque:1,lfi,risque,0,0,0,0,0,1,false,,false,true,true,true
lfi:risque:2,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:3,lfi,risque,1,0,0,0,0,0,false,,false,true,true,true
lfi:risque:4,lfi,risque,0,0,0,0,0,1,false,,false,true,true,false
lfi:risque:5,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:6,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:7,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:8,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:9,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:10,lfi,risque,0,0,1,1,0,0,false,,false,true,true,true
lfi:risque:11,lfi,risque,0,0,0,0,0,1,false,,false,true,true,true
lfi:risque:12,lfi,risque,1,0,1,1,0,0,false,,false,true,true,true
lfi:risque:13,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:14,lfi,risque,0,1,1,0,0,0,false,,false,true,true,true
lfi:risque:15,lfi,risque,0,0,1,1,0,1,false,,false,true,true,false
lfi:risque:16,lfi,risque,0,0,1,1,0,0,false,,false,true,true,true
lfi:risque:17,lfi,risque,0,0,0,0,0,0,false,,false,true,true,false
lfi:risque:18,lfi,risque,1,0,0,0,0,0,false,,false,true,true,true
lfi:risque:19,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:20,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:21,lfi,risque,0,1,1,0,0,0,false,,false,true,true,false
lfi:risque:22,lfi,risque,0,0,0,0,0,0,false,,false,true,true,true
lfi:risque:23,lfi,risque,1,0,0,0,0,0,false,,false,true,true,true
