runKey,decisionIndex,kind,partyId,maxShockPoints,crossesActiveSetBoundary
ps:contrarien:135,15,strategic_withdrawal,reconquete,3.994,true
ps:contrarien:137,14,strategic_withdrawal,reconquete,3.794,false
ps:contrarien:145,17,strategic_withdrawal,reconquete,3.186,false
ps:contrarien:147,20,withdrawal,reconquete,3.475,false
ps:contrarien:148,18,strategic_withdrawal,reconquete,3.163,false
ps:contrarien:149,21,withdrawal,reconquete,3.064,false
ecologistes:aleatoire:4,20,withdrawal,reconquete,3.708,false
ecologistes:aleatoire:5,17,strategic_withdrawal,reconquete,3.069,false
ecologistes:aleatoire:5,23,withdrawal,lr,35.828,true
ecologistes:aleatoire:9,23,withdrawal,reconquete,35.754,true
ecologistes:aleatoire:13,18,withdrawal,reconquete,3.275,false
ecologistes:aleatoire:16,21,withdrawal,reconquete,3.403,false
ecologistes:aleatoire:19,16,strategic_withdrawal,reconquete,3.669,false
ecologistes:aleatoire:21,23,withdrawal,reconquete,37.066,true
ecologistes:aleatoire:22,13,withdrawal,reconquete,3.649,false
ecologistes:aleatoire:25,17,strategic_withdrawal,reconquete,3.222,false
ecologistes:aleatoire:32,13,withdrawal,reconquete,3.877,false
ecologistes:aleatoire:33,14,withdrawal,reconquete,3.494,false
ecologistes:aleatoire:34,19,withdrawal,reconquete,3.245,false
ecologistes:aleatoire:35,20,withdrawal,ps,11.615,false
ecologistes:aleatoire:38,13,withdrawal,reconquete,3.578,false
ecologistes:aleatoire:47,18,withdrawal,reconquete,3.687,false
ecologistes:aleatoire:55,15,withdrawal,reconquete,3.664,true
ecologistes:aleatoire:57,22,withdrawal,reconquete,2.773,false
ecologistes:aleatoire:61,17,withdrawal,reconquete,3.761,false
ecologistes:aleatoire:62,13,withdrawal,reconquete,3.561,false
ecologistes:aleatoire:68,20,withdrawal,reconquete,3.157,false
ecologistes:aleatoire:71,19,strategic_withdrawal,reconquete,3.894,false
ecologistes:aleatoire:72,19,withdrawal,reconquete,3.395,false
ecologistes:aleatoire:75,20,withdrawal,reconquete,2.607,false
ecologistes:aleatoire:85,18,withdrawal,reconquete,3.478,false
ecologistes:aleatoire:92,21,withdrawal,reconquete,3.306,false
ecologistes:aleatoire:93,21,withdrawal,reconquete,3.092,false
ecologistes:aleatoire:94,21,withdrawal,reconquete,3.6,false
ecologistes:aleatoire:95,19,withdrawal,reconquete,3.47,false
ecologistes:aleatoire:98,13,withdrawal,reconquete,3.665,false
ecologistes:aleatoire:102,13,strategic_withdrawal,reconquete,3.323,false
ecologistes:aleatoire:104,18,withdrawal,reconquete,3.633,false
ecologistes:aleatoire:105,17,withdrawal,reconquete,3.887,false
ecologistes:aleatoire:111,21,withdrawal,reconquete,3.493,false
ecologistes:aleatoire:123,18,withdrawal,reconquete,3.906,false
ecologistes:aleatoire:132,13,withdrawal,reconquete,3.505,false
ecologistes:aleatoire:136,15,strategic_withdrawal,reconquete,3.719,true
ecologistes:aleatoire:138,21,withdrawal,reconquete,2.673,false
ecologistes:aleatoire:139,13,strategic_withdrawal,reconquete,3.899,false
ecologistes:aleatoire:140,19,withdrawal,reconquete,3.34,false
ecologistes:aleatoire:141,15,withdrawal,reconquete,3.294,true
ecologistes:aleatoire:142,22,withdrawal,reconquete,3.373,false
ecologistes:aleatoire:144,15,strategic_withdrawal,reconquete,3.486,true
ecologistes:aleatoire:147,19,strategic_withdrawal,reconquete,3.311,false
ecologistes:aleatoire:148,18,withdrawal,reconquete,3.334,false
ecologistes:prudent:0,14,withdrawal,reconquete,3.716,false
ecologistes:prudent:5,18,strategic_withdrawal,reconquete,3.458,false
ecologistes:prudent:7,19,withdrawal,reconquete,3.454,false
ecologistes:prudent:8,13,withdrawal,reconquete,3.461,false
ecologistes:prudent:9,20,withdrawal,ps,10.583,false
ecologistes:prudent:10,21,strategic_withdrawal,reconquete,3.574,false
ecologistes:prudent:13,19,strategic_withdrawal,reconquete,3.323,false
ecologistes:prudent:15,19,withdrawal,reconquete,3.218,false
ecologistes:prudent:17,17,strategic_withdrawal,reconquete,3.667,false
ecologistes:prudent:18,16,strategic_withdrawal,reconquete,3.681,false
ecologistes:prudent:22,18,strategic_withdrawal,reconquete,2.977,false
ecologistes:prudent:23,22,withdrawal,ps,8.045,false
ecologistes:prudent:29,18,strategic_withdrawal,reconquete,3.289,false
ecologistes:prudent:35,16,withdrawal,reconquete,4.02,false
ecologistes:prudent:39,19,strategic_withdrawal,reconquete,3.257,false
ecologistes:prudent:40,19,withdrawal,reconquete,3.527,false
ecologistes:prudent:44,13,withdrawal,reconquete,3.818,false
ecologistes:prudent:49,15,strategic_withdrawal,reconquete,2.992,true
ecologistes:prudent:51,23,withdrawal,reconquete,42.177,true
ecologistes:prudent:52,16,strategic_withdrawal,reconquete,3.146,true
ecologistes:prudent:55,18,withdrawal,lr,9.273,false
ecologistes:prudent:55,19,withdrawal,reconquete,3.483,false
ecologistes:prudent:56,12,strategic_withdrawal,reconquete,3.699,false
ecologistes:prudent:58,20,withdrawal,reconquete,2.45,false
ecologistes:prudent:59,11,strategic_withdrawal,reconquete,3.651,false
ecologistes:prudent:66,17,withdrawal,reconquete,3.43,false
ecologistes:prudent:68,23,withdrawal,reconquete,42.609,true
ecologistes:prudent:72,12,strategic_withdrawal,reconquete,3.771,false
ecologistes:prudent:74,19,strategic_withdrawal,reconquete,3.478,false
ecologistes:prudent:75,18,withdrawal,reconquete,3.463,false
ecologistes:prudent:80,22,withdrawal,reconquete,3.19,false
ecologistes:prudent:84,18,strategic_withdrawal,reconquete,2.925,false
ecologistes:prudent:87,13,strategic_withdrawal,reconquete,3.863,false
ecologistes:prudent:89,16,withdrawal,reconquete,3.345,false
ecologistes:prudent:94,15,strategic_withdrawal,reconquete,3.747,false
ecologistes:prudent:96,21,withdrawal,reconquete,3.615,false
ecologistes:prudent:97,17,strategic_withdrawal,reconquete,3.864,false
ecologistes:prudent:98,19,withdrawal,reconquete,3.454,false
ecologistes:prudent:102,23,withdrawal,reconquete,40.899,true
ecologistes:prudent:103,19,withdrawal,reconquete,3.571,false
ecologistes:prudent:105,13,withdrawal,reconquete,3.685,false
ecologistes:prudent:106,16,withdrawal,reconquete,3.4,false
ecologistes:prudent:107,12,strategic_withdrawal,reconquete,3.769,false
ecologistes:prudent:108,15,withdrawal,reconquete,3.864,false
ecologistes:prudent:109,19,withdrawal,reconquete,3.134,false
ecologistes:prudent:112,21,withdrawal,reconquete,3.281,false
ecologistes:prudent:115,13,withdrawal,reconquete,3.524,false
ecologistes:prudent:118,18,withdrawal,reconquete,3.216,false
ecologistes:prudent:123,15,strategic_withdrawal,reconquete,3.784,true
ecologistes:prudent:135,20,strategic_withdrawal,reconquete,2.953,false
ecologistes:prudent:137,13,withdrawal,reconquete,3.17,false
ecologistes:prudent:139,23,withdrawal,reconquete,36.424,true
ecologistes:prudent:140,17,withdrawal,reconquete,3.136,false
ecologistes:prudent:142,13,withdrawal,reconquete,3.42,false
ecologistes:prudent:143,15,withdrawal,reconquete,3.662,true
ecologistes:prudent:144,17,strategic_withdrawal,reconquete,3.488,false
ecologistes:prudent:145,18,withdrawal,reconquete,3.376,false
ecologistes:prudent:148,18,withdrawal,reconquete,3.143,false
ecologistes:risque:0,16,strategic_withdrawal,reconquete,3.501,true
ecologistes:risque:1,15,strategic_withdrawal,reconquete,3.525,true
ecologistes:risque:3,15,withdrawal,reconquete,3.524,false
ecologistes:risque:4,13,withdrawal,reconquete,3.71,false
ecologistes:risque:4,18,withdrawal,ps,10.817,false
ecologistes:risque:7,19,strategic_withdrawal,reconquete,3.589,false
ecologistes:risque:10,16,withdrawal,reconquete,3.011,false
ecologistes:risque:15,15,strategic_withdrawal,reconquete,3.436,true
ecologistes:risque:16,22,withdrawal,reconquete,3.515,false
ecologistes:risque:17,16,withdrawal,reconquete,3.214,true
ecologistes:risque:18,22,withdrawal,reconquete,3.388,false
ecologistes:risque:22,14,strategic_withdrawal,reconquete,3.402,false
ecologistes:risque:25,12,strategic_withdrawal,reconquete,3.178,false
ecologistes:risque:27,19,withdrawal,reconquete,3.28,false
ecologistes:risque:28,16,strategic_withdrawal,reconquete,3.722,false
ecologistes:risque:32,19,strategic_withdrawal,reconquete,3.662,false
ecologistes:risque:33,14,withdrawal,reconquete,3.486,false
ecologistes:risque:34,15,withdrawal,reconquete,3.835,true
ecologistes:risque:42,15,withdrawal,reconquete,3.55,true
ecologistes:risque:45,16,withdrawal,reconquete,3.693,false
ecologistes:risque:45,16,withdrawal,reconquete_dissidence_16,3.693,false
ecologistes:risque:48,22,withdrawal,reconquete,3.482,false
ecologistes:risque:52,20,withdrawal,reconquete,3.327,false
ecologistes:risque:53,20,withdrawal,reconquete,3.571,false
ecologistes:risque:55,20,withdrawal,reconquete,3.544,false
ecologistes:risque:56,19,withdrawal,reconquete,3.332,false
ecologistes:risque:58,17,strategic_withdrawal,reconquete,3.147,false
ecologistes:risque:59,14,withdrawal,reconquete,3.562,false
ecologistes:risque:61,17,withdrawal,reconquete,3.728,false
ecologistes:risque:64,20,withdrawal,reconquete,3.297,false
ecologistes:risque:65,15,strategic_withdrawal,reconquete,3.585,true
ecologistes:risque:66,13,strategic_withdrawal,reconquete,3.449,false
ecologistes:risque:67,21,withdrawal,reconquete,3.08,false
ecologistes:risque:71,13,withdrawal,reconquete,3.401,false
ecologistes:risque:73,13,strategic_withdrawal,reconquete,3.725,false
ecologistes:risque:75,15,strategic_withdrawal,reconquete,3.776,true
ecologistes:risque:76,23,withdrawal,reconquete,37.718,true
ecologistes:risque:80,20,strategic_withdrawal,reconquete,3.258,false
ecologistes:risque:81,20,withdrawal,reconquete,3.665,false
ecologistes:risque:82,19,withdrawal,reconquete,3.353,false
ecologistes:risque:83,22,withdrawal,reconquete,2.48,false
ecologistes:risque:85,15,withdrawal,reconquete,4.104,true
ecologistes:risque:89,21,withdrawal,reconquete,3.258,false
ecologistes:risque:92,20,withdrawal,reconquete,3.655,false
ecologistes:risque:94,16,strategic_withdrawal,reconquete,3.65,false
ecologistes:risque:96,15,withdrawal,reconquete,3.355,true
ecologistes:risque:97,13,withdrawal,reconquete,3.561,false
ecologistes:risque:99,23,withdrawal,reconquete,43.3,true
ecologistes:risque:104,13,withdrawal,reconquete,3.483,false
ecologistes:risque:105,16,withdrawal,reconquete,3.502,false
ecologistes:risque:109,20,withdrawal,reconquete,3.496,false
ecologistes:risque:114,13,withdrawal,rn,12.057,false
ecologistes:risque:114,15,withdrawal,reconquete,4.08,true
ecologistes:risque:116,19,strategic_withdrawal,reconquete,3.112,false
ecologistes:risque:122,11,strategic_withdrawal,reconquete,3.599,false
ecologistes:risque:123,16,withdrawal,reconquete,3.766,false
ecologistes:risque:129,17,strategic_withdrawal,reconquete,3.477,false
ecologistes:risque:135,21,withdrawal,reconquete,3.31,false
ecologistes:risque:137,18,strategic_withdrawal,reconquete,3.423,false
ecologistes:risque:140,22,withdrawal,reconquete,3.081,false
ecologistes:risque:142,20,withdrawal,reconquete,3.023,false
ecologistes:ideologiquement_coherent:5,14,withdrawal,reconquete,3.644,false
ecologistes:ideologiquement_coherent:6,21,withdrawal,reconquete,2.976,false
ecologistes:ideologiquement_coherent:13,18,strategic_withdrawal,reconquete,3.338,false
ecologistes:ideologiquement_coherent:14,21,withdrawal,reconquete,3.735,false
ecologistes:ideologiquement_coherent:24,17,withdrawal,reconquete,3.463,false
ecologistes:ideologiquement_coherent:27,17,strategic_withdrawal,reconquete,3.124,false
ecologistes:ideologiquement_coherent:28,16,strategic_withdrawal,reconquete,3.624,false
ecologistes:ideologiquement_coherent:33,17,strategic_withdrawal,reconquete,3.236,false
ecologistes:ideologiquement_coherent:34,13,withdrawal,reconquete,3.717,false
ecologistes:ideologiquement_coherent:38,20,withdrawal,reconquete,2.756,false
ecologistes:ideologiquement_coherent:40,16,withdrawal,reconquete,3.388,false
ecologistes:ideologiquement_coherent:42,21,withdrawal,reconquete,3.206,false
ecologistes:ideologiquement_coherent:49,13,strategic_withdrawal,reconquete,3.032,false
ecologistes:ideologiquement_coherent:50,14,withdrawal,reconquete,3.888,false
ecologistes:ideologiquement_coherent:52,14,strategic_withdrawal,reconquete,3.338,false
ecologistes:ideologiquement_coherent:54,19,withdrawal,reconquete,3.272,false
ecologistes:ideologiquement_coherent:56,19,withdrawal,reconquete,2.991,false
ecologistes:ideologiquement_coherent:58,21,strategic_withdrawal,reconquete,3.354,false
ecologistes:ideologiquement_coherent:62,14,withdrawal,reconquete,3.604,false
ecologistes:ideologiquement_coherent:65,15,withdrawal,reconquete,3.816,true
ecologistes:ideologiquement_coherent:67,19,strategic_withdrawal,reconquete,3.36,false
ecologistes:ideologiquement_coherent:68,21,withdrawal,reconquete,3.152,false
ecologistes:ideologiquement_coherent:71,20,withdrawal,reconquete,3.508,false
ecologistes:ideologiquement_coherent:76,22,withdrawal,reconquete,2.732,false
ecologistes:ideologiquement_coherent:85,18,strategic_withdrawal,reconquete,3.734,false
ecologistes:ideologiquement_coherent:86,23,withdrawal,reconquete,39.808,true
ecologistes:ideologiquement_coherent:88,15,withdrawal,reconquete,3.731,false
ecologistes:ideologiquement_coherent:93,14,strategic_withdrawal,reconquete,3.482,false
ecologistes:ideologiquement_coherent:95,18,withdrawal,reconquete,3.34,false
ecologistes:ideologiquement_coherent:96,18,withdrawal,reconquete,3.041,false
ecologistes:ideologiquement_coherent:97,21,strategic_withdrawal,reconquete,2.948,false
ecologistes:ideologiquement_coherent:98,14,strategic_withdrawal,reconquete,3.508,false
ecologistes:ideologiquement_coherent:100,16,withdrawal,reconquete,3.5,false
ecologistes:ideologiquement_coherent:101,21,withdrawal,reconquete,3.008,false
ecologistes:ideologiquement_coherent:102,18,strategic_withdrawal,reconquete,3.446,false
ecologistes:ideologiquement_coherent:103,17,withdrawal,reconquete,3.549,false
ecologistes:ideologiquement_coherent:111,18,withdrawal,reconquete,3.057,false
ecologistes:ideologiquement_coherent:112,22,withdrawal,reconquete,2.729,false
ecologistes:ideologiquement_coherent:116,16,withdrawal,reconquete,3.548,false
ecologistes:ideologiquement_coherent:117,21,withdrawal,renaissance,8.376,false
ecologistes:ideologiquement_coherent:118,19,strategic_withdrawal,reconquete,3.541,false
ecologistes:ideologiquement_coherent:120,14,withdrawal,reconquete,3.519,false
ecologistes:ideologiquement_coherent:122,20,strategic_withdrawal,reconquete,3.404,false
ecologistes:ideologiquement_coherent:124,18,strategic_withdrawal,reconquete,3.572,false
ecologistes:ideologiquement_coherent:125,13,withdrawal,reconquete,3.513,false
ecologistes:ideologiquement_coherent:131,13,strategic_withdrawal,reconquete,3.62,false
ecologistes:ideologiquement_coherent:134,23,withdrawal,reconquete,47.661,true
ecologistes:ideologiquement_coherent:135,14,withdrawal,reconquete,3.428,false
ecologistes:ideologiquement_coherent:137,19,withdrawal,reconquete,3.563,false
ecologistes:ideologiquement_coherent:138,20,withdrawal,reconquete,3.23,false
ecologistes:ideologiquement_coherent:139,20,withdrawal,reconquete,3.222,false
ecologistes:ideologiquement_coherent:142,20,withdrawal,reconquete,3.073,false
ecologistes:ideologiquement_coherent:148,16,strategic_withdrawal,reconquete,3.459,false
ecologistes:ideologiquement_coherent:149,16,withdrawal,reconquete,3.236,false
ecologistes:opportuniste_electoral:1,16,withdrawal,reconquete,3.791,true
ecologistes:opportuniste_electoral:2,18,withdrawal,reconquete,2.969,false
ecologistes:opportuniste_electoral:3,15,withdrawal,reconquete,3.603,false
ecologistes:opportuniste_electoral:4,21,withdrawal,reconquete,3.538,false
ecologistes:opportuniste_electoral:5,21,withdrawal,reconquete,3.192,false
ecologistes:opportuniste_electoral:9,21,withdrawal,rn,14.021,false
ecologistes:opportuniste_electoral:15,19,strategic_withdrawal,reconquete,3.136,false
ecologistes:opportuniste_electoral:18,13,withdrawal,reconquete,3.939,false
ecologistes:opportuniste_electoral:21,13,withdrawal,reconquete,3.746,false
ecologistes:opportuniste_electoral:22,13,withdrawal,reconquete,3.845,false
ecologistes:opportuniste_electoral:28,19,withdrawal,reconquete,3.279,false
ecologistes:opportuniste_electoral:32,15,withdrawal,reconquete,3.291,true
ecologistes:opportuniste_electoral:35,15,strategic_withdrawal,reconquete,3.619,true
ecologistes:opportuniste_electoral:36,15,withdrawal,reconquete,3.548,true
ecologistes:opportuniste_electoral:40,13,withdrawal,reconquete,3.52,false
ecologistes:opportuniste_electoral:45,17,strategic_withdrawal,reconquete,3.496,false
ecologistes:opportuniste_electoral:52,13,withdrawal,reconquete,3.516,false
ecologistes:opportuniste_electoral:54,18,strategic_withdrawal,reconquete,3.15,false
ecologistes:opportuniste_electoral:57,23,withdrawal,reconquete,38.732,true
ecologistes:opportuniste_electoral:71,13,withdrawal,reconquete,3.602,false
ecologistes:opportuniste_electoral:72,16,withdrawal,reconquete,3.596,false
ecologistes:opportuniste_electoral:77,17,strategic_withdrawal,reconquete,3.398,false
ecologistes:opportuniste_electoral:78,13,strategic_withdrawal,reconquete,3.585,false
ecologistes:opportuniste_electoral:80,17,strategic_withdrawal,reconquete,3.788,false
ecologistes:opportuniste_electoral:81,17,strategic_withdrawal,reconquete,3.683,false
ecologistes:opportuniste_electoral:82,17,withdrawal,reconquete,3.622,false
ecologistes:opportuniste_electoral:85,13,withdrawal,reconquete,3.702,false
ecologistes:opportuniste_electoral:90,19,withdrawal,reconquete,3.631,false
ecologistes:opportuniste_electoral:91,16,strategic_withdrawal,reconquete,3.564,false
ecologistes:opportuniste_electoral:93,17,withdrawal,reconquete_dissidence_17,1.055,false
ecologistes:opportuniste_electoral:100,12,strategic_withdrawal,reconquete,3.772,false
ecologistes:opportuniste_electoral:103,15,withdrawal,reconquete,3.662,false
ecologistes:opportuniste_electoral:109,14,withdrawal,reconquete,3.684,false
ecologistes:opportuniste_electoral:117,21,withdrawal,reconquete,3.034,false
ecologistes:opportuniste_electoral:118,15,withdrawal,reconquete,3.238,true
ecologistes:opportuniste_electoral:132,15,strategic_withdrawal,reconquete,3.523,true
ecologistes:opportuniste_electoral:137,15,withdrawal,reconquete,3.391,true
ecologistes:opportuniste_electoral:140,17,withdrawal,reconquete,3.094,false
ecologistes:opportuniste_electoral:146,13,withdrawal,reconquete,3.089,false
ecologistes:opportuniste_electoral:147,17,withdrawal,rn,12.808,false
ecologistes:opportuniste_electoral:147,17,withdrawal,reconquete,12.808,false
ecologistes:parti_dabord:1,18,withdrawal,reconquete,3.695,false
ecologistes:parti_dabord:9,22,withdrawal,lr,9.06,false
ecologistes:parti_dabord:11,17,strategic_withdrawal,reconquete,3.299,false
ecologistes:parti_dabord:14,13,withdrawal,renaissance,10.332,false
ecologistes:parti_dabord:15,18,strategic_withdrawal,reconquete,3.17,false
ecologistes:parti_dabord:17,20,withdrawal,reconquete,3.088,false
ecologistes:parti_dabord:23,13,withdrawal,reconquete,3.669,false
ecologistes:parti_dabord:24,19,withdrawal,reconquete,3.583,false
ecologistes:parti_dabord:25,19,withdrawal,reconquete,3.209,false
ecologistes:parti_dabord:29,17,withdrawal,reconquete,2.98,false
ecologistes:parti_dabord:32,18,withdrawal,reconquete,3.518,false
ecologistes:parti_dabord:35,18,withdrawal,reconquete,3.487,false
ecologistes:parti_dabord:37,22,withdrawal,reconquete,3.718,false
ecologistes:parti_dabord:43,16,withdrawal,reconquete,3.525,false
ecologistes:parti_dabord:44,21,withdrawal,reconquete,3.218,false
ecologistes:parti_dabord:45,22,withdrawal,reconquete,3.638,false
ecologistes:parti_dabord:46,19,strategic_withdrawal,reconquete,3.471,false
ecologistes:parti_dabord:49,19,withdrawal,reconquete,3.714,false
ecologistes:parti_dabord:50,21,withdrawal,reconquete,3.098,false
ecologistes:parti_dabord:55,19,withdrawal,reconquete,3.357,false
ecologistes:parti_dabord:57,17,strategic_withdrawal,reconquete,3.407,false
ecologistes:parti_dabord:64,16,withdrawal,reconquete_dissidence_16,1.117,false
ecologistes:parti_dabord:68,22,withdrawal,reconquete,3.094,false
ecologistes:parti_dabord:69,22,withdrawal,reconquete,3.236,false
ecologistes:parti_dabord:80,14,withdrawal,reconquete,3.414,false
ecologistes:parti_dabord:84,20,withdrawal,reconquete,3.075,false
ecologistes:parti_dabord:86,14,strategic_withdrawal,reconquete,3.37,false
ecologistes:parti_dabord:87,17,withdrawal,reconquete,3.573,false
ecologistes:parti_dabord:88,14,withdrawal,reconquete,3.402,false
ecologistes:parti_dabord:90,23,withdrawal,reconquete,36.821,true
ecologistes:parti_dabord:91,21,withdrawal,reconquete,2.641,false
ecologistes:parti_dabord:94,19,withdrawal,reconquete,3.437,false
ecologistes:parti_dabord:95,23,withdrawal,reconquete,37.245,true
ecologistes:parti_dabord:98,20,withdrawal,reconquete,3.098,false
ecologistes:parti_dabord:102,18,strategic_withdrawal,reconquete,3.583,false
ecologistes:parti_dabord:106,17,withdrawal,reconquete,3.655,false
ecologistes:parti_dabord:107,13,withdrawal,reconquete,3.843,false
ecologistes:parti_dabord:109,21,strategic_withdrawal,reconquete,3.226,false
ecologistes:parti_dabord:110,15,withdrawal,reconquete,3.373,true
ecologistes:parti_dabord:112,20,withdrawal,reconquete,3.032,false
ecologistes:parti_dabord:121,15,withdrawal,reconquete,3.505,true
ecologistes:parti_dabord:122,16,withdrawal,reconquete,3.584,false
ecologistes:parti_dabord:125,15,withdrawal,reconquete,3.683,true
ecologistes:parti_dabord:126,16,withdrawal,reconquete,3.639,false
ecologistes:parti_dabord:127,16,withdrawal,reconquete,3.734,false
ecologistes:parti_dabord:136,19,withdrawal,reconquete,3.288,false
ecologistes:parti_dabord:137,13,withdrawal,reconquete,3.329,false
ecologistes:parti_dabord:140,13,withdrawal,reconquete,4.181,false
ecologistes:parti_dabord:141,19,withdrawal,reconquete,3.641,false
ecologistes:parti_dabord:145,23,withdrawal,reconquete,37.063,true
ecologistes:parti_dabord:148,16,strategic_withdrawal,reconquete,3.304,false
ecologistes:parti_dabord:149,18,withdrawal,reconquete,3.498,false
ecologistes:mediatique:0,20,strategic_withdrawal,reconquete,3.21,false
ecologistes:mediatique:7,20,withdrawal,lfi,9.611,false
ecologistes:mediatique:13,19,withdrawal,reconquete,3.459,false
ecologistes:mediatique:15,19,strategic_withdrawal,reconquete,3.713,false
ecologistes:mediatique:25,19,withdrawal,reconquete,3.545,false
ecologistes:mediatique:27,15,withdrawal,reconquete,3.299,true
ecologistes:mediatique:43,15,withdrawal,reconquete,4.112,true
ecologistes:mediatique:46,13,withdrawal,reconquete,3.558,false
ecologistes:mediatique:51,14,withdrawal,reconquete,3.612,false
ecologistes:mediatique:52,15,withdrawal,reconquete,4.031,false
ecologistes:mediatique:54,14,withdrawal,reconquete,3.378,false
ecologistes:mediatique:56,21,withdrawal,reconquete,3.491,false
ecologistes:mediatique:58,19,withdrawal,reconquete,3.554,false
ecologistes:mediatique:63,14,withdrawal,reconquete,3.883,false
ecologistes:mediatique:66,23,withdrawal,reconquete,38.544,true
ecologistes:mediatique:67,15,withdrawal,reconquete,3.107,true
ecologistes:mediatique:70,19,withdrawal,reconquete,3.721,false
ecologistes:mediatique:75,15,withdrawal,reconquete,3.273,true
ecologistes:mediatique:76,13,withdrawal,reconquete,3.581,false
ecologistes:mediatique:77,19,withdrawal,reconquete,3.02,false
ecologistes:mediatique:80,21,withdrawal,reconquete,3.535,false
ecologistes:mediatique:89,16,withdrawal,reconquete,3.793,true
ecologistes:mediatique:90,21,strategic_withdrawal,reconquete,3.714,false
ecologistes:mediatique:91,15,withdrawal,reconquete,3.592,true
ecologistes:mediatique:92,13,strategic_withdrawal,reconquete,3.805,false
ecologistes:mediatique:94,16,withdrawal,reconquete,3.872,false
ecologistes:mediatique:96,19,withdrawal,lr,10.084,false
ecologistes:mediatique:97,14,withdrawal,reconquete,3.645,false
ecologistes:mediatique:99,20,withdrawal,reconquete,3.411,false
ecologistes:mediatique:100,20,withdrawal,reconquete,2.989,false
ecologistes:mediatique:115,13,withdrawal,reconquete,3.794,false
ecologistes:mediatique:117,14,withdrawal,reconquete,3.166,false
ecologistes:mediatique:118,20,withdrawal,reconquete,3.438,false
ecologistes:mediatique:127,19,withdrawal,reconquete,2.588,false
ecologistes:mediatique:129,14,withdrawal,reconquete,3.863,false
ecologistes:mediatique:130,16,strategic_withdrawal,reconquete,3.749,false
ecologistes:mediatique:134,17,withdrawal,reconquete,3.628,false
ecologistes:mediatique:138,20,withdrawal,reconquete,3.556,false
ecologistes:mediatique:140,16,strategic_withdrawal,reconquete,3.503,false
ecologistes:mediatique:142,15,withdrawal,reconquete,3.542,false
ecologistes:mediatique:147,20,withdrawal,reconquete,3.55,false
ecologistes:contrarien:2,14,withdrawal,reconquete,3.614,false
ecologistes:contrarien:5,14,withdrawal,reconquete,3.759,false
ecologistes:contrarien:12,21,withdrawal,reconquete,3.544,false
ecologistes:contrarien:20,21,withdrawal,reconquete,3.664,false
ecologistes:contrarien:22,13,withdrawal,reconquete,3.804,false
ecologistes:contrarien:23,17,withdrawal,nouvelle_energie,9.51,false
ecologistes:contrarien:28,22,withdrawal,reconquete,3.235,false
ecologistes:contrarien:33,17,withdrawal,reconquete,3.592,false
ecologistes:contrarien:34,23,withdrawal,reconquete,42.255,true
ecologistes:contrarien:38,20,withdrawal,reconquete,3.386,false
ecologistes:contrarien:39,14,withdrawal,reconquete,3.551,false
ecologistes:contrarien:45,13,withdrawal,reconquete,3.933,false
ecologistes:contrarien:49,22,withdrawal,reconquete,3.364,false
ecologistes:contrarien:52,13,withdrawal,reconquete,3.73,false
ecologistes:contrarien:61,14,withdrawal,reconquete,3.788,false
ecologistes:contrarien:64,15,strategic_withdrawal,reconquete,3.838,true
ecologistes:contrarien:65,23,withdrawal,reconquete,36.501,true
ecologistes:contrarien:73,22,withdrawal,reconquete,4.16,false
ecologistes:contrarien:79,16,withdrawal,reconquete,3.932,false
ecologistes:contrarien:81,15,withdrawal,reconquete,3.519,true
ecologistes:contrarien:87,14,withdrawal,reconquete,3.69,false
ecologistes:contrarien:90,16,withdrawal,reconquete,3.663,false
ecologistes:contrarien:91,18,withdrawal,rn,13.026,false
ecologistes:contrarien:100,23,withdrawal,reconquete,36.346,true
ecologistes:contrarien:106,22,withdrawal,reconquete,3.468,false
ecologistes:contrarien:110,19,withdrawal,reconquete,3.712,false
ecologistes:contrarien:112,18,withdrawal,reconquete,3.361,false
ecologistes:contrarien:114,22,withdrawal,reconquete,3.634,false
ecologistes:contrarien:116,16,withdrawal,reconquete,3.58,false
ecologistes:contrarien:123,19,withdrawal,reconquete_dissidence_16,5.837,false
ecologistes:contrarien:124,13,withdrawal,reconquete,4.018,false
ecologistes:contrarien:125,23,withdrawal,reconquete,44.835,true
ecologistes:contrarien:130,16,withdrawal,reconquete,3.748,false
ecologistes:contrarien:132,17,withdrawal,reconquete,3.23,false
ecologistes:contrarien:136,20,withdrawal,reconquete,2.988,false
ecologistes:contrarien:137,22,withdrawal,reconquete,3.302,false
ecologistes:contrarien:144,20,withdrawal,reconquete,3.691,false
ecologistes:contrarien:147,13,withdrawal,reconquete,3.391,false
renaissance:aleatoire:2,14,withdrawal,reconquete,3.703,false
renaissance:aleatoire:3,17,strategic_withdrawal,reconquete,3.859,false
renaissance:aleatoire:4,14,withdrawal,reconquete,3.314,false
renaissance:aleatoire:6,18,withdrawal,reconquete,3.407,false
renaissance:aleatoire:12,12,strategic_withdrawal,reconquete,3.576,false
renaissance:aleatoire:13,16,withdrawal,nouvelle_energie,8.91,false
renaissance:aleatoire:22,17,strategic_withdrawal,reconquete,3.39,false
renaissance:aleatoire:24,20,strategic_withdrawal,ecologistes,7.677,false
renaissance:aleatoire:25,18,withdrawal,reconquete,3.561,false
renaissance:aleatoire:28,13,withdrawal,reconquete,3.818,false
renaissance:aleatoire:32,13,withdrawal,reconquete,3.736,false
renaissance:aleatoire:33,20,withdrawal,reconquete,3.41,false
