runKey,decisionIndex,kind,partyId,releasedShare
ecologistes:prudent:75,18,withdrawal,reconquete,3.463
ecologistes:prudent:80,22,withdrawal,reconquete,3.19
ecologistes:prudent:84,18,strategic_withdrawal,reconquete,2.925
ecologistes:prudent:87,13,strategic_withdrawal,reconquete,3.863
ecologistes:prudent:89,16,withdrawal,reconquete,3.345
ecologistes:prudent:94,15,strategic_withdrawal,reconquete,3.747
ecologistes:prudent:96,21,withdrawal,reconquete,3.615
ecologistes:prudent:97,17,strategic_withdrawal,reconquete,3.864
ecologistes:prudent:98,19,withdrawal,reconquete,3.454
ecologistes:prudent:102,23,withdrawal,reconquete,3.425
ecologistes:prudent:103,19,withdrawal,reconquete,3.571
ecologistes:prudent:105,13,withdrawal,reconquete,3.685
ecologistes:prudent:106,16,withdrawal,reconquete,3.4
ecologistes:prudent:107,12,strategic_withdrawal,reconquete,3.769
ecologistes:prudent:108,15,withdrawal,reconquete,3.864
ecologistes:prudent:109,19,withdrawal,reconquete,3.134
ecologistes:prudent:112,21,withdrawal,reconquete,3.281
ecologistes:prudent:115,13,withdrawal,reconquete,3.524
ecologistes:prudent:118,18,withdrawal,reconquete,3.216
ecologistes:prudent:123,15,strategic_withdrawal,reconquete,3.784
ecologistes:prudent:135,20,strategic_withdrawal,reconquete,2.953
ecologistes:prudent:137,13,withdrawal,reconquete,3.17
ecologistes:prudent:139,23,withdrawal,reconquete,3.832
ecologistes:prudent:140,17,withdrawal,reconquete,3.136
ecologistes:prudent:142,13,withdrawal,reconquete,3.42
ecologistes:prudent:143,15,withdrawal,reconquete,3.662
ecologistes:prudent:144,17,strategic_withdrawal,reconquete,3.488
ecologistes:prudent:145,18,withdrawal,reconquete,3.376
ecologistes:prudent:148,18,withdrawal,reconquete,3.143
ecologistes:risque:0,16,strategic_withdrawal,reconquete,3.501
ecologistes:risque:1,15,strategic_withdrawal,reconquete,3.525
ecologistes:risque:3,15,withdrawal,reconquete,3.524
ecologistes:risque:4,13,withdrawal,reconquete,3.71
ecologistes:risque:4,18,withdrawal,ps,10.817
ecologistes:risque:7,19,strategic_withdrawal,reconquete,3.589
ecologistes:risque:10,16,withdrawal,reconquete,3.011
ecologistes:risque:15,15,strategic_withdrawal,reconquete,3.436
ecologistes:risque:16,22,withdrawal,reconquete,3.515
ecologistes:risque:17,16,withdrawal,reconquete,3.214
ecologistes:risque:18,22,withdrawal,reconquete,3.388
ecologistes:risque:22,14,strategic_withdrawal,reconquete,3.402
ecologistes:risque:25,12,strategic_withdrawal,reconquete,3.178
ecologistes:risque:27,19,withdrawal,reconquete,3.28
ecologistes:risque:28,16,strategic_withdrawal,reconquete,3.722
ecologistes:risque:32,19,strategic_withdrawal,reconquete,3.662
ecologistes:risque:33,14,withdrawal,reconquete,3.486
ecologistes:risque:34,15,withdrawal,reconquete,3.835
ecologistes:risque:42,15,withdrawal,reconquete,3.55
ecologistes:risque:45,16,withdrawal,reconquete,3.693
ecologistes:risque:45,16,withdrawal,reconquete_dissidence_16,0
ecologistes:risque:48,22,withdrawal,reconquete,3.482
ecologistes:risque:52,20,withdrawal,reconquete,3.327
ecologistes:risque:53,20,withdrawal,reconquete,3.571
ecologistes:risque:55,20,withdrawal,reconquete,3.544
ecologistes:risque:56,19,withdrawal,reconquete,3.332
ecologistes:risque:58,17,strategic_withdrawal,reconquete,3.147
ecologistes:risque:59,14,withdrawal,reconquete,3.562
ecologistes:risque:61,17,withdrawal,reconquete,3.728
ecologistes:risque:64,20,withdrawal,reconquete,3.297
ecologistes:risque:65,15,strategic_withdrawal,reconquete,3.585
ecologistes:risque:66,13,strategic_withdrawal,reconquete,3.449
ecologistes:risque:67,21,withdrawal,reconquete,3.08
ecologistes:risque:71,13,withdrawal,reconquete,3.401
ecologistes:risque:73,13,strategic_withdrawal,reconquete,3.725
ecologistes:risque:75,15,strategic_withdrawal,reconquete,3.776
ecologistes:risque:76,23,withdrawal,reconquete,3.38
ecologistes:risque:80,20,strategic_withdrawal,reconquete,3.258
ecologistes:risque:81,20,withdrawal,reconquete,3.665
ecologistes:risque:82,19,withdrawal,reconquete,3.353
ecologistes:risque:83,22,withdrawal,reconquete,2.48
ecologistes:risque:85,15,withdrawal,reconquete,4.104
ecologistes:risque:89,21,withdrawal,reconquete,3.258
ecologistes:risque:92,20,withdrawal,reconquete,3.655
ecologistes:risque:94,16,strategic_withdrawal,reconquete,3.65
ecologistes:risque:96,15,withdrawal,reconquete,3.355
ecologistes:risque:97,13,withdrawal,reconquete,3.561
ecologistes:risque:99,23,withdrawal,reconquete,3.02
ecologistes:risque:104,13,withdrawal,reconquete,3.483
ecologistes:risque:105,16,withdrawal,reconquete,3.502
ecologistes:risque:109,20,withdrawal,reconquete,3.496
ecologistes:risque:114,13,withdrawal,rn,12.057
ecologistes:risque:114,15,withdrawal,reconquete,4.08
ecologistes:risque:116,19,strategic_withdrawal,reconquete,3.112
ecologistes:risque:122,11,strategic_withdrawal,reconquete,3.599
ecologistes:risque:123,16,withdrawal,reconquete,3.766
ecologistes:risque:129,17,strategic_withdrawal,reconquete,3.477
ecologistes:risque:135,21,withdrawal,reconquete,3.31
ecologistes:risque:137,18,strategic_withdrawal,reconquete,3.423
ecologistes:risque:140,22,withdrawal,reconquete,3.081
ecologistes:risque:142,20,withdrawal,reconquete,3.023
ecologistes:ideologiquement_coherent:5,14,withdrawal,reconquete,3.644
ecologistes:ideologiquement_coherent:6,21,withdrawal,reconquete,2.976
ecologistes:ideologiquement_coherent:13,18,strategic_withdrawal,reconquete,3.338
ecologistes:ideologiquement_coherent:14,21,withdrawal,reconquete,3.735
ecologistes:ideologiquement_coherent:24,17,withdrawal,reconquete,3.463
ecologistes:ideologiquement_coherent:27,17,strategic_withdrawal,reconquete,3.124
ecologistes:ideologiquement_coherent:28,16,strategic_withdrawal,reconquete,3.624
ecologistes:ideologiquement_coherent:33,17,strategic_withdrawal,reconquete,3.236
ecologistes:ideologiquement_coherent:34,13,withdrawal,reconquete,3.717
ecologistes:ideologiquement_coherent:38,20,withdrawal,reconquete,2.756
ecologistes:ideologiquement_coherent:40,16,withdrawal,reconquete,3.388
ecologistes:ideologiquement_coherent:42,21,withdrawal,reconquete,3.206
ecologistes:ideologiquement_coherent:49,13,strategic_withdrawal,reconquete,3.032
ecologistes:ideologiquement_coherent:50,14,withdrawal,reconquete,3.888
ecologistes:ideologiquement_coherent:52,14,strategic_withdrawal,reconquete,3.338
ecologistes:ideologiquement_coherent:54,19,withdrawal,reconquete,3.272
ecologistes:ideologiquement_coherent:56,19,withdrawal,reconquete,2.991
ecologistes:ideologiquement_coherent:58,21,strategic_withdrawal,reconquete,3.354
ecologistes:ideologiquement_coherent:62,14,withdrawal,reconquete,3.604
ecologistes:ideologiquement_coherent:65,15,withdrawal,reconquete,3.816
ecologistes:ideologiquement_coherent:67,19,strategic_withdrawal,reconquete,3.36
ecologistes:ideologiquement_coherent:68,21,withdrawal,reconquete,3.152
ecologistes:ideologiquement_coherent:71,20,withdrawal,reconquete,3.508
ecologistes:ideologiquement_coherent:76,22,withdrawal,reconquete,2.732
ecologistes:ideologiquement_coherent:85,18,strategic_withdrawal,reconquete,3.734
ecologistes:ideologiquement_coherent:86,23,withdrawal,reconquete,3.105
ecologistes:ideologiquement_coherent:88,15,withdrawal,reconquete,3.731
ecologistes:ideologiquement_coherent:93,14,strategic_withdrawal,reconquete,3.482
ecologistes:ideologiquement_coherent:95,18,withdrawal,reconquete,3.34
ecologistes:ideologiquement_coherent:96,18,withdrawal,reconquete,3.041
ecologistes:ideologiquement_coherent:97,21,strategic_withdrawal,reconquete,2.948
ecologistes:ideologiquement_coherent:98,14,strategic_withdrawal,reconquete,3.508
ecologistes:ideologiquement_coherent:100,16,withdrawal,reconquete,3.5
ecologistes:ideologiquement_coherent:101,21,withdrawal,reconquete,3.008
ecologistes:ideologiquement_coherent:102,18,strategic_withdrawal,reconquete,3.446
ecologistes:ideologiquement_coherent:103,17,withdrawal,reconquete,3.549
ecologistes:ideologiquement_coherent:111,18,withdrawal,reconquete,3.057
ecologistes:ideologiquement_coherent:112,22,withdrawal,reconquete,2.729
ecologistes:ideologiquement_coherent:116,16,withdrawal,reconquete,3.548
ecologistes:ideologiquement_coherent:117,21,withdrawal,renaissance,8.376
ecologistes:ideologiquement_coherent:118,19,strategic_withdrawal,reconquete,3.541
ecologistes:ideologiquement_coherent:120,14,withdrawal,reconquete,3.519
ecologistes:ideologiquement_coherent:122,20,strategic_withdrawal,reconquete,3.404
ecologistes:ideologiquement_coherent:124,18,strategic_withdrawal,reconquete,3.572
ecologistes:ideologiquement_coherent:125,13,withdrawal,reconquete,3.513
ecologistes:ideologiquement_coherent:131,13,strategic_withdrawal,reconquete,3.62
ecologistes:ideologiquement_coherent:134,23,withdrawal,reconquete,3.648
ecologistes:ideologiquement_coherent:135,14,withdrawal,reconquete,3.428
ecologistes:ideologiquement_coherent:137,19,withdrawal,reconquete,3.563
ecologistes:ideologiquement_coherent:138,20,withdrawal,reconquete,3.23
ecologistes:ideologiquement_coherent:139,20,withdrawal,reconquete,3.222
ecologistes:ideologiquement_coherent:142,20,withdrawal,reconquete,3.073
ecologistes:ideologiquement_coherent:148,16,strategic_withdrawal,reconquete,3.459
ecologistes:ideologiquement_coherent:149,16,withdrawal,reconquete,3.236
ecologistes:opportuniste_electoral:1,16,withdrawal,reconquete,3.791
ecologistes:opportuniste_electoral:2,18,withdrawal,reconquete,2.969
ecologistes:opportuniste_electoral:3,15,withdrawal,reconquete,3.603
ecologistes:opportuniste_electoral:4,21,withdrawal,reconquete,3.538
ecologistes:opportuniste_electoral:5,21,withdrawal,reconquete,3.192
ecologistes:opportuniste_electoral:9,21,withdrawal,rn,14.021
ecologistes:opportuniste_electoral:15,19,strategic_withdrawal,reconquete,3.136
ecologistes:opportuniste_electoral:18,13,withdrawal,reconquete,3.939
ecologistes:opportuniste_electoral:21,13,withdrawal,reconquete,3.746
ecologistes:opportuniste_electoral:22,13,withdrawal,reconquete,3.845
ecologistes:opportuniste_electoral:28,19,withdrawal,reconquete,3.279
ecologistes:opportuniste_electoral:32,15,withdrawal,reconquete,3.291
ecologistes:opportuniste_electoral:35,15,strategic_withdrawal,reconquete,3.619
ecologistes:opportuniste_electoral:36,15,withdrawal,reconquete,3.548
ecologistes:opportuniste_electoral:40,13,withdrawal,reconquete,3.52
ecologistes:opportuniste_electoral:45,17,strategic_withdrawal,reconquete,3.496
ecologistes:opportuniste_electoral:52,13,withdrawal,reconquete,3.516
ecologistes:opportuniste_electoral:54,18,strategic_withdrawal,reconquete,3.15
ecologistes:opportuniste_electoral:57,23,withdrawal,reconquete,3.395
ecologistes:opportuniste_electoral:71,13,withdrawal,reconquete,3.602
ecologistes:opportuniste_electoral:72,16,withdrawal,reconquete,3.596
ecologistes:opportuniste_electoral:77,17,strategic_withdrawal,reconquete,3.398
ecologistes:opportuniste_electoral:78,13,strategic_withdrawal,reconquete,3.585
ecologistes:opportuniste_electoral:80,17,strategic_withdrawal,reconquete,3.788
ecologistes:opportuniste_electoral:81,17,strategic_withdrawal,reconquete,3.683
ecologistes:opportuniste_electoral:82,17,withdrawal,reconquete,3.622
ecologistes:opportuniste_electoral:85,13,withdrawal,reconquete,3.702
ecologistes:opportuniste_electoral:90,19,withdrawal,reconquete,3.631
ecologistes:opportuniste_electoral:91,16,strategic_withdrawal,reconquete,3.564
ecologistes:opportuniste_electoral:93,17,withdrawal,reconquete_dissidence_17,0
ecologistes:opportuniste_electoral:100,12,strategic_withdrawal,reconquete,3.772
ecologistes:opportuniste_electoral:103,15,withdrawal,reconquete,3.662
ecologistes:opportuniste_electoral:109,14,withdrawal,reconquete,3.684
ecologistes:opportuniste_electoral:117,21,withdrawal,reconquete,3.034
ecologistes:opportuniste_electoral:118,15,withdrawal,reconquete,3.238
ecologistes:opportuniste_electoral:132,15,strategic_withdrawal,reconquete,3.523
ecologistes:opportuniste_electoral:137,15,withdrawal,reconquete,3.391
ecologistes:opportuniste_electoral:140,17,withdrawal,reconquete,3.094
ecologistes:opportuniste_electoral:146,13,withdrawal,reconquete,3.089
ecologistes:opportuniste_electoral:147,17,withdrawal,rn,12.808
ecologistes:opportuniste_electoral:147,17,withdrawal,reconquete,3.42
ecologistes:parti_dabord:1,18,withdrawal,reconquete,3.695
ecologistes:parti_dabord:9,22,withdrawal,lr,9.06
ecologistes:parti_dabord:11,17,strategic_withdrawal,reconquete,3.299
ecologistes:parti_dabord:14,13,withdrawal,renaissance,10.332
ecologistes:parti_dabord:15,18,strategic_withdrawal,reconquete,3.17
ecologistes:parti_dabord:17,20,withdrawal,reconquete,3.088
ecologistes:parti_dabord:23,13,withdrawal,reconquete,3.669
ecologistes:parti_dabord:24,19,withdrawal,reconquete,3.583
ecologistes:parti_dabord:25,19,withdrawal,reconquete,3.209
ecologistes:parti_dabord:29,17,withdrawal,reconquete,2.98
ecologistes:parti_dabord:32,18,withdrawal,reconquete,3.518
ecologistes:parti_dabord:35,18,withdrawal,reconquete,3.487
ecologistes:parti_dabord:37,22,withdrawal,reconquete,3.718
ecologistes:parti_dabord:43,16,withdrawal,reconquete,3.525
ecologistes:parti_dabord:44,21,withdrawal,reconquete,3.218
ecologistes:parti_dabord:45,22,withdrawal,reconquete,3.638
ecologistes:parti_dabord:46,19,strategic_withdrawal,reconquete,3.471
ecologistes:parti_dabord:49,19,withdrawal,reconquete,3.714
ecologistes:parti_dabord:50,21,withdrawal,reconquete,3.098
ecologistes:parti_dabord:55,19,withdrawal,reconquete,3.357
ecologistes:parti_dabord:57,17,strategic_withdrawal,reconquete,3.407
ecologistes:parti_dabord:64,16,withdrawal,reconquete_dissidence_16,0
ecologistes:parti_dabord:68,22,withdrawal,reconquete,3.094
ecologistes:parti_dabord:69,22,withdrawal,reconquete,3.236
ecologistes:parti_dabord:80,14,withdrawal,reconquete,3.414
ecologistes:parti_dabord:84,20,withdrawal,reconquete,3.075
ecologistes:parti_dabord:86,14,strategic_withdrawal,reconquete,3.37
ecologistes:parti_dabord:87,17,withdrawal,reconquete,3.573
ecologistes:parti_dabord:88,14,withdrawal,reconquete,3.402
ecologistes:parti_dabord:90,23,withdrawal,reconquete,3.774
ecologistes:parti_dabord:91,21,withdrawal,reconquete,2.641
ecologistes:parti_dabord:94,19,withdrawal,reconquete,3.437
ecologistes:parti_dabord:95,23,withdrawal,reconquete,3.197
ecologistes:parti_dabord:98,20,withdrawal,reconquete,3.098
ecologistes:parti_dabord:102,18,strategic_withdrawal,reconquete,3.583
ecologistes:parti_dabord:106,17,withdrawal,reconquete,3.655
ecologistes:parti_dabord:107,13,withdrawal,reconquete,3.843
ecologistes:parti_dabord:109,21,strategic_withdrawal,reconquete,3.226
ecologistes:parti_dabord:110,15,withdrawal,reconquete,3.373
ecologistes:parti_dabord:112,20,withdrawal,reconquete,3.032
ecologistes:parti_dabord:121,15,withdrawal,reconquete,3.505
ecologistes:parti_dabord:122,16,withdrawal,reconquete,3.584
ecologistes:parti_dabord:125,15,withdrawal,reconquete,3.683
ecologistes:parti_dabord:126,16,withdrawal,reconquete,3.639
ecologistes:parti_dabord:127,16,withdrawal,reconquete,3.734
ecologistes:parti_dabord:136,19,withdrawal,reconquete,3.288
ecologistes:parti_dabord:137,13,withdrawal,reconquete,3.329
ecologistes:parti_dabord:140,13,withdrawal,reconquete,4.181
ecologistes:parti_dabord:141,19,withdrawal,reconquete,3.641
ecologistes:parti_dabord:145,23,withdrawal,reconquete,2.875
ecologistes:parti_dabord:148,16,strategic_withdrawal,reconquete,3.304
ecologistes:parti_dabord:149,18,withdrawal,reconquete,3.498
ecologistes:mediatique:0,20,strategic_withdrawal,reconquete,3.21
ecologistes:mediatique:7,20,withdrawal,lfi,9.611
ecologistes:mediatique:13,19,withdrawal,reconquete,3.459
ecologistes:mediatique:15,19,strategic_withdrawal,reconquete,3.713
ecologistes:mediatique:25,19,withdrawal,reconquete,3.545
ecologistes:mediatique:27,15,withdrawal,reconquete,3.299
ecologistes:mediatique:43,15,withdrawal,reconquete,4.112
ecologistes:mediatique:46,13,withdrawal,reconquete,3.558
ecologistes:mediatique:51,14,withdrawal,reconquete,3.612
ecologistes:mediatique:52,15,withdrawal,reconquete,4.031
ecologistes:mediatique:54,14,withdrawal,reconquete,3.378
ecologistes:mediatique:56,21,withdrawal,reconquete,3.491
ecologistes:mediatique:58,19,withdrawal,reconquete,3.554
ecologistes:mediatique:63,14,withdrawal,reconquete,3.883
ecologistes:mediatique:66,23,withdrawal,reconquete,3.68
ecologistes:mediatique:67,15,withdrawal,reconquete,3.107
ecologistes:mediatique:70,19,withdrawal,reconquete,3.721
ecologistes:mediatique:75,15,withdrawal,reconquete,3.273
ecologistes:mediatique:76,13,withdrawal,reconquete,3.581
ecologistes:mediatique:77,19,withdrawal,reconquete,3.02
ecologistes:mediatique:80,21,withdrawal,reconquete,3.535
ecologistes:mediatique:89,16,withdrawal,reconquete,3.793
ecologistes:mediatique:90,21,strategic_withdrawal,reconquete,3.714
ecologistes:mediatique:91,15,withdrawal,reconquete,3.592
ecologistes:mediatique:92,13,strategic_withdrawal,reconquete,3.805
ecologistes:mediatique:94,16,withdrawal,reconquete,3.872
ecologistes:mediatique:96,19,withdrawal,lr,10.084
ecologistes:mediatique:97,14,withdrawal,reconquete,3.645
ecologistes:mediatique:99,20,withdrawal,reconquete,3.411
ecologistes:mediatique:100,20,withdrawal,reconquete,2.989
ecologistes:mediatique:115,13,withdrawal,reconquete,3.794
ecologistes:mediatique:117,14,withdrawal,reconquete,3.166
ecologistes:mediatique:118,20,withdrawal,reconquete,3.438
ecologistes:mediatique:127,19,withdrawal,reconquete,2.588
ecologistes:mediatique:129,14,withdrawal,reconquete,3.863
ecologistes:mediatique:130,16,strategic_withdrawal,reconquete,3.749
ecologistes:mediatique:134,17,withdrawal,reconquete,3.628
ecologistes:mediatique:138,20,withdrawal,reconquete,3.556
ecologistes:mediatique:140,16,strategic_withdrawal,reconquete,3.503
ecologistes:mediatique:142,15,withdrawal,reconquete,3.542
ecologistes:mediatique:147,20,withdrawal,reconquete,3.55
ecologistes:contrarien:2,14,withdrawal,reconquete,3.614
ecologistes:contrarien:5,14,withdrawal,reconquete,3.759
ecologistes:contrarien:12,21,withdrawal,reconquete,3.544
ecologistes:contrarien:20,21,withdrawal,reconquete,3.664
ecologistes:contrarien:22,13,withdrawal,reconquete,3.804
ecologistes:contrarien:23,17,withdrawal,nouvelle_energie,9.51
ecologistes:contrarien:28,22,withdrawal,reconquete,3.235
ecologistes:contrarien:33,17,withdrawal,reconquete,3.592
ecologistes:contrarien:34,23,withdrawal,reconquete,2.384
ecologistes:contrarien:38,20,withdrawal,reconquete,3.386
ecologistes:contrarien:39,14,withdrawal,reconquete,3.551
ecologistes:contrarien:45,13,withdrawal,reconquete,3.933
ecologistes:contrarien:49,22,withdrawal,reconquete,3.364
ecologistes:contrarien:52,13,withdrawal,reconquete,3.73
ecologistes:contrarien:61,14,withdrawal,reconquete,3.788
ecologistes:contrarien:64,15,strategic_withdrawal,reconquete,3.838
ecologistes:contrarien:65,23,withdrawal,reconquete,3.551
ecologistes:contrarien:73,22,withdrawal,reconquete,4.16
ecologistes:contrarien:79,16,withdrawal,reconquete,3.932
ecologistes:contrarien:81,15,withdrawal,reconquete,3.519
ecologistes:contrarien:87,14,withdrawal,reconquete,3.69
ecologistes:contrarien:90,16,withdrawal,reconquete,3.663
ecologistes:contrarien:91,18,withdrawal,rn,13.026
ecologistes:contrarien:100,23,withdrawal,reconquete,4.003
ecologistes:contrarien:106,22,withdrawal,reconquete,3.468
ecologistes:contrarien:110,19,withdrawal,reconquete,3.712
ecologistes:contrarien:112,18,withdrawal,reconquete,3.361
ecologistes:contrarien:114,22,withdrawal,reconquete,3.634
ecologistes:contrarien:116,16,withdrawal,reconquete,3.58
ecologistes:contrarien:123,19,withdrawal,reconquete_dissidence_16,5.837
ecologistes:contrarien:124,13,withdrawal,reconquete,4.018
ecologistes:contrarien:125,23,withdrawal,reconquete,3.689
ecologistes:contrarien:130,16,withdrawal,reconquete,3.748
ecologistes:contrarien:132,17,withdrawal,reconquete,3.23
ecologistes:contrarien:136,20,withdrawal,reconquete,2.988
ecologistes:contrarien:137,22,withdrawal,reconquete,3.302
ecologistes:contrarien:144,20,withdrawal,reconquete,3.691
ecologistes:contrarien:147,13,withdrawal,reconquete,3.391
renaissance:aleatoire:2,14,withdrawal,reconquete,3.703
renaissance:aleatoire:3,17,strategic_withdrawal,reconquete,3.859
renaissance:aleatoire:4,14,withdrawal,reconquete,3.314
renaissance:aleatoire:6,18,withdrawal,reconquete,3.407
renaissance:aleatoire:12,12,strategic_withdrawal,reconquete,3.576
renaissance:aleatoire:13,16,withdrawal,nouvelle_energie,8.91
renaissance:aleatoire:22,17,strategic_withdrawal,reconquete,3.39
renaissance:aleatoire:24,20,strategic_withdrawal,ecologistes,7.677
renaissance:aleatoire:25,18,withdrawal,reconquete,3.561
renaissance:aleatoire:28,13,withdrawal,reconquete,3.818
renaissance:aleatoire:32,13,withdrawal,reconquete,3.736
renaissance:aleatoire:33,20,withdrawal,reconquete,3.41
renaissance:aleatoire:35,14,strategic_withdrawal,reconquete,3.743
renaissance:aleatoire:36,13,strategic_withdrawal,reconquete,3.826
renaissance:aleatoire:41,15,strategic_withdrawal,reconquete,3.493
renaissance:aleatoire:44,16,strategic_withdrawal,reconquete,3.392
renaissance:aleatoire:45,11,strategic_withdrawal,reconquete,3.537
renaissance:aleatoire:46,16,withdrawal,reconquete,3.61
renaissance:aleatoire:49,18,withdrawal,reconquete,3.183
renaissance:aleatoire:52,13,withdrawal,nouvelle_energie,9.469
renaissance:aleatoire:52,22,withdrawal,reconquete,3.198
renaissance:aleatoire:59,22,withdrawal,reconquete,3.207
renaissance:aleatoire:60,13,strategic_withdrawal,reconquete,3.889
renaissance:aleatoire:65,21,strategic_withdrawal,reconquete,3.97
renaissance:aleatoire:66,21,withdrawal,reconquete,3.724
renaissance:aleatoire:67,20,withdrawal,reconquete,3.085
renaissance:aleatoire:70,14,strategic_withdrawal,reconquete,3.718
renaissance:aleatoire:74,19,withdrawal,reconquete,3.475
renaissance:aleatoire:75,22,withdrawal,reconquete,3.422
renaissance:aleatoire:76,15,withdrawal,reconquete,4.146
renaissance:aleatoire:77,21,withdrawal,reconquete,3.053
renaissance:aleatoire:79,13,strategic_withdrawal,reconquete,3.532
renaissance:aleatoire:80,21,withdrawal,reconquete,3.157
renaissance:aleatoire:81,17,withdrawal,reconquete,3.494
renaissance:aleatoire:84,14,withdrawal,reconquete,3.167
renaissance:aleatoire:87,13,withdrawal,reconquete,3.841
renaissance:aleatoire:88,21,withdrawal,reconquete,3.125
renaissance:aleatoire:90,13,strategic_withdrawal,reconquete,3.455
renaissance:aleatoire:91,13,withdrawal,rn,12.469
renaissance:aleatoire:92,14,withdrawal,reconquete,3.68
renaissance:aleatoire:94,15,strategic_withdrawal,reconquete,3.437
renaissance:aleatoire:96,17,withdrawal,reconquete,3.39
renaissance:aleatoire:98,12,strategic_withdrawal,reconquete,3.351
renaissance:aleatoire:98,19,strategic_withdrawal,ecologistes,8.055
renaissance:aleatoire:99,17,withdrawal,reconquete,3.335
renaissance:aleatoire:105,18,strategic_withdrawal,reconquete,3.433
renaissance:aleatoire:113,16,withdrawal,reconquete,3.573
renaissance:aleatoire:122,13,withdrawal,reconquete,3.343
renaissance:aleatoire:123,19,withdrawal,reconquete,3.383
renaissance:aleatoire:126,15,strategic_withdrawal,reconquete,2.982
renaissance:aleatoire:128,17,withdrawal,reconquete,3.601
renaissance:aleatoire:129,16,withdrawal,reconquete,3.588
renaissance:aleatoire:130,14,withdrawal,reconquete,3.624
renaissance:aleatoire:133,18,withdrawal,reconquete,3.68
renaissance:aleatoire:137,23,withdrawal,reconquete,2.694
renaissance:aleatoire:138,23,withdrawal,reconquete,2.913
renaissance:aleatoire:139,19,withdrawal,reconquete,3.438
renaissance:aleatoire:147,21,strategic_withdrawal,reconquete,3.2
renaissance:aleatoire:149,16,strategic_withdrawal,reconquete,3.929
renaissance:prudent:4,16,strategic_withdrawal,ecologistes,8.204
renaissance:prudent:6,14,strategic_withdrawal,ecologistes,8.293
renaissance:prudent:6,22,withdrawal,reconquete,3.404
renaissance:prudent:7,13,withdrawal,reconquete,3.523
renaissance:prudent:8,14,strategic_withdrawal,reconquete,3.347
renaissance:prudent:9,18,withdrawal,reconquete,3.268
renaissance:prudent:11,21,withdrawal,reconquete,3.11
renaissance:prudent:13,15,withdrawal,reconquete,3.721
renaissance:prudent:14,15,withdrawal,reconquete,3.211
renaissance:prudent:16,13,strategic_withdrawal,reconquete,3.594
renaissance:prudent:18,16,strategic_withdrawal,reconquete,3.208
renaissance:prudent:21,13,strategic_withdrawal,reconquete,3.527
renaissance:prudent:23,11,strategic_withdrawal,reconquete,3.829
renaissance:prudent:24,18,withdrawal,reconquete,3.281
renaissance:prudent:26,17,withdrawal,reconquete,3.141
renaissance:prudent:29,19,strategic_withdrawal,reconquete,3.461
renaissance:prudent:33,16,withdrawal,reconquete,3.387
renaissance:prudent:35,15,strategic_withdrawal,reconquete,2.975
renaissance:prudent:36,18,withdrawal,reconquete,2.883
renaissance:prudent:37,15,strategic_withdrawal,reconquete,3.542
renaissance:prudent:39,16,withdrawal,reconquete,3.137
renaissance:prudent:42,18,strategic_withdrawal,reconquete,3.401
renaissance:prudent:46,18,withdrawal,reconquete,3.07
renaissance:prudent:48,13,withdrawal,reconquete,3.74
renaissance:prudent:49,22,withdrawal,reconquete,3.749
renaissance:prudent:51,13,strategic_withdrawal,reconquete,3.244
renaissance:prudent:53,13,withdrawal,reconquete,3.485
renaissance:prudent:54,16,withdrawal,reconquete,3.317
renaissance:prudent:56,13,strategic_withdrawal,reconquete,3.234
renaissance:prudent:62,11,strategic_withdrawal,reconquete,3.611
renaissance:prudent:66,20,strategic_withdrawal,reconquete,3.565
renaissance:prudent:68,16,withdrawal,reconquete,2.84
renaissance:prudent:69,17,strategic_withdrawal,reconquete,3.877
renaissance:prudent:73,15,strategic_withdrawal,ecologistes,8.15
renaissance:prudent:73,22,withdrawal,reconquete,3.433
renaissance:prudent:76,23,withdrawal,reconquete,3.154
renaissance:prudent:78,21,strategic_withdrawal,reconquete,3.136
renaissance:prudent:80,13,strategic_withdrawal,ecologistes,8.262
renaissance:prudent:80,19,withdrawal,reconquete,3.752
renaissance:prudent:82,11,strategic_withdrawal,reconquete,3.711
renaissance:prudent:88,13,strategic_withdrawal,reconquete,3.689
renaissance:prudent:89,21,withdrawal,reconquete,3.392
renaissance:prudent:90,17,withdrawal,reconquete,3.066
renaissance:prudent:94,15,withdrawal,reconquete,3.414
renaissance:prudent:95,12,strategic_withdrawal,reconquete,3.395
renaissance:prudent:97,18,withdrawal,reconquete,3.669
renaissance:prudent:98,17,strategic_withdrawal,reconquete,3.82
renaissance:prudent:100,18,strategic_withdrawal,reconquete,3.49
renaissance:prudent:102,22,withdrawal,reconquete,3.676
renaissance:prudent:103,14,withdrawal,reconquete,3.219
renaissance:prudent:105,18,strategic_withdrawal,reconquete,2.99
renaissance:prudent:106,16,withdrawal,ps,11.529
renaissance:prudent:110,15,withdrawal,reconquete,3.479
renaissance:prudent:113,12,strategic_withdrawal,reconquete,3.554
renaissance:prudent:115,15,withdrawal,reconquete,3.839
renaissance:prudent:117,11,strategic_withdrawal,reconquete,3.493
renaissance:prudent:119,18,withdrawal,reconquete,3.516
renaissance:prudent:124,17,withdrawal,reconquete,3.455
renaissance:prudent:129,15,strategic_withdrawal,reconquete,3.461
renaissance:prudent:130,13,withdrawal,reconquete,3.755
renaissance:prudent:134,16,withdrawal,reconquete,3.489
renaissance:prudent:135,13,strategic_withdrawal,reconquete,3.656
