runKey,decisionIndex,date,playerPolling,playerRank,playerTrend
ecologistes:mediatique:2,1,2026-04-18,11.027,7,-1.37
ecologistes:mediatique:2,2,2026-05-03,11.089,7,0.06
ecologistes:mediatique:2,3,2026-05-16,11.317,6,0.23
ecologistes:mediatique:2,4,2026-06-01,10.9,7,-0.42
ecologistes:mediatique:2,5,2026-06-20,11.745,4,0.84
ecologistes:mediatique:2,6,2026-07-06,11.632,4,-0.11
ecologistes:mediatique:2,7,2026-07-23,11.518,5,-0.11
ecologistes:mediatique:2,8,2026-08-08,13,1,1.48
ecologistes:mediatique:2,9,2026-08-23,11.411,6,-1.59
ecologistes:mediatique:2,10,2026-09-09,11.265,6,-0.15
ecologistes:mediatique:2,11,2026-09-25,11.373,6,0.11
ecologistes:mediatique:2,12,2026-10-07,10.5,8,-0.87
ecologistes:mediatique:2,13,2026-10-20,11.179,7,0.68
ecologistes:mediatique:2,14,2026-11-06,11.26,6,0.08
ecologistes:mediatique:2,15,2026-11-25,11.331,6,0.07
ecologistes:mediatique:2,16,2026-12-13,8.9,8,-2.43
ecologistes:mediatique:2,17,2026-12-29,11.421,4,2.52
ecologistes:mediatique:2,18,2027-01-16,11.708,4,0.29
ecologistes:mediatique:2,19,2027-02-01,12.216,3,0.51
ecologistes:mediatique:2,20,2027-02-18,14.6,1,2.38
ecologistes:mediatique:2,21,2027-03-02,13.38,1,-1.22
ecologistes:mediatique:2,22,2027-03-18,13.662,1,0.28
ecologistes:mediatique:2,23,2027-04-05,13.053,2,-0.61
ecologistes:mediatique:2,24,2027-04-17,12.944,2,-0.11
ecologistes:mediatique:2,25,2027-04-18,13.128,2,0.18
ecologistes:mediatique:2,26,2027-04-20,13.389,1,0.26
ecologistes:mediatique:2,27,2027-04-22,13.916,1,0.53
ecologistes:mediatique:2,28,2027-04-24,13.2,1,-0.72
ecologistes:mediatique:2,29,2027-04-26,13.888,1,0.69
ecologistes:mediatique:3,1,2026-04-18,10.917,7,0.42
ecologistes:mediatique:3,2,2026-05-04,11.067,7,0.15
ecologistes:mediatique:3,3,2026-05-17,10.904,7,-0.16
ecologistes:mediatique:3,4,2026-05-31,11.1,7,0.2
ecologistes:mediatique:3,5,2026-06-16,11.007,7,-0.09
ecologistes:mediatique:3,6,2026-07-02,10.758,8,-0.25
ecologistes:mediatique:3,7,2026-07-15,10.696,8,-0.06
ecologistes:mediatique:3,8,2026-07-31,11.1,7,0.4
ecologistes:mediatique:3,9,2026-08-15,11.327,7,0.23
ecologistes:mediatique:3,10,2026-08-28,11.251,7,-0.08
ecologistes:mediatique:3,11,2026-09-11,11.352,6,0.1
ecologistes:mediatique:3,12,2026-09-27,12.4,2,1.05
ecologistes:mediatique:3,13,2026-10-11,11.54,5,-0.86
ecologistes:mediatique:3,14,2026-10-30,11.965,3,0.43
ecologistes:mediatique:3,15,2026-11-16,12.288,2,0.32
ecologistes:mediatique:3,16,2026-12-01,9.4,8,-2.89
ecologistes:mediatique:3,17,2026-12-17,12.67,2,3.27
ecologistes:mediatique:3,18,2027-01-02,12.922,2,0.25
ecologistes:mediatique:3,19,2027-01-21,13.03,2,0.11
ecologistes:mediatique:3,20,2027-02-10,7.6,8,-5.43
ecologistes:mediatique:3,21,2027-03-01,12.182,3,4.58
ecologistes:mediatique:3,22,2027-03-17,12.232,2,0.05
ecologistes:mediatique:3,23,2027-04-02,12.168,3,-0.06
ecologistes:mediatique:3,24,2027-04-17,12.253,2,0.09
ecologistes:mediatique:3,25,2027-04-18,12.233,3,-0.02
ecologistes:contrarien:0,1,2026-04-18,10.514,8,-2.09
ecologistes:contrarien:0,2,2026-05-02,10.547,8,0.03
ecologistes:contrarien:0,3,2026-05-16,10.71,8,0.16
ecologistes:contrarien:0,4,2026-06-03,7.4,8,-3.31
ecologistes:contrarien:0,5,2026-06-15,11.077,7,3.68
ecologistes:contrarien:0,6,2026-07-02,11.211,7,0.13
ecologistes:contrarien:0,7,2026-07-21,11.34,6,0.13
ecologistes:contrarien:0,8,2026-08-02,11.4,6,0.06
ecologistes:contrarien:0,9,2026-08-15,11.253,7,-0.15
ecologistes:contrarien:0,10,2026-08-28,11.183,7,-0.07
ecologistes:contrarien:0,11,2026-09-16,11.183,7,0
ecologistes:contrarien:0,12,2026-10-02,8.2,8,-2.98
ecologistes:contrarien:0,13,2026-10-21,11.178,7,2.98
ecologistes:contrarien:0,14,2026-11-04,11.096,8,-0.08
ecologistes:contrarien:0,15,2026-11-18,11.121,8,0.03
ecologistes:contrarien:0,16,2026-12-03,9.3,8,-1.82
ecologistes:contrarien:0,17,2026-12-20,10.923,8,1.62
ecologistes:contrarien:0,18,2027-01-07,11.068,7,0.14
ecologistes:contrarien:0,19,2027-01-22,11.443,4,0.38
ecologistes:contrarien:0,20,2027-02-10,9.7,8,-1.74
ecologistes:contrarien:0,21,2027-02-25,11.597,3,1.9
ecologistes:contrarien:0,22,2027-03-14,11.62,3,0.02
ecologistes:contrarien:0,23,2027-03-30,11.648,3,0.03
ecologistes:contrarien:0,24,2027-04-17,11.58,3,-0.07
ecologistes:contrarien:0,25,2027-04-18,11.605,3,0.03
ecologistes:contrarien:1,1,2026-04-18,10.651,8,-2.85
ecologistes:contrarien:1,2,2026-04-30,10.642,8,-0.01
ecologistes:contrarien:1,3,2026-05-13,10.403,8,-0.24
ecologistes:contrarien:1,4,2026-05-28,12.5,3,2.1
ecologistes:contrarien:1,5,2026-06-14,10.459,8,-2.04
ecologistes:contrarien:1,6,2026-06-29,10.579,8,0.12
ecologistes:contrarien:1,7,2026-07-14,10.687,8,0.11
ecologistes:contrarien:1,8,2026-07-31,13.3,1,2.61
ecologistes:contrarien:1,9,2026-08-16,10.875,8,-2.43
ecologistes:contrarien:1,10,2026-08-31,10.837,8,-0.04
ecologistes:contrarien:1,11,2026-09-16,11.051,7,0.21
ecologistes:contrarien:1,12,2026-10-05,13.6,1,2.55
ecologistes:contrarien:1,13,2026-10-22,10.987,8,-2.61
ecologistes:contrarien:1,14,2026-11-09,10.806,8,-0.18
ecologistes:contrarien:1,15,2026-11-28,10.769,8,-0.04
ecologistes:contrarien:1,16,2026-12-10,10.2,8,-0.57
ecologistes:contrarien:1,17,2026-12-23,10.776,8,0.58
ecologistes:contrarien:1,18,2027-01-10,10.667,8,-0.11
ecologistes:contrarien:1,19,2027-01-28,10.798,7,0.13
ecologistes:contrarien:1,20,2027-02-14,9.2,8,-1.6
ecologistes:contrarien:1,21,2027-03-03,11.025,6,1.83
ecologistes:contrarien:1,22,2027-03-16,11.015,6,-0.01
ecologistes:contrarien:1,23,2027-03-30,11.168,5,0.15
ecologistes:contrarien:1,24,2027-04-17,11.498,4,0.33
ecologistes:contrarien:1,25,2027-04-18,11.463,4,-0.04
ecologistes:contrarien:2,1,2026-04-18,10.965,7,-1.44
ecologistes:contrarien:2,2,2026-05-03,11.006,7,0.04
ecologistes:contrarien:2,3,2026-05-16,11.226,7,0.22
ecologistes:contrarien:2,4,2026-06-01,10.9,7,-0.33
ecologistes:contrarien:2,5,2026-06-20,11.751,3,0.85
ecologistes:contrarien:2,6,2026-07-06,11.646,4,-0.1
ecologistes:contrarien:2,7,2026-07-23,11.535,5,-0.11
ecologistes:contrarien:2,8,2026-08-08,13,1,1.46
ecologistes:contrarien:2,9,2026-08-23,11.43,5,-1.57
ecologistes:contrarien:2,10,2026-09-09,11.566,5,0.14
ecologistes:contrarien:2,11,2026-09-25,11.726,4,0.16
ecologistes:contrarien:2,12,2026-10-07,10.8,7,-0.93
ecologistes:contrarien:2,13,2026-10-20,11.634,4,0.83
ecologistes:contrarien:2,14,2026-11-06,11.741,4,0.11
ecologistes:contrarien:2,15,2026-11-25,11.719,4,-0.02
ecologistes:contrarien:2,16,2026-12-13,9.1,8,-2.62
ecologistes:contrarien:2,17,2026-12-29,11.281,5,2.18
ecologistes:contrarien:2,18,2027-01-16,11.469,4,0.19
ecologistes:contrarien:2,19,2027-02-01,11.401,4,-0.07
ecologistes:contrarien:2,20,2027-02-18,13.7,1,2.3
ecologistes:contrarien:2,21,2027-03-02,11.653,4,-2.05
ecologistes:contrarien:2,22,2027-03-18,11.82,3,0.17
ecologistes:contrarien:2,23,2027-04-05,12.339,3,0.52
ecologistes:contrarien:2,24,2027-04-17,12.761,2,0.42
ecologistes:contrarien:2,25,2027-04-18,12.993,2,0.23
ecologistes:contrarien:2,26,2027-04-20,13.339,1,0.35
ecologistes:contrarien:2,27,2027-04-22,13.896,1,0.56
ecologistes:contrarien:2,28,2027-04-24,13.1,1,-0.8
ecologistes:contrarien:2,29,2027-04-26,13.948,1,0.85
ecologistes:contrarien:3,1,2026-04-18,10.423,8,-0.08
ecologistes:contrarien:3,2,2026-05-04,10.366,8,-0.06
ecologistes:contrarien:3,3,2026-05-17,10.131,8,-0.23
ecologistes:contrarien:3,4,2026-05-31,10.6,8,0.47
ecologistes:contrarien:3,5,2026-06-16,10.145,8,-0.46
ecologistes:contrarien:3,6,2026-07-02,10.253,8,0.11
ecologistes:contrarien:3,7,2026-07-15,10.362,8,0.11
ecologistes:contrarien:3,8,2026-07-31,10.8,8,0.44
ecologistes:contrarien:3,9,2026-08-15,10.783,8,-0.02
ecologistes:contrarien:3,10,2026-08-28,10.612,8,-0.17
ecologistes:contrarien:3,11,2026-09-11,10.715,8,0.1
ecologistes:contrarien:3,12,2026-09-27,11.9,3,1.19
ecologistes:contrarien:3,13,2026-10-11,10.872,8,-1.03
ecologistes:contrarien:3,14,2026-10-30,11.302,7,0.43
ecologistes:contrarien:3,15,2026-11-16,11.591,3,0.29
ecologistes:contrarien:3,16,2026-12-01,8.7,8,-2.89
ecologistes:contrarien:3,17,2026-12-17,11.905,3,3.21
ecologistes:contrarien:3,18,2027-01-02,12.155,2,0.25
ecologistes:contrarien:3,19,2027-01-21,12.254,2,0.1
ecologistes:contrarien:3,20,2027-02-10,6.8,8,-5.45
ecologistes:contrarien:3,21,2027-03-01,10.963,7,4.16
ecologistes:contrarien:3,22,2027-03-17,10.756,8,-0.21
ecologistes:contrarien:3,23,2027-04-02,10.76,8,0
ecologistes:contrarien:3,24,2027-04-17,10.9,7,0.14
ecologistes:contrarien:3,25,2027-04-18,10.888,7,-0.01
renaissance:aleatoire:0,1,2026-04-18,12.225,3,0.63
renaissance:aleatoire:0,2,2026-05-02,12.5,2,0.28
renaissance:aleatoire:0,3,2026-05-19,12.645,2,0.14
renaissance:aleatoire:0,4,2026-06-01,14,1,1.36
renaissance:aleatoire:0,5,2026-06-20,12.756,2,-1.24
renaissance:aleatoire:0,6,2026-07-07,12.858,2,0.1
renaissance:aleatoire:0,7,2026-07-23,12.879,2,0.02
renaissance:aleatoire:0,8,2026-08-10,11.8,4,-1.08
renaissance:aleatoire:0,9,2026-08-25,13.194,1,1.39
renaissance:aleatoire:0,10,2026-09-12,13.461,1,0.27
renaissance:aleatoire:0,11,2026-09-30,13.589,1,0.13
renaissance:aleatoire:0,12,2026-10-16,15.7,1,2.11
renaissance:aleatoire:0,13,2026-10-28,14.127,1,-1.57
renaissance:aleatoire:0,14,2026-11-11,14.472,1,0.34
renaissance:aleatoire:0,15,2026-11-24,14.634,1,0.16
renaissance:aleatoire:0,16,2026-12-07,14.3,1,-0.33
renaissance:aleatoire:0,17,2026-12-21,14.924,1,0.62
renaissance:aleatoire:0,18,2027-01-08,15.186,1,0.26
renaissance:aleatoire:0,19,2027-01-23,15.265,1,0.08
renaissance:aleatoire:0,20,2027-02-07,16.5,1,1.23
renaissance:aleatoire:0,21,2027-02-27,15.382,1,-1.12
renaissance:aleatoire:0,22,2027-03-16,15.362,1,-0.02
renaissance:aleatoire:0,23,2027-03-31,15.356,1,-0.01
renaissance:aleatoire:0,24,2027-04-17,15.614,1,0.26
renaissance:aleatoire:0,25,2027-04-18,15.614,1,0
renaissance:aleatoire:0,26,2027-04-20,15.815,1,0.2
renaissance:aleatoire:0,27,2027-04-22,15.772,1,-0.04
renaissance:aleatoire:0,28,2027-04-24,15.7,1,-0.07
renaissance:aleatoire:0,29,2027-04-26,15.993,1,0.29
renaissance:aleatoire:0,30,2027-05-02,15.878,1,-0.12
renaissance:aleatoire:0,31,2027-05-03,15.977,1,0.1
renaissance:aleatoire:1,1,2026-04-18,12.575,2,2.57
renaissance:aleatoire:1,2,2026-04-30,12.798,2,0.22
renaissance:aleatoire:1,3,2026-05-13,12.924,2,0.13
renaissance:aleatoire:1,4,2026-05-28,10.4,7,-2.52
renaissance:aleatoire:1,5,2026-06-14,13.185,1,2.79
renaissance:aleatoire:1,6,2026-06-29,13.38,1,0.2
renaissance:aleatoire:1,7,2026-07-14,13.444,1,0.06
renaissance:aleatoire:1,8,2026-07-31,9.4,8,-4.04
renaissance:aleatoire:1,9,2026-08-16,14.097,1,4.7
renaissance:aleatoire:1,10,2026-08-31,14.268,1,0.17
renaissance:aleatoire:1,11,2026-09-16,14.5,1,0.23
renaissance:aleatoire:1,12,2026-10-05,12.8,2,-1.7
renaissance:aleatoire:1,13,2026-10-22,14.81,1,2.01
renaissance:aleatoire:1,14,2026-11-09,15.001,1,0.19
renaissance:aleatoire:1,15,2026-11-28,14.919,1,-0.08
renaissance:aleatoire:1,16,2026-12-10,12.6,2,-2.32
renaissance:aleatoire:1,17,2026-12-23,15.201,1,2.6
renaissance:aleatoire:1,18,2027-01-10,15.397,1,0.2
renaissance:aleatoire:1,19,2027-01-28,15.559,1,0.16
renaissance:aleatoire:1,20,2027-02-14,12.3,3,-3.26
renaissance:aleatoire:1,21,2027-03-03,15.808,1,3.51
renaissance:aleatoire:1,22,2027-03-16,15.892,1,0.08
renaissance:aleatoire:1,23,2027-03-30,15.709,1,-0.18
renaissance:aleatoire:1,24,2027-04-17,15.309,1,-0.4
renaissance:aleatoire:1,25,2027-04-18,15.481,1,0.17
renaissance:aleatoire:2,1,2026-04-18,11.996,3,0.3
renaissance:aleatoire:2,2,2026-05-03,11.915,3,-0.08
renaissance:aleatoire:2,3,2026-05-16,11.91,3,0
renaissance:aleatoire:2,4,2026-06-01,13.6,1,1.69
renaissance:aleatoire:2,5,2026-06-20,12.219,3,-1.38
renaissance:aleatoire:2,6,2026-07-06,12.396,2,0.18
renaissance:aleatoire:2,7,2026-07-23,12.245,3,-0.15
renaissance:aleatoire:2,8,2026-08-08,11.9,3,-0.34
renaissance:aleatoire:2,9,2026-08-23,12.579,2,0.68
renaissance:aleatoire:2,10,2026-09-09,12.758,2,0.18
renaissance:aleatoire:2,11,2026-09-25,12.713,2,-0.04
renaissance:aleatoire:2,12,2026-10-07,15.3,1,2.59
renaissance:aleatoire:2,13,2026-10-20,13.257,1,-2.04
renaissance:aleatoire:2,14,2026-11-06,13.381,1,0.12
renaissance:aleatoire:2,15,2026-11-25,13.436,1,0.05
renaissance:aleatoire:2,16,2026-12-13,14,1,0.56
renaissance:aleatoire:2,17,2026-12-29,13.941,1,-0.06
renaissance:aleatoire:2,18,2027-01-16,14.433,1,0.49
renaissance:aleatoire:2,19,2027-02-01,14.496,1,0.06
renaissance:aleatoire:2,20,2027-02-18,13.2,1,-1.3
renaissance:aleatoire:2,21,2027-03-02,14.625,1,1.43
renaissance:aleatoire:2,22,2027-03-18,14.695,1,0.07
renaissance:aleatoire:2,23,2027-04-05,14.737,1,0.04
renaissance:aleatoire:2,24,2027-04-17,14.7,1,-0.04
renaissance:aleatoire:2,25,2027-04-18,14.765,1,0.07
renaissance:aleatoire:3,1,2026-04-18,12.089,3,2.59
renaissance:aleatoire:3,2,2026-05-04,12.135,3,0.05
renaissance:aleatoire:3,3,2026-05-17,12.161,3,0.03
renaissance:aleatoire:3,4,2026-05-31,11.5,4,-0.66
renaissance:aleatoire:3,5,2026-06-16,12.01,4,0.51
renaissance:aleatoire:3,6,2026-07-02,12.159,3,0.15
renaissance:aleatoire:3,7,2026-07-15,12.206,3,0.05
renaissance:aleatoire:3,8,2026-07-31,8.2,8,-4.01
renaissance:aleatoire:3,9,2026-08-15,11.989,3,3.79
renaissance:aleatoire:3,10,2026-08-28,12.345,2,0.36
renaissance:aleatoire:3,11,2026-09-11,12.633,2,0.29
renaissance:aleatoire:3,12,2026-09-27,7.9,8,-4.73
renaissance:aleatoire:3,13,2026-10-11,12.973,1,5.07
renaissance:aleatoire:3,14,2026-10-30,12.96,1,-0.01
renaissance:aleatoire:3,15,2026-11-16,13.084,1,0.12
renaissance:aleatoire:3,16,2026-12-01,15.1,1,2.02
renaissance:aleatoire:3,17,2026-12-17,13.181,1,-1.92
renaissance:aleatoire:3,18,2027-01-02,13.487,1,0.31
renaissance:aleatoire:3,19,2027-01-21,13.489,1,0
renaissance:aleatoire:3,20,2027-02-10,14.6,1,1.11
renaissance:aleatoire:3,21,2027-03-01,13.146,2,-1.45
renaissance:aleatoire:3,22,2027-03-17,13.259,1,0.11
renaissance:aleatoire:3,23,2027-04-02,13.467,1,0.21
renaissance:aleatoire:3,24,2027-04-17,13.738,1,0.27
renaissance:aleatoire:3,25,2027-04-18,13.797,1,0.06
renaissance:aleatoire:3,26,2027-04-20,13.666,1,-0.13
renaissance:aleatoire:3,27,2027-04-22,13.677,1,0.01
renaissance:aleatoire:3,28,2027-04-24,13.7,1,0.02
renaissance:aleatoire:3,29,2027-04-26,13.899,1,0.2
renaissance:prudent:0,1,2026-04-18,12.225,3,0.63
renaissance:prudent:0,2,2026-05-02,12.381,3,0.16
renaissance:prudent:0,3,2026-05-19,12.483,2,0.1
renaissance:prudent:0,4,2026-06-01,14.1,1,1.62
renaissance:prudent:0,5,2026-06-20,13,2,-1.1
renaissance:prudent:0,6,2026-07-07,13.22,2,0.22
renaissance:prudent:0,7,2026-07-23,13.28,1,0.06
renaissance:prudent:0,8,2026-08-10,12.1,2,-1.18
renaissance:prudent:0,9,2026-08-25,13.649,1,1.55
renaissance:prudent:0,10,2026-09-12,13.917,1,0.27
renaissance:prudent:0,11,2026-09-30,14.026,1,0.11
renaissance:prudent:0,12,2026-10-16,15.8,1,1.77
renaissance:prudent:0,13,2026-10-28,14.145,1,-1.66
renaissance:prudent:0,14,2026-11-11,14.376,1,0.23
renaissance:prudent:0,15,2026-11-24,14.608,1,0.23
renaissance:prudent:0,16,2026-12-07,14.3,1,-0.31
renaissance:prudent:0,17,2026-12-21,14.831,1,0.53
renaissance:prudent:0,18,2027-01-08,15.021,1,0.19
renaissance:prudent:0,19,2027-01-23,15.1,1,0.08
renaissance:prudent:0,20,2027-02-07,16.6,1,1.5
renaissance:prudent:0,21,2027-02-27,15.516,1,-1.08
renaissance:prudent:0,22,2027-03-16,15.502,1,-0.01
renaissance:prudent:0,23,2027-03-31,15.56,1,0.06
renaissance:prudent:0,24,2027-04-17,15.76,1,0.2
renaissance:prudent:0,25,2027-04-18,15.971,1,0.21
renaissance:prudent:0,26,2027-04-20,16.207,1,0.24
renaissance:prudent:0,27,2027-04-22,16.411,1,0.2
renaissance:prudent:0,28,2027-04-24,16.3,1,-0.11
renaissance:prudent:0,29,2027-04-26,16.774,1,0.47
renaissance:prudent:0,30,2027-05-02,16.675,1,-0.1
renaissance:prudent:0,31,2027-05-03,16.594,1,-0.08
renaissance:prudent:1,1,2026-04-18,12.575,2,2.57
renaissance:prudent:1,2,2026-04-30,12.879,2,0.3
renaissance:prudent:1,3,2026-05-13,13.032,1,0.15
renaissance:prudent:1,4,2026-05-28,10.5,7,-2.53
renaissance:prudent:1,5,2026-06-14,13.304,1,2.8
renaissance:prudent:1,6,2026-06-29,13.5,1,0.2
renaissance:prudent:1,7,2026-07-14,13.564,1,0.06
renaissance:prudent:1,8,2026-07-31,9.4,8,-4.16
renaissance:prudent:1,9,2026-08-16,14.215,1,4.81
renaissance:prudent:1,10,2026-08-31,14.072,1,-0.14
renaissance:prudent:1,11,2026-09-16,14.222,1,0.15
renaissance:prudent:1,12,2026-10-05,12.6,2,-1.62
renaissance:prudent:1,13,2026-10-22,14.565,1,1.96
renaissance:prudent:1,14,2026-11-09,14.775,1,0.21
renaissance:prudent:1,15,2026-11-28,15.077,1,0.3
renaissance:prudent:1,16,2026-12-10,12.8,1,-2.28
renaissance:prudent:1,17,2026-12-23,15.566,1,2.77
renaissance:prudent:1,18,2027-01-10,15.652,1,0.09
renaissance:prudent:1,19,2027-01-28,15.787,1,0.14
renaissance:prudent:1,20,2027-02-14,12.5,3,-3.29
renaissance:prudent:1,21,2027-03-03,16.034,1,3.53
renaissance:prudent:1,22,2027-03-16,16.045,1,0.01
renaissance:prudent:1,23,2027-03-30,16.042,1,0
renaissance:prudent:1,24,2027-04-17,16.051,1,0.01
renaissance:prudent:1,25,2027-04-18,16.194,1,0.14
renaissance:prudent:2,1,2026-04-18,12.165,3,0.46
renaissance:prudent:2,2,2026-05-03,12.39,3,0.23
renaissance:prudent:2,3,2026-05-16,12.564,2,0.17
renaissance:prudent:2,4,2026-06-01,14.1,1,1.54
renaissance:prudent:2,5,2026-06-20,13.038,1,-1.06
renaissance:prudent:2,6,2026-07-06,13.246,1,0.21
renaissance:prudent:2,7,2026-07-23,13.108,1,-0.14
renaissance:prudent:2,8,2026-08-08,12.9,1,-0.21
renaissance:prudent:2,9,2026-08-23,13.607,1,0.71
renaissance:prudent:2,10,2026-09-09,13.688,1,0.08
renaissance:prudent:2,11,2026-09-25,13.755,1,0.07
renaissance:prudent:2,12,2026-10-07,16.3,1,2.54
renaissance:prudent:2,13,2026-10-20,14.224,1,-2.08
renaissance:prudent:2,14,2026-11-06,14.306,1,0.08
renaissance:prudent:2,15,2026-11-25,14.374,1,0.07
renaissance:prudent:2,16,2026-12-13,14.9,1,0.53
renaissance:prudent:2,17,2026-12-29,14.694,1,-0.21
renaissance:prudent:2,18,2027-01-16,14.78,1,0.09
renaissance:prudent:2,19,2027-02-01,14.916,1,0.14
renaissance:prudent:2,20,2027-02-18,13.8,1,-1.12
renaissance:prudent:2,21,2027-03-02,15.128,1,1.33
renaissance:prudent:2,22,2027-03-18,15.154,1,0.03
renaissance:prudent:2,23,2027-04-05,15.29,1,0.14
renaissance:prudent:2,24,2027-04-17,15.296,1,0.01
renaissance:prudent:2,25,2027-04-18,15.457,1,0.16
renaissance:prudent:3,1,2026-04-18,12.218,3,2.72
renaissance:prudent:3,2,2026-05-04,12.431,3,0.21
renaissance:prudent:3,3,2026-05-17,12.513,2,0.08
renaissance:prudent:3,4,2026-05-31,11.8,4,-0.71
renaissance:prudent:3,5,2026-06-16,12.747,2,0.95
renaissance:prudent:3,6,2026-07-02,13.061,1,0.31
renaissance:prudent:3,7,2026-07-15,13.289,1,0.23
renaissance:prudent:3,8,2026-07-31,9.2,8,-4.09
renaissance:prudent:3,9,2026-08-15,13.42,1,4.22
renaissance:prudent:3,10,2026-08-28,13.691,1,0.27
renaissance:prudent:3,11,2026-09-11,13.943,1,0.25
renaissance:prudent:3,12,2026-09-27,9.1,8,-4.84
renaissance:prudent:3,13,2026-10-11,14.238,1,5.14
renaissance:prudent:3,14,2026-10-30,14.489,1,0.25
renaissance:prudent:3,15,2026-11-16,14.646,1,0.16
renaissance:prudent:3,16,2026-12-01,16.6,1,1.95
renaissance:prudent:3,17,2026-12-17,14.83,1,-1.77
renaissance:prudent:3,18,2027-01-02,15.174,1,0.34
renaissance:prudent:3,19,2027-01-21,15.285,1,0.11
renaissance:prudent:3,20,2027-02-10,16.5,1,1.21
renaissance:prudent:3,21,2027-03-01,15.491,1,-1.01
renaissance:prudent:3,22,2027-03-17,15.644,1,0.15
renaissance:prudent:3,23,2027-03-31,15.858,1,0.21
renaissance:prudent:3,24,2027-04-17,15.917,1,0.06
renaissance:prudent:3,25,2027-04-18,15.985,1,0.07
renaissance:prudent:3,26,2027-04-20,16.022,1,0.04
renaissance:prudent:3,27,2027-04-22,16.109,1,0.09
renaissance:prudent:3,28,2027-04-24,16.1,1,-0.01
renaissance:prudent:3,29,2027-04-26,16.245,1,0.14
renaissance:prudent:3,30,2027-05-02,16.133,1,-0.11
renaissance:prudent:3,31,2027-05-03,16.203,1,0.07
renaissance:risque:0,1,2026-04-18,12.009,3,0.41
renaissance:risque:0,2,2026-05-02,12.211,3,0.2
renaissance:risque:0,3,2026-05-19,12.331,3,0.12
renaissance:risque:0,4,2026-06-01,13.7,1,1.37
renaissance:risque:0,5,2026-06-20,12.521,2,-1.18
renaissance:risque:0,6,2026-07-02,12.713,2,0.19
renaissance:risque:0,7,2026-07-20,13.14,2,0.43
renaissance:risque:0,8,2026-08-04,15.4,1,2.26
renaissance:risque:0,9,2026-08-21,13.486,1,-1.91
renaissance:risque:0,10,2026-09-08,13.636,1,0.15
renaissance:risque:0,11,2026-09-25,14.014,1,0.38
renaissance:risque:0,12,2026-10-08,14.4,1,0.39
renaissance:risque:0,13,2026-10-21,14.351,1,-0.05
renaissance:risque:0,14,2026-11-07,14.59,1,0.24
renaissance:risque:0,15,2026-11-25,14.839,1,0.25
renaissance:risque:0,16,2026-12-13,16.8,1,1.96
renaissance:risque:0,17,2026-12-27,15.173,1,-1.63
renaissance:risque:0,18,2027-01-15,15.197,1,0.02
renaissance:risque:0,19,2027-01-28,15.224,1,0.03
renaissance:risque:0,20,2027-02-11,19.6,1,4.38
renaissance:risque:0,21,2027-03-02,15.39,1,-4.21
renaissance:risque:0,22,2027-03-19,14.809,1,-0.58
renaissance:risque:0,23,2027-04-02,14.669,1,-0.14
renaissance:risque:0,24,2027-04-17,14.52,1,-0.15
renaissance:risque:0,25,2027-04-18,14.607,1,0.09
renaissance:risque:0,26,2027-04-20,14.71,1,0.1
renaissance:risque:0,27,2027-04-22,14.908,1,0.2
renaissance:risque:0,28,2027-04-24,18.6,1,3.69
renaissance:risque:0,29,2027-04-26,15.175,1,-3.43
renaissance:risque:1,1,2026-04-18,12.575,2,2.57
renaissance:risque:1,2,2026-04-30,12.879,2,0.3
renaissance:risque:1,3,2026-05-13,12.957,2,0.08
renaissance:risque:1,4,2026-05-28,10.5,7,-2.46
renaissance:risque:1,5,2026-06-14,13.132,1,2.63
renaissance:risque:1,6,2026-06-29,13.283,1,0.15
renaissance:risque:1,7,2026-07-14,13.394,1,0.11
renaissance:risque:1,8,2026-07-31,9.3,8,-4.09
renaissance:risque:1,9,2026-08-16,14.08,1,4.78
renaissance:risque:1,10,2026-08-31,14.19,1,0.11
renaissance:risque:1,11,2026-09-16,14.352,1,0.16
renaissance:risque:1,12,2026-10-05,12.6,2,-1.75
renaissance:risque:1,13,2026-10-22,14.647,1,2.05
renaissance:risque:1,14,2026-11-09,14.739,1,0.09
renaissance:risque:1,15,2026-11-28,14.819,1,0.08
renaissance:risque:1,16,2026-12-10,12.3,2,-2.52
renaissance:risque:1,17,2026-12-23,14.783,1,2.48
renaissance:risque:1,18,2027-01-10,14.749,1,-0.03
renaissance:risque:1,19,2027-01-28,14.869,1,0.12
renaissance:risque:1,20,2027-02-14,11.5,3,-3.37
renaissance:risque:1,21,2027-03-03,14.82,1,3.32
renaissance:risque:1,22,2027-03-16,14.899,1,0.08
renaissance:risque:1,23,2027-03-30,14.925,1,0.03
renaissance:risque:1,24,2027-04-17,15.149,1,0.22
renaissance:risque:1,25,2027-04-18,15.341,1,0.19
renaissance:risque:2,1,2026-04-18,12.165,3,0.46
renaissance:risque:2,2,2026-05-03,12.144,3,-0.02
renaissance:risque:2,3,2026-05-16,12.227,3,0.08
renaissance:risque:2,4,2026-06-01,13.8,1,1.57
renaissance:risque:2,5,2026-06-20,12.508,2,-1.29
renaissance:risque:2,6,2026-07-06,12.385,2,-0.12
renaissance:risque:2,7,2026-07-23,12.484,2,0.1
renaissance:risque:2,8,2026-08-08,12.4,2,-0.08
renaissance:risque:2,9,2026-08-23,12.913,1,0.51
renaissance:risque:2,10,2026-09-09,12.995,1,0.08
renaissance:risque:2,11,2026-09-25,13.101,1,0.11
