margin_d0,margin_d0.25,margin_d0.4,margin_d0.5,margin_d0.62,margin_d0.75,margin_d1,runKey,agent,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,r1Margin,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner,favoriteAtR1,favoriteWonR2,playerIsFinalist,playerWon,turnout,detLeftAt62,detRightAt62,detMarginAt62,detMarginAt100,detMarginAt0,retainedShareLeft,retainedShareRight,transferredShareLeft,transferredShareRight,dampingContributionToMargin
11.98,12.22,12.38,12.48,12.58,12.72,12.96,lfi:aleatoire:46,aleatoire,lfi,ps,23.7,15,8.7,59.3,40.7,18.6,lfi,lfi,true,true,true,71.2,56.29,43.71,12.58,12.96,11.98,62.1,37.9,18.12,17.69,0.38
2.6,2.22,2,1.86,1.68,1.48,1.12,lfi:aleatoire:47,aleatoire,lfi,ps,16,14.5,1.5,53.6,46.4,7.2,lfi,lfi,true,true,true,70.7,50.84,49.16,1.68,1.12,2.6,53.2,46.8,19.56,20.18,-0.56
8.84,6.24,4.7,3.66,2.42,1.06,1.52,lfi:aleatoire:48,aleatoire,lfi,nouvelle_energie,21.6,14.5,7.1,45,55,10,nouvelle_energie,lfi,false,true,false,72.3,51.21,48.79,2.42,1.52,8.84,60.6,39.4,20.33,25.38,-0.9
8.24,6.62,5.64,5,4.22,3.38,1.76,lfi:aleatoire:49,aleatoire,lfi,renaissance,20.3,14.2,6.1,46.6,53.4,6.8,renaissance,lfi,false,true,false,71.7,52.11,47.89,4.22,1.76,8.24,59.8,40.2,20.22,23.22,-2.46
1.24,0.12,0.54,0.98,1.5,2.08,3.18,lfi:aleatoire:50,aleatoire,lfi,nouvelle_energie,14.6,13.9,0.7,44.8,55.2,10.4,nouvelle_energie,lfi,false,true,false,72.1,49.25,50.75,1.5,3.18,1.24,51.8,48.2,24.92,27.04,1.68
5.4,6.72,7.52,8.06,8.7,9.38,10.72,lfi:aleatoire:51,aleatoire,lfi,rn,19.1,15.4,3.7,55.7,44.3,11.4,lfi,lfi,true,true,true,71.4,54.35,45.65,8.7,10.72,5.4,56,44,20.57,18.25,2.02
3.08,2.32,1.88,1.58,1.22,0.82,0.08,lfi:aleatoire:52,aleatoire,lfi,horizons,17,15,2,47.9,52.1,4.2,horizons,lfi,false,true,false,71.7,50.61,49.39,1.22,0.08,3.08,54,46,22.55,23.95,-1.14
10.66,11.9,12.64,13.14,13.74,14.38,15.62,lfi:aleatoire:53,aleatoire,lfi,rn,21.1,13.3,7.8,59.8,40.2,19.6,lfi,lfi,true,true,true,71.5,56.87,43.13,13.74,15.62,10.66,61.9,38.1,20.56,18.4,1.88
10.7,11,11.18,11.3,11.46,11.62,11.92,lfi:aleatoire:54,aleatoire,lfi,ps,21,13.4,7.6,58.7,41.3,17.4,lfi,lfi,true,true,true,70.9,55.73,44.27,11.46,11.92,10.7,61.9,38.1,19.28,18.76,0.46
11.4,11.56,11.64,11.7,11.78,11.86,12.02,lfi:aleatoire:55,aleatoire,lfi,ps,21.7,13.5,8.2,58.1,41.9,16.2,lfi,lfi,true,true,true,70.9,55.89,44.11,11.78,12.02,11.4,62.4,37.6,18.79,18.52,0.24
8.8,8.18,7.82,7.56,7.28,6.96,6.34,lfi:aleatoire:56,aleatoire,lfi,ps,19.6,13.4,6.2,51.2,48.8,2.4,lfi,lfi,true,true,true,70.8,53.64,46.36,7.28,6.34,8.8,60.1,39.9,18.94,20,-0.94
5.7,5.24,4.98,4.8,4.58,4.34,3.88,lfi:aleatoire:57,aleatoire,lfi,ps,18.2,14.4,3.8,56.2,43.8,12.4,lfi,lfi,true,true,true,70.9,52.29,47.71,4.58,3.88,5.7,56.6,43.4,19.14,19.91,-0.7
8.32,8.18,8.1,8.04,7.98,7.9,7.76,lfi:aleatoire:58,aleatoire,lfi,ps,19.6,14,5.6,49,51,2,ps,lfi,false,true,false,71,53.99,46.01,7.98,7.76,8.32,59.4,40.6,19.05,19.28,-0.22
3.36,3.2,3.1,3.04,2.96,2.86,2.7,lfi:aleatoire:59,aleatoire,lfi,ps,20.1,18.2,1.9,53.2,46.8,6.4,lfi,lfi,true,true,true,71.1,51.48,48.52,2.96,2.7,3.36,53.4,46.6,17.74,18.03,-0.26
3.56,2.36,1.64,1.14,0.56,0.06,1.28,lfi:aleatoire:60,aleatoire,lfi,horizons,18.5,16,2.5,50.5,49.5,1,lfi,lfi,true,true,true,72,50.28,49.72,0.56,1.28,3.56,54.3,45.7,21.32,23.61,0.72
6.1,6.16,6.2,6.24,6.26,6.3,6.36,lfi:aleatoire:61,aleatoire,lfi,ps,19.2,15.2,4,56.7,43.3,13.4,lfi,lfi,true,true,true,70.9,53.13,46.87,6.26,6.36,6.1,56.7,43.3,18.91,18.8,0.1
14.26,16.64,18.08,19.04,20.18,21.44,23.82,lfi:aleatoire:62,aleatoire,lfi,rn,23.6,12.6,11,53.8,46.2,7.6,lfi,lfi,true,true,true,71.5,60.09,39.91,20.18,23.82,14.26,65.6,34.4,21.73,17.45,3.64
3.44,4.3,4.8,5.14,5.56,6,6.86,lfi:aleatoire:63,aleatoire,lfi,horizons,18.2,15.9,2.3,52.8,47.2,5.6,lfi,lfi,true,true,true,71.6,52.78,47.22,5.56,6.86,3.44,54.2,45.8,23.06,21.47,1.3
10.44,10.4,10.38,10.38,10.36,10.34,10.32,lfi:aleatoire:64,aleatoire,lfi,ps,20.9,13.3,7.6,50.9,49.1,1.8,lfi,lfi,true,true,true,70.8,55.18,44.82,10.36,10.32,10.44,61.8,38.2,19.33,19.38,-0.04
2.58,1.44,0.76,0.3,0.24,0.84,1.96,lfi:aleatoire:65,aleatoire,lfi,horizons,18.3,16.8,1.5,48.9,51.1,2.2,horizons,lfi,false,true,false,71.9,49.88,50.12,0.24,1.96,2.58,53.1,46.9,21.17,23.32,1.72
0.86,2.54,3.54,4.22,5.02,5.88,7.56,lfi:aleatoire:66,aleatoire,horizons,lfi,15.7,14.5,1.2,52.4,47.6,4.8,horizons,horizons,true,true,false,71.5,52.51,47.49,5.02,7.56,0.86,51.2,48.8,24.91,21.85,2.54
11.14,14.12,15.9,17.1,18.52,20.08,23.04,lfi:aleatoire:67,aleatoire,lfi,rn,21.6,13.4,8.2,58.1,41.9,16.2,lfi,lfi,true,true,true,71.4,59.26,40.74,18.52,23.04,11.14,62.3,37.7,21.87,16.68,4.52
4.58,7.14,8.66,9.68,10.9,12.24,14.78,lfi:aleatoire:68,aleatoire,lfi,rn,17.1,14.2,2.9,59,41,18,lfi,lfi,true,true,true,71.2,55.45,44.55,10.9,14.78,4.58,55.5,44.5,22.28,17.94,3.88
10.2,10.38,10.48,10.56,10.64,10.74,10.92,lfi:aleatoire:69,aleatoire,lfi,horizons,21.5,13.4,8.1,50.8,49.2,1.6,lfi,lfi,true,true,true,72,55.32,44.68,10.64,10.92,10.2,62.3,37.7,22.53,22.19,0.28
0.28,0.52,0.98,1.3,1.68,2.08,2.88,lfi:aleatoire:70,aleatoire,ps,lfi,17,16.5,0.5,50.4,49.6,0.8,ps,ps,true,true,false,71,50.84,49.16,1.68,2.88,0.28,49.7,50.3,20.1,18.75,1.2
6.24,6.04,5.92,5.82,5.72,5.62,5.42,lfi:aleatoire:71,aleatoire,lfi,ps,17.1,13,4.1,49.6,50.4,0.8,ps,lfi,false,true,false,70.7,52.86,47.14,5.72,5.42,6.24,57.7,42.3,20.05,20.4,-0.3
6.84,5.84,5.24,4.84,4.36,3.84,2.84,lfi:aleatoire:72,aleatoire,lfi,horizons,18.5,13.4,5.1,56.5,43.5,13,lfi,lfi,true,true,true,71.7,52.18,47.82,4.36,2.84,6.84,58.8,41.2,21.82,23.66,-1.52
9.38,12.3,14.06,15.22,16.62,18.14,21.06,lfi:aleatoire:73,aleatoire,lfi,rn,20.1,13.3,6.8,59.3,40.7,18.6,lfi,lfi,true,true,true,71.4,58.31,41.69,16.62,21.06,9.38,60.9,39.1,22.55,17.46,4.44
14.62,16.7,17.94,18.78,19.78,20.86,22.94,lfi:aleatoire:74,aleatoire,lfi,rn,25,13.9,11.1,58.7,41.3,17.4,lfi,lfi,true,true,true,71.5,59.89,40.11,19.78,22.94,14.62,64.7,35.3,19.72,16.05,3.16
7.72,8.1,8.34,8.5,8.68,8.9,9.28,lfi:aleatoire:75,aleatoire,lfi,rn,19.8,14.5,5.3,48,52,4,rn,lfi,false,true,false,71.3,54.34,45.66,8.68,9.28,7.72,58.6,41.4,19.41,18.73,0.6
2.66,4.92,6.28,7.2,8.28,9.46,11.74,lfi:aleatoire:76,aleatoire,lfi,rn,16.8,15.1,1.7,51.7,48.3,3.4,lfi,lfi,true,true,true,71.1,54.14,45.86,8.28,11.74,2.66,53.1,46.9,21.57,17.73,3.46
14.82,13.5,12.7,12.18,11.54,10.84,9.52,lfi:aleatoire:77,aleatoire,lfi,horizons,25.1,13.1,12,56.6,43.4,13.2,lfi,lfi,true,true,true,71.8,55.77,44.23,11.54,9.52,14.82,66.3,33.7,19.56,22.07,-2.02
5.44,6.72,7.5,8.02,8.62,9.3,10.58,lfi:aleatoire:78,aleatoire,lfi,rn,20.2,16.5,3.7,55,45,10,lfi,lfi,true,true,true,71.5,54.31,45.69,8.62,10.58,5.44,55.8,44.2,19.81,17.55,1.96
6.92,8.38,9.24,9.82,10.52,11.26,12.7,lfi:aleatoire:79,aleatoire,lfi,rn,19.2,14.4,4.8,53.3,46.7,6.6,lfi,lfi,true,true,true,71.2,55.26,44.74,10.52,12.7,6.92,57.9,42.1,20.68,18.2,2.18
3.7,6.5,8.18,9.3,10.64,12.1,14.9,lfi:aleatoire:80,aleatoire,lfi,rn,18,15.7,2.3,58,42,16,lfi,lfi,true,true,true,71.4,55.32,44.68,10.64,14.9,3.7,54.2,45.8,22.16,17.3,4.26
3.96,1.8,0.52,0.36,1.38,2.5,4.66,lfi:aleatoire:81,aleatoire,lfi,renaissance,16.6,14.1,2.5,44.3,55.7,11.4,renaissance,lfi,false,true,false,71.4,49.31,50.69,1.38,4.66,3.96,55.2,44.8,20.61,24.51,3.28
9.44,9.76,9.94,10.06,10.22,10.38,10.7,lfi:aleatoire:83,aleatoire,lfi,renaissance,19.5,12.5,7,56.2,43.8,12.4,lfi,lfi,true,true,true,71.4,55.11,44.89,10.22,10.7,9.44,61.9,38.1,22.35,21.77,0.48
1,0.72,1.76,2.46,3.3,4.2,5.94,lfi:aleatoire:84,aleatoire,lfi,horizons,15.2,14.8,0.4,46.1,53.9,7.8,horizons,lfi,false,true,false,71.2,48.35,51.65,3.3,5.94,1,51.3,48.7,20.83,23.92,2.64
8.16,7.62,7.3,7.08,6.82,6.56,6.02,lfi:aleatoire:85,aleatoire,lfi,ps,20.8,15.2,5.6,52.2,47.8,4.4,lfi,lfi,true,true,true,71.1,53.41,46.59,6.82,6.02,8.16,58.8,41.2,18.27,19.2,-0.8
5.28,7.6,9,9.92,11.04,12.26,14.58,lfi:aleatoire:86,aleatoire,lfi,rn,18.3,14.7,3.6,55.7,44.3,11.4,lfi,lfi,true,true,true,71.1,55.52,44.48,11.04,14.58,5.28,56.1,43.9,21.52,17.54,3.54
13.74,16.06,17.46,18.4,19.52,20.72,23.06,lfi:aleatoire:87,aleatoire,lfi,rn,22.5,12.2,10.3,55,45,10,lfi,lfi,true,true,true,71.5,59.76,40.24,19.52,23.06,13.74,65.4,34.6,21.7,17.6,3.54
7.42,6.48,5.94,5.56,5.12,4.64,3.7,lfi:aleatoire:88,aleatoire,lfi,horizons,19.3,13.8,5.5,46.3,53.7,7.4,horizons,lfi,false,true,false,71.4,52.56,47.44,5.12,3.7,7.42,59.1,40.9,20.87,22.56,-1.42
7.9,7.92,7.94,7.96,7.96,7.98,8.02,lfi:aleatoire:89,aleatoire,lfi,nouvelle_energie,19.6,13.3,6.3,51.7,48.3,3.4,lfi,lfi,true,true,true,72.2,53.98,46.02,7.96,8.02,7.9,60.3,39.7,23.97,23.92,0.06
7.04,7.1,7.14,7.18,7.2,7.24,7.32,lfi:aleatoire:90,aleatoire,lfi,rn,20.5,15.7,4.8,47.5,52.5,5,rn,lfi,false,true,false,71.5,53.6,46.4,7.2,7.32,7.04,57.5,42.5,18.93,18.81,0.12
6.74,5.1,4.12,3.46,2.68,1.82,0.2,lfi:aleatoire:91,aleatoire,lfi,horizons,18.1,13.1,5,55.2,44.8,10.4,lfi,lfi,true,true,true,71.7,51.34,48.66,2.68,0.2,6.74,58.9,41.1,21.52,24.54,-2.48
5.82,4.8,4.18,3.76,3.28,2.74,1.72,lfi:aleatoire:92,aleatoire,lfi,nouvelle_energie,19.4,14.7,4.7,49.1,50.9,1.8,nouvelle_energie,lfi,false,true,false,72.1,51.64,48.36,3.28,1.72,5.82,57.2,42.8,22.07,24.03,-1.56
1.52,1.02,0.7,0.5,0.24,0.02,0.54,lfi:aleatoire:93,aleatoire,lfi,ps,16.8,16.1,0.7,49.2,50.8,1.6,ps,lfi,false,true,false,70.8,50.12,49.88,0.24,0.54,1.52,51.8,48.2,18.97,19.85,0.3
1.32,1.22,2.74,3.74,4.96,6.28,8.8,lfi:aleatoire:95,aleatoire,lfi,nouvelle_energie,16.3,15.7,0.6,42.9,57.1,14.2,nouvelle_energie,lfi,false,true,false,71.9,47.52,52.48,4.96,8.8,1.32,51.7,48.3,20.91,25.66,3.84
6.04,5.96,5.92,5.88,5.84,5.8,5.72,lfi:aleatoire:96,aleatoire,lfi,ps,19,14.8,4.2,49.6,50.4,0.8,ps,lfi,false,true,false,70.7,52.92,47.08,5.84,5.72,6.04,56.9,43.1,19.23,19.37,-0.12
1.16,2.72,3.66,4.28,5.02,5.84,7.38,lfi:aleatoire:97,aleatoire,horizons,lfi,19.2,17.8,1.4,47.9,52.1,4.2,lfi,horizons,false,true,true,71.7,52.51,47.49,5.02,7.38,1.16,51.3,48.7,22.25,19.36,2.36
8.32,8.56,8.7,8.8,8.92,9.04,9.28,lfi:aleatoire:98,aleatoire,lfi,rn,18.9,13.1,5.8,59.1,40.9,18.2,lfi,lfi,true,true,true,71.1,54.46,45.54,8.92,9.28,8.32,59.8,40.2,19.95,19.54,0.36
2.32,2.08,1.94,1.84,1.74,1.62,1.38,lfi:aleatoire:99,aleatoire,lfi,ps,16.7,15.5,1.2,52.6,47.4,5.2,lfi,lfi,true,true,true,70.9,50.87,49.13,1.74,1.38,2.32,52.7,47.3,19.3,19.69,-0.36
5.76,6.26,6.56,6.76,7,7.24,7.74,lfi:aleatoire:100,aleatoire,lfi,horizons,18.5,14.3,4.2,56.2,43.8,12.4,lfi,lfi,true,true,true,71.9,53.5,46.5,7,7.74,5.76,57.4,42.6,23.63,22.7,0.74
10.16,12.06,13.2,13.96,14.88,15.88,17.78,lfi:aleatoire:102,aleatoire,lfi,rn,21.2,13.9,7.3,61.2,38.8,22.4,lfi,lfi,true,true,true,71.3,57.44,42.56,14.88,17.78,10.16,61.1,38.9,20.47,17.18,2.9
5.86,6.02,6.1,6.16,6.24,6.32,6.46,lfi:aleatoire:103,aleatoire,lfi,rn,19.4,15.4,4,49.2,50.8,1.6,rn,lfi,false,true,false,71.3,53.12,46.88,6.24,6.46,5.86,56.5,43.5,19.54,19.28,0.22
10.22,10.32,10.38,10.42,10.46,10.5,10.6,lfi:aleatoire:104,aleatoire,lfi,ps,21.9,14.5,7.4,54.6,45.4,9.2,lfi,lfi,true,true,true,70.9,55.23,44.77,10.46,10.6,10.22,60.8,39.2,18.29,18.12,0.14
2.72,5.02,6.4,7.32,8.42,9.62,11.92,lfi:aleatoire:105,aleatoire,lfi,rn,17.7,16,1.7,57.1,42.9,14.2,lfi,lfi,true,true,true,71.5,54.21,45.79,8.42,11.92,2.72,53.2,46.8,22.1,18.07,3.5
7.68,6.06,5.06,4.42,3.62,2.78,1.14,lfi:aleatoire:107,aleatoire,lfi,horizons,20.6,14.7,5.9,54.7,45.3,9.4,lfi,lfi,true,true,true,72,51.81,48.19,3.62,1.14,7.68,59.2,40.8,20.81,23.92,-2.48
6.74,5.9,5.38,5.04,4.64,4.2,3.36,lfi:aleatoire:108,aleatoire,lfi,horizons,18.7,13.5,5.2,50.5,49.5,1,lfi,lfi,true,true,true,71.9,52.32,47.68,4.64,3.36,6.74,58.8,41.2,22.82,24.43,-1.28
12.62,12.76,12.84,12.88,12.94,13.02,13.14,lfi:aleatoire:109,aleatoire,lfi,nouvelle_energie,25.7,15,10.7,54.9,45.1,9.8,lfi,lfi,true,true,true,72.4,56.47,43.53,12.94,13.14,12.62,63.7,36.3,21.8,21.54,0.2
5.08,2.92,1.62,0.74,0.3,1.42,3.6,lfi:aleatoire:110,aleatoire,lfi,horizons,17.4,13.7,3.7,51.4,48.6,2.8,lfi,lfi,true,true,true,71.4,49.85,50.15,0.3,3.6,5.08,56.7,43.3,20.79,24.75,3.3
11.62,11.54,11.5,11.48,11.44,11.42,11.34,lfi:aleatoire:111,aleatoire,lfi,nouvelle_energie,23.4,14.1,9.3,52.1,47.9,4.2,lfi,lfi,true,true,true,72.1,55.72,44.28,11.44,11.34,11.62,63.1,36.9,21.44,21.57,-0.1
5.58,5.56,5.56,5.56,5.56,5.56,5.54,lfi:aleatoire:112,aleatoire,lfi,ps,19.2,15.5,3.7,53.6,46.4,7.2,lfi,lfi,true,true,true,70.8,52.78,47.22,5.56,5.54,5.58,56.1,43.9,18.38,18.39,-0.02
13.46,12.96,12.66,12.46,12.22,11.96,11.46,lfi:aleatoire:113,aleatoire,lfi,ps,22,12.4,9.6,55.3,44.7,10.6,lfi,lfi,true,true,true,70.9,56.11,43.89,12.22,11.46,13.46,64.8,35.2,18.33,19.18,-0.76
11.64,11.52,11.46,11.4,11.34,11.28,11.16,lfi:aleatoire:114,aleatoire,lfi,ps,23,14.3,8.7,54.2,45.8,8.4,lfi,lfi,true,true,true,70.9,55.67,44.33,11.34,11.16,11.64,62.1,37.9,18.05,18.26,-0.18
6.92,9.46,10.98,12,13.22,14.54,17.08,lfi:aleatoire:115,aleatoire,lfi,rn,18.6,13.9,4.7,58.7,41.3,17.4,lfi,lfi,true,true,true,71.4,56.61,43.39,13.22,17.08,6.92,58.2,41.8,22.45,18.04,3.86
5.36,7.36,8.56,9.36,10.32,11.34,13.34,lfi:aleatoire:116,aleatoire,lfi,rn,19.5,15.8,3.7,49.1,50.9,1.8,rn,lfi,false,true,false,71.6,55.16,44.84,10.32,13.34,5.36,55.9,44.1,21.21,17.7,3.02
7.24,6.28,5.7,5.3,4.84,4.34,3.36,lfi:aleatoire:117,aleatoire,lfi,ps,19.1,14.1,5,48.5,51.5,3,ps,lfi,false,true,false,70.8,52.42,47.58,4.84,3.36,7.24,58.2,41.8,18.08,19.71,-1.48
3.08,2.82,2.68,2.56,2.44,2.32,2.06,lfi:aleatoire:118,aleatoire,lfi,ps,18.3,16.4,1.9,46,54,8,ps,lfi,false,true,false,70.6,51.22,48.78,2.44,2.06,3.08,53.4,46.6,18.33,18.76,-0.38
2.8,2.8,2.78,2.78,2.76,2.76,2.74,lfi:aleatoire:119,aleatoire,lfi,ps,16.6,14.9,1.7,54.9,45.1,9.8,lfi,lfi,true,true,true,70.7,51.38,48.62,2.76,2.74,2.8,53.4,46.6,19.83,19.85,-0.02
2.36,2.32,2.28,2.28,2.26,2.24,2.2,lfi:aleatoire:120,aleatoire,lfi,ps,18.5,17.4,1.1,52.5,47.5,5,lfi,lfi,true,true,true,71.1,51.13,48.87,2.26,2.2,2.36,52.5,47.5,18.55,18.62,-0.06
10.14,9.3,8.8,8.48,8.08,7.64,6.8,lfi:aleatoire:121,aleatoire,lfi,renaissance,20.8,13,7.8,56.2,43.8,12.4,lfi,lfi,true,true,true,71.4,54.04,45.96,8.08,6.8,10.14,62.3,37.7,20.95,22.48,-1.28
8.26,6.74,5.82,5.2,4.48,3.68,2.14,lfi:aleatoire:122,aleatoire,lfi,nouvelle_energie,22.1,15.5,6.6,48.3,51.7,3.4,nouvelle_energie,lfi,false,true,false,72.3,52.24,47.76,4.48,2.14,8.26,59.5,40.5,20.8,23.79,-2.34
0.8,1.34,1.66,1.88,2.14,2.44,2.98,lfi:aleatoire:123,aleatoire,ps,lfi,16.2,15.1,1.1,51.6,48.4,3.2,ps,ps,true,true,false,70.7,51.07,48.93,2.14,2.98,0.8,51,49,20.14,19.23,0.84
8.82,7.24,6.28,5.66,4.9,4.08,2.5,lfi:aleatoire:125,aleatoire,lfi,lr,21.3,14.3,7,53.4,46.6,6.8,lfi,lfi,true,true,true,72.2,52.45,47.55,4.9,2.5,8.82,60.4,39.6,20.52,23.51,-2.4
5.5,4.1,3.24,2.68,2,1.26,0.14,lfi:aleatoire:126,aleatoire,lfi,horizons,17.5,13.5,4,50.6,49.4,1.2,lfi,lfi,true,true,true,71.6,51,49,2,0.14,5.5,57.3,42.7,21.69,24.29,-1.86
9.66,12.32,13.92,15,16.28,17.66,20.34,lfi:aleatoire:127,aleatoire,lfi,rn,20.1,12.9,7.2,50.9,49.1,1.8,lfi,lfi,true,true,true,71.2,58.14,41.86,16.28,20.34,9.66,61.3,38.7,22.35,17.73,4.06
7.92,9.9,11.08,11.88,12.82,13.84,15.82,lfi:aleatoire:128,aleatoire,lfi,rn,20.3,14.6,5.7,58.6,41.4,17.2,lfi,lfi,true,true,true,71.6,56.41,43.59,12.82,15.82,7.92,59,41,21.84,18.31,3
3.6,3.74,3.82,3.86,3.92,4,4.12,lfi:aleatoire:129,aleatoire,lfi,rn,16.8,14.5,2.3,48.9,51.1,2.2,rn,lfi,false,true,false,70.9,51.96,48.04,3.92,4.12,3.6,54.3,45.7,19.97,19.75,0.2
12.16,11.26,10.72,10.36,9.94,9.46,8.56,lfi:aleatoire:130,aleatoire,lfi,renaissance,22.3,13.2,9.1,55.9,44.1,11.8,lfi,lfi,true,true,true,71.6,54.97,45.03,9.94,8.56,12.16,63.9,36.1,19.96,21.61,-1.38
13.86,15.54,16.52,17.2,18,18.86,20.52,lfi:aleatoire:131,aleatoire,lfi,rn,24.8,14.5,10.3,55.9,44.1,11.8,lfi,lfi,true,true,true,71.5,59,41,18,20.52,13.86,63.7,36.3,19.02,16.09,2.52
9.46,11.26,12.34,13.06,13.92,14.86,16.66,lfi:aleatoire:132,aleatoire,lfi,rn,20.1,13.3,6.8,61.2,38.8,22.4,lfi,lfi,true,true,true,71.3,56.96,43.04,13.92,16.66,9.46,60.8,39.2,21.19,18.08,2.74
9.58,11.82,13.14,14.04,15.1,16.26,18.48,lfi:aleatoire:133,aleatoire,lfi,rn,20.6,13.7,6.9,51.7,48.3,3.4,lfi,lfi,true,true,true,71.2,57.55,42.45,15.1,18.48,9.58,60.7,39.3,20.94,17.13,3.38
0.9,1.72,3.3,4.34,5.6,6.96,9.58,lfi:aleatoire:134,aleatoire,rn,lfi,15.9,14.8,1.1,50.3,49.7,0.6,rn,rn,true,true,false,71.2,47.2,52.8,5.6,9.58,0.9,51.1,48.9,18.54,23.05,3.98
9.1,6.84,5.48,4.58,3.5,2.34,0.08,lfi:aleatoire:135,aleatoire,lfi,nouvelle_energie,21.7,14.3,7.4,46.3,53.7,7.4,nouvelle_energie,lfi,false,true,false,72.1,51.75,48.25,3.5,0.08,9.1,60.8,39.2,20.37,24.72,-3.42
13.5,13.18,12.98,12.86,12.7,12.52,12.2,lfi:aleatoire:136,aleatoire,lfi,horizons,23.9,13.2,10.7,52.2,47.8,4.4,lfi,lfi,true,true,true,71.9,56.35,43.65,12.7,12.2,13.5,65.3,34.7,21.03,21.65,-0.5
1.64,0.44,0.28,0.76,1.34,1.96,3.16,lfi:aleatoire:138,aleatoire,lfi,horizons,16.7,16.1,0.6,50.2,49.8,0.4,lfi,lfi,true,true,true,71.7,49.33,50.67,1.34,3.16,1.64,52.1,47.9,21.25,23.46,1.82
8.32,10.68,12.1,13.04,14.18,15.42,17.78,lfi:aleatoire:139,aleatoire,lfi,rn,19.5,13.6,5.9,55.3,44.7,10.6,lfi,lfi,true,true,true,71,57.09,42.91,14.18,17.78,8.32,59.5,40.5,21.24,17.22,3.6
7.66,7.44,7.3,7.22,7.1,6.98,6.76,lfi:aleatoire:140,aleatoire,lfi,lr,19.6,13.6,6,48.7,51.3,2.6,lr,lfi,false,true,false,72.1,53.55,46.45,7.1,6.76,7.66,59.7,40.3,22.94,23.37,-0.34
8.94,10.14,10.86,11.34,11.92,12.54,13.74,lfi:aleatoire:142,aleatoire,lfi,rn,20.8,14.5,6.3,52.7,47.3,5.4,lfi,lfi,true,true,true,71.1,55.96,44.04,11.92,13.74,8.94,59.6,40.4,19.31,17.27,1.82
6.2,6.24,6.26,6.28,6.3,6.32,6.34,lfi:aleatoire:143,aleatoire,lfi,ps,19.1,15,4.1,56.5,43.5,13,lfi,lfi,true,true,true,70.9,53.15,46.85,6.3,6.34,6.2,56.9,43.1,19.13,19.06,0.04
10.7,12.6,13.74,14.52,15.42,16.42,18.32,lfi:aleatoire:144,aleatoire,lfi,rn,20.7,12.9,7.8,60.8,39.2,21.6,lfi,lfi,true,true,true,71,57.71,42.29,15.42,18.32,10.7,62.1,37.9,20.83,17.57,2.9
7.58,6.72,6.2,5.84,5.44,4.98,4.12,lfi:aleatoire:145,aleatoire,lfi,renaissance,18.8,13.1,5.7,48.2,51.8,3.6,renaissance,lfi,false,true,false,71.4,52.72,47.28,5.44,4.12,7.58,59.7,40.3,21.43,23,-1.32
0.3,1.42,2.08,2.52,3.06,3.64,4.74,lfi:aleatoire:146,aleatoire,ps,lfi,16.4,15.7,0.7,55.4,44.6,10.8,ps,ps,true,true,false,70.7,51.53,48.47,3.06,4.74,0.3,50.4,49.6,20.22,18.36,1.68
15.86,16.1,16.24,16.32,16.44,16.56,16.8,lfi:aleatoire:147,aleatoire,lfi,nouvelle_energie,27.2,13.6,13.6,59.9,40.1,19.8,lfi,lfi,true,true,true,72.6,58.22,41.78,16.44,16.8,15.86,67,33,21.63,21.17,0.36
3.4,4.88,5.78,6.38,7.1,7.88,9.38,lfi:aleatoire:148,aleatoire,lfi,rn,16.8,14.7,2.1,58.2,41.8,16.4,lfi,lfi,true,true,true,70.9,53.55,46.45,7.1,9.38,3.4,54,46,20.96,18.44,2.28
1.66,1.12,0.78,0.58,0.3,0.02,0.52,lfi:aleatoire:149,aleatoire,lfi,ps,18.4,17.8,0.6,45,55,10,ps,lfi,false,true,false,71,50.15,49.85,0.3,0.52,1.66,51.8,48.2,17.91,18.85,0.22
9.7,9.32,9.1,8.96,8.78,8.6,8.22,lfi:aleatoire:150,aleatoire,lfi,nouvelle_energie,22.2,14.2,8,51.5,48.5,3,lfi,lfi,true,true,true,72,54.39,45.61,8.78,8.22,9.7,61.3,38.7,21.81,22.51,-0.56
7.58,8.54,9.12,9.5,9.96,10.46,11.4,lfi:aleatoire:151,aleatoire,lfi,horizons,18.7,13,5.7,55.1,44.9,10.2,lfi,lfi,true,true,true,71.8,54.98,45.02,9.96,11.4,7.58,59.8,40.2,23.87,22.1,1.44
6.52,8.74,10.1,10.98,12.06,13.22,15.46,lfi:aleatoire:152,aleatoire,lfi,rn,18.5,13.8,4.7,53.2,46.8,6.4,lfi,lfi,true,true,true,71.4,56.03,43.97,12.06,15.46,6.52,57.8,42.2,22.28,18.4,3.4
11.18,10.6,10.24,10.02,9.74,9.42,8.84,lfi:aleatoire:153,aleatoire,lfi,ps,21.8,13.8,8,57.4,42.6,14.8,lfi,lfi,true,true,true,70.9,54.87,45.13,9.74,8.84,11.18,62,38,17.79,18.79,-0.9
3.4,4.58,5.28,5.76,6.34,6.94,8.14,lfi:aleatoire:154,aleatoire,lfi,rn,16.2,14,2.2,53.3,46.7,6.6,lfi,lfi,true,true,true,70.9,53.17,46.83,6.34,8.14,3.4,54.2,45.8,20.97,18.99,1.8
