finalistLeft,finalistRight,r1Margin,r2Margin,r2ScoreLeft,r2ScoreRight,favoriteAtR1,favoriteWonR2
rn,horizons,7.1,1.2,49.4,50.6,rn,false
rn,horizons,5.9,1,50.5,49.5,rn,true
rn,horizons,10.3,1.6,49.2,50.8,rn,false
rn,ps,3.9,1.2,49.4,50.6,rn,false
rn,renaissance,6,1.6,50.8,49.2,rn,true
rn,ps,12.7,0.2,49.9,50.1,rn,false
rn,nouvelle_energie,9.9,0.2,49.9,50.1,rn,false
rn,renaissance,7.6,1.6,50.8,49.2,rn,true
rn,horizons,11.6,0.4,50.2,49.8,rn,true
rn,lr,9,1.6,50.8,49.2,rn,true
rn,ps,9.1,1.4,49.3,50.7,rn,false
rn,nouvelle_energie,8.8,0,50,50,rn,true
rn,ps,2,0.4,50.2,49.8,rn,true
rn,nouvelle_energie,12.6,1.4,50.7,49.3,rn,true
rn,nouvelle_energie,10.2,1,49.5,50.5,rn,false
ps,rn,0.2,1,50.5,49.5,ps,true
rn,ps,10.1,0.4,49.8,50.2,rn,false
rn,horizons,1.3,1,50.5,49.5,rn,true
rn,renaissance,5,0.6,50.3,49.7,rn,true
rn,ps,8.9,0.2,50.1,49.9,rn,true
rn,horizons,8.7,1.2,50.6,49.4,rn,true
rn,ps,0.1,0.6,49.7,50.3,rn,false
rn,lr,10.7,0.2,49.9,50.1,rn,false
rn,renaissance,7.3,0.8,49.6,50.4,rn,false
rn,renaissance,10.2,0.2,50.1,49.9,rn,true
rn,ps,7.9,1.4,50.7,49.3,rn,true
rn,horizons,7.6,1,49.5,50.5,rn,false
rn,renaissance,15.2,0.8,50.4,49.6,rn,true
rn,ps,9.7,1.8,49.1,50.9,rn,false
rn,ps,9.5,1.8,49.1,50.9,rn,false
rn,ps,3.5,1.8,49.1,50.9,rn,false
rn,renaissance,10.5,0.2,49.9,50.1,rn,false
rn,nouvelle_energie,9.5,1,50.5,49.5,rn,true
rn,horizons,5,1.8,49.1,50.9,rn,false
rn,ps,4.8,0.4,49.8,50.2,rn,false
rn,lr,11.3,1.6,50.8,49.2,rn,true
rn,ps,12.1,0.2,50.1,49.9,rn,true
rn,ps,8.7,1.6,50.8,49.2,rn,true
rn,nouvelle_energie,6.7,1.4,49.3,50.7,rn,false
rn,lr,10.6,1.2,49.4,50.6,rn,false
rn,ps,9.4,0.6,50.3,49.7,rn,true
rn,ps,7.2,1.2,49.4,50.6,rn,false
rn,nouvelle_energie,12.9,1.2,50.6,49.4,rn,true
rn,nouvelle_energie,5.3,0.6,49.7,50.3,rn,false
rn,lfi,11,1.8,49.1,50.9,rn,false
rn,ps,12.4,1,49.5,50.5,rn,false
rn,ps,7.9,0,50,50,rn,true
rn,nouvelle_energie,10.2,0.4,49.8,50.2,rn,false
rn,nouvelle_energie,6.7,1.4,50.7,49.3,rn,true
rn,horizons,3.6,0.8,50.4,49.6,rn,true
rn,ps,5.5,1.4,50.7,49.3,rn,true
rn,lr,10.8,0.8,50.4,49.6,rn,true
rn,lfi,10.6,1,50.5,49.5,rn,true
rn,ps,7.7,1.4,50.7,49.3,rn,true
rn,ps,12.6,1,50.5,49.5,rn,true
rn,ps,5.9,1.8,49.1,50.9,rn,false
rn,ps,9.2,0.8,50.4,49.6,rn,true
rn,nouvelle_energie,3.3,0.2,49.9,50.1,rn,false
rn,horizons,10,1,49.5,50.5,rn,false
rn,nouvelle_energie,12,0.2,49.9,50.1,rn,false
rn,ps,6.8,0.2,49.9,50.1,rn,false
rn,ps,9.5,1,49.5,50.5,rn,false
rn,renaissance,7.8,1.8,50.9,49.1,rn,true
rn,ps,7.8,1.2,49.4,50.6,rn,false
rn,nouvelle_energie,5.5,0.8,50.4,49.6,rn,true
rn,nouvelle_energie,5.3,0,50,50,rn,true
rn,lfi,7.8,1.4,49.3,50.7,rn,false
rn,ps,6.7,0.6,49.7,50.3,rn,false
rn,ps,9.5,0.8,50.4,49.6,rn,true
rn,ps,13,1.8,49.1,50.9,rn,false
rn,lfi,6.9,1.2,50.6,49.4,rn,true
rn,ps,5.7,1.4,49.3,50.7,rn,false
rn,lr,13.6,1.2,50.6,49.4,rn,true
rn,ps,14.4,0.8,50.4,49.6,rn,true
rn,lr,4.8,1.8,50.9,49.1,rn,true
rn,lr,9.3,1.6,50.8,49.2,rn,true
rn,ps,10.5,0.4,50.2,49.8,rn,true
rn,horizons,11.1,1.8,50.9,49.1,rn,true
rn,renaissance,12.6,0.4,49.8,50.2,rn,false
rn,horizons,12,1.8,49.1,50.9,rn,false
rn,ps,11.9,1,49.5,50.5,rn,false
rn,ps,9.2,0,50,50,rn,true
ps,rn,0.3,1,50.5,49.5,ps,true
rn,lr,7.3,1,50.5,49.5,rn,true
rn,horizons,7.9,0.6,49.7,50.3,rn,false
rn,lr,10.8,1.6,50.8,49.2,rn,true
rn,rn_dissidence_21,3.4,1.8,50.9,49.1,rn,true
rn,lfi,8,0.6,49.7,50.3,rn,false
rn,horizons,6.7,1.2,49.4,50.6,rn,false
rn,ps,2.8,0.2,50.1,49.9,rn,true
rn,horizons,7.8,0.6,49.7,50.3,rn,false
rn,renaissance,11.3,0.2,49.9,50.1,rn,false
rn,ps,11,0.8,49.6,50.4,rn,false
rn,lr,4,0.2,49.9,50.1,rn,false
rn,ps,5.4,0.2,50.1,49.9,rn,true
rn,ps,9.9,1,49.5,50.5,rn,false
rn,ps,3.2,0.8,50.4,49.6,rn,true
rn,lfi,7.7,0.2,49.9,50.1,rn,false
rn,horizons,4.4,1.2,49.4,50.6,rn,false
rn,ps,4.1,0.2,49.9,50.1,rn,false
rn,nouvelle_energie,7.8,0.4,50.2,49.8,rn,true
rn,nouvelle_energie,2.4,0.6,49.7,50.3,rn,false
rn,nouvelle_energie,13.4,1.4,50.7,49.3,rn,true
rn,renaissance,9.6,1,50.5,49.5,rn,true
rn,renaissance,3.5,0,50,50,rn,true
rn,ps,5.3,1,49.5,50.5,rn,false
rn,nouvelle_energie,4.1,1.6,50.8,49.2,rn,true
rn,rn_dissidence_22,5.2,1.8,49.1,50.9,rn,false
rn,lfi,6.3,1.4,49.3,50.7,rn,false
rn,horizons,4.8,0,50,50,rn,true
rn,horizons,8.3,1.8,49.1,50.9,rn,false
rn,horizons,6.4,0.6,50.3,49.7,rn,true
rn,renaissance,8,1,50.5,49.5,rn,true
rn,renaissance,3.7,1.6,50.8,49.2,rn,true
rn,horizons,2.2,0.6,50.3,49.7,rn,true
rn,horizons,4.8,1.2,50.6,49.4,rn,true
rn,renaissance,13.7,0.4,50.2,49.8,rn,true
rn,lr,5,1,49.5,50.5,rn,false
rn,horizons,3.4,1.4,49.3,50.7,rn,false
rn,horizons,8.9,1,49.5,50.5,rn,false
rn,nouvelle_energie,4.9,1.6,49.2,50.8,rn,false
ps,rn,4.4,0.6,50.3,49.7,ps,true
rn,ps,3,0.6,50.3,49.7,rn,true
rn,lfi,4.3,0.2,49.9,50.1,rn,false
rn,ps,3.7,0.6,50.3,49.7,rn,true
rn,horizons,3.5,0.8,49.6,50.4,rn,false
rn,lr,7.8,0.8,49.6,50.4,rn,false
rn,ps,5,1,49.5,50.5,rn,false
rn,lr,11.2,0.4,49.8,50.2,rn,false
rn,ps,5.2,1.8,49.1,50.9,rn,false
rn,ps,1.8,0.2,49.9,50.1,rn,false
rn,horizons,2.4,0.6,49.7,50.3,rn,false
rn,horizons,3.1,0.8,50.4,49.6,rn,true
rn,rn_dissidence_17,1.1,0.8,49.6,50.4,rn,false
ps,rn,0,1.6,50.8,49.2,ps,true
rn,horizons,0.4,1.6,50.8,49.2,rn,true
rn,rn_dissidence_14,0.7,1.8,49.1,50.9,rn,false
rn,horizons,2.1,1.6,49.2,50.8,rn,false
renaissance,rn,0.4,1.6,50.8,49.2,renaissance,true
rn,lfi,0.6,1.6,49.2,50.8,rn,false
rn,ps,0.6,0.2,49.9,50.1,rn,false
rn,ps,2.4,0.6,49.7,50.3,rn,false
rn,lfi,2.6,0.4,49.8,50.2,rn,false
rn,nouvelle_energie,5.5,0.8,49.6,50.4,rn,false
rn,nouvelle_energie,3.8,1.4,50.7,49.3,rn,true
rn,nouvelle_energie,6.9,0.2,50.1,49.9,rn,true
rn,renaissance,5.1,1.4,49.3,50.7,rn,false
rn,ps,0.3,0.2,50.1,49.9,rn,true
rn,nouvelle_energie,1.1,1,50.5,49.5,rn,true
reconquete,rn,2.2,0.8,50.4,49.6,reconquete,true
ps,reconquete,0.4,1.8,50.9,49.1,ps,true
reconquete,horizons,2.5,0.6,50.3,49.7,reconquete,true
rn,reconquete,1.4,0.6,49.7,50.3,rn,false
ps,reconquete,1.7,1.2,50.6,49.4,ps,true
rn,reconquete,0.2,0.6,50.3,49.7,rn,true
reconquete,ps,1,0.8,49.6,50.4,reconquete,false
lfi,reconquete,0.4,0.4,49.8,50.2,lfi,false
reconquete,rn,0.4,1,50.5,49.5,reconquete,true
reconquete,renaissance,0.7,0.2,49.9,50.1,reconquete,false
renaissance,reconquete,0.2,1,50.5,49.5,renaissance,true
reconquete,renaissance,1.5,0,50,50,reconquete,true
ps,reconquete,4.9,1.8,49.1,50.9,ps,false
reconquete,rn,1,1.6,49.2,50.8,reconquete,false
nouvelle_energie,reconquete,0.7,0.2,49.9,50.1,nouvelle_energie,false
reconquete,rn,0.7,1.6,50.8,49.2,reconquete,true
reconquete,lr,1.7,0.4,49.8,50.2,reconquete,false
ps,reconquete,1.8,1.6,50.8,49.2,ps,true
reconquete,horizons,0.9,0.8,49.6,50.4,reconquete,false
reconquete,lfi,1.6,0.8,50.4,49.6,reconquete,true
rn,reconquete,0.8,1.6,50.8,49.2,rn,true
reconquete,nouvelle_energie,2.1,0.6,50.3,49.7,reconquete,true
lfi,reconquete,1.3,1,50.5,49.5,lfi,true
rn,reconquete,1.7,0.8,49.6,50.4,rn,false
rn,reconquete,0.8,1.6,50.8,49.2,rn,true
ps,reconquete,0.2,0.8,50.4,49.6,ps,true
reconquete,horizons,0.3,1.6,49.2,50.8,reconquete,false
reconquete,ps,1.1,0.6,50.3,49.7,reconquete,true
reconquete,rn,1.5,1,49.5,50.5,reconquete,false
renaissance,reconquete,0.2,0.4,50.2,49.8,renaissance,true
lr,reconquete,0.3,0.4,50.2,49.8,lr,true
nouvelle_energie,reconquete,1.1,1,49.5,50.5,nouvelle_energie,false
reconquete,nouvelle_energie,1,0,50,50,reconquete,true
horizons,reconquete,2.7,0.4,50.2,49.8,horizons,true
rn,reconquete,1.1,0.4,50.2,49.8,rn,true
reconquete,horizons,2.1,1.8,50.9,49.1,reconquete,true
reconquete,lfi,0.9,1.2,50.6,49.4,reconquete,true
nouvelle_energie,ps,0.5,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,horizons,6.9,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,rn,2.7,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,ps,4.1,1.2,49.4,50.6,nouvelle_energie,false
nouvelle_energie,horizons,0.6,1.8,49.1,50.9,nouvelle_energie,false
ps,nouvelle_energie,1,0,50,50,ps,true
nouvelle_energie,ps,5.2,0.8,49.6,50.4,nouvelle_energie,false
nouvelle_energie,ps,4.5,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,horizons,8.5,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,rn,0.1,0,50,50,nouvelle_energie,true
nouvelle_energie,horizons,1.4,1.4,49.3,50.7,nouvelle_energie,false
nouvelle_energie,ps,3.4,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,rn,0.1,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,ps,3.1,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,horizons,1.8,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,horizons,2.7,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,ps,4.8,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,ps,1,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,rn,1.3,0.2,49.9,50.1,nouvelle_energie,false
rn,nouvelle_energie,2.5,0.4,49.8,50.2,rn,false
nouvelle_energie,renaissance,3,1.6,49.2,50.8,nouvelle_energie,false
nouvelle_energie,ps,2.6,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,lr,3.1,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,horizons,8.3,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,ps,7.6,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,ps,5.1,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,horizons,6.4,0,50,50,nouvelle_energie,true
nouvelle_energie,horizons,6.8,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,3.6,0.8,49.6,50.4,nouvelle_energie,false
nouvelle_energie,horizons,2.9,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,ps,7.4,1.6,50.8,49.2,nouvelle_energie,true
nouvelle_energie,ps,3.6,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,ps,4.9,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,ps,0.3,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,horizons,3.7,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,horizons,3.5,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,5.3,1.6,49.2,50.8,nouvelle_energie,false
nouvelle_energie,lr,2.7,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,1.4,1,50.5,49.5,nouvelle_energie,true
rn,nouvelle_energie,0.6,1.4,49.3,50.7,rn,false
nouvelle_energie,rn,1.9,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,ps,4.2,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,ps,5.5,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,ps,2.2,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,ps,3.7,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,ps,2.8,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,horizons,4.9,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,lr,3.2,0,50,50,nouvelle_energie,true
nouvelle_energie,horizons,10.8,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,renaissance,6.4,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,renaissance,3.1,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,horizons,6.5,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,7.4,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,horizons,6,0,50,50,nouvelle_energie,true
nouvelle_energie,horizons,6.2,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,ps,2.5,1.2,49.4,50.6,nouvelle_energie,false
ps,nouvelle_energie,1.2,0.6,49.7,50.3,ps,false
nouvelle_energie,ps,5.8,1.4,49.3,50.7,nouvelle_energie,false
nouvelle_energie,rn,2.4,1.6,50.8,49.2,nouvelle_energie,true
nouvelle_energie,horizons,9.7,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,rn,0.2,1.8,49.1,50.9,nouvelle_energie,false
nouvelle_energie,rn,2.3,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,8.2,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,ps,7,1.8,49.1,50.9,nouvelle_energie,false
nouvelle_energie,horizons,1.8,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,ps,4.7,1.4,50.7,49.3,nouvelle_energie,true
ps,nouvelle_energie,1.1,1.6,50.8,49.2,ps,true
nouvelle_energie,horizons,6.8,0.8,49.6,50.4,nouvelle_energie,false
nouvelle_energie,renaissance,5.4,1.6,50.8,49.2,nouvelle_energie,true
ps,nouvelle_energie,2.5,0.2,49.9,50.1,ps,false
nouvelle_energie,horizons,6.5,0.4,49.8,50.2,nouvelle_energie,false
nouvelle_energie,horizons,6.9,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,ps,4.2,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,horizons,7.2,0,50,50,nouvelle_energie,true
nouvelle_energie,horizons,1.4,1.6,50.8,49.2,nouvelle_energie,true
nouvelle_energie,horizons,5.2,0,50,50,nouvelle_energie,true
ps,nouvelle_energie,2.6,1,49.5,50.5,ps,false
lfi,nouvelle_energie,0.4,1.6,49.2,50.8,lfi,false
nouvelle_energie,ps,1.8,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,0.4,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,lr,6,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,1.9,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,rn,2.1,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,ps,5.1,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,rn,1,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,ps,2.6,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,horizons,3.4,1.2,49.4,50.6,nouvelle_energie,false
nouvelle_energie,renaissance,0.3,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,ps,7,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,horizons,2.9,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,rn,3,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,horizons,6.7,0,50,50,nouvelle_energie,true
nouvelle_energie,lr,2.9,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,renaissance,5,1.6,49.2,50.8,nouvelle_energie,false
ps,nouvelle_energie,0.3,1.8,49.1,50.9,ps,false
nouvelle_energie,ps,5.2,0.8,50.4,49.6,nouvelle_energie,true
renaissance,nouvelle_energie,0.7,1.4,49.3,50.7,renaissance,false
nouvelle_energie,ps,3.3,1.4,49.3,50.7,nouvelle_energie,false
nouvelle_energie,horizons,2,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,rn,0.3,1.4,50.7,49.3,nouvelle_energie,true
ps,nouvelle_energie,0.6,1.6,49.2,50.8,ps,false
nouvelle_energie,horizons,7.7,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,horizons,4.5,0.8,50.4,49.6,nouvelle_energie,true
ps,nouvelle_energie,1.1,1.6,50.8,49.2,ps,true
nouvelle_energie,horizons,5.1,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,horizons,8.7,0.6,50.3,49.7,nouvelle_energie,true
nouvelle_energie,ps,5.7,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,horizons,10.3,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,horizons,9.4,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,horizons,4.6,1.2,49.4,50.6,nouvelle_energie,false
nouvelle_energie,ps,5.6,0.6,49.7,50.3,nouvelle_energie,false
nouvelle_energie,horizons,1.7,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,5.1,1.4,50.7,49.3,nouvelle_energie,true
nouvelle_energie,ps,2.1,0.4,49.8,50.2,nouvelle_energie,false
nouvelle_energie,ps,3.8,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,ps,0.4,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,ps,3.1,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,2.5,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,ps,0.1,1.4,50.7,49.3,nouvelle_energie,true
ps,nouvelle_energie,0.6,1.4,50.7,49.3,ps,true
nouvelle_energie,renaissance,6,0,50,50,nouvelle_energie,true
nouvelle_energie,rn,4.2,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,lr,4.2,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,ecologistes,0.3,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,rn,1.3,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,8.1,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,ps,1.7,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,rn,2.2,0.8,49.6,50.4,nouvelle_energie,false
ps,nouvelle_energie,0.1,1,50.5,49.5,ps,true
ps,nouvelle_energie,1.2,1,50.5,49.5,ps,true
nouvelle_energie,renaissance,2.1,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,0.5,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,rn,2.7,1.6,50.8,49.2,nouvelle_energie,true
ps,nouvelle_energie,3.7,1.8,50.9,49.1,ps,true
horizons,nouvelle_energie,1.1,0.8,50.4,49.6,horizons,true
horizons,nouvelle_energie,1,1.8,50.9,49.1,horizons,true
nouvelle_energie,ps,7.3,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,0.8,0,50,50,nouvelle_energie,true
nouvelle_energie,renaissance,7.7,1.8,50.9,49.1,nouvelle_energie,true
nouvelle_energie,ps,7,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,ps,7,1.6,50.8,49.2,nouvelle_energie,true
nouvelle_energie,rn,1.5,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,ps,5.5,0.2,50.1,49.9,nouvelle_energie,true
ps,nouvelle_energie,1.2,0.8,50.4,49.6,ps,true
nouvelle_energie,lfi,1.2,1,50.5,49.5,nouvelle_energie,true
nouvelle_energie,rn,2.1,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,horizons,6.5,0.2,49.9,50.1,nouvelle_energie,false
nouvelle_energie,rn,1.2,0,50,50,nouvelle_energie,true
nouvelle_energie,ps,4.2,1.2,49.4,50.6,nouvelle_energie,false
nouvelle_energie,ps,0.3,1.2,50.6,49.4,nouvelle_energie,true
nouvelle_energie,rn,1.8,0.4,50.2,49.8,nouvelle_energie,true
nouvelle_energie,rn,2.3,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,horizons,1.6,1,49.5,50.5,nouvelle_energie,false
nouvelle_energie,rn,1.4,1.2,49.4,50.6,nouvelle_energie,false
ps,nouvelle_energie,1.6,1.4,49.3,50.7,ps,false
nouvelle_energie,rn,1.3,0,50,50,nouvelle_energie,true
horizons,nouvelle_energie,0.5,1.2,50.6,49.4,horizons,true
nouvelle_energie,ps,2.5,1.6,50.8,49.2,nouvelle_energie,true
nouvelle_energie,renaissance,3.5,0.8,50.4,49.6,nouvelle_energie,true
nouvelle_energie,renaissance,7.8,0.2,50.1,49.9,nouvelle_energie,true
nouvelle_energie,horizons,0.9,0.4,50.2,49.8,nouvelle_energie,true
ps,nouvelle_energie,2.3,1.6,49.2,50.8,ps,false
nouvelle_energie,rn,1.6,1.6,50.8,49.2,nouvelle_energie,true
ps,nouvelle_energie,0.1,1.6,49.2,50.8,ps,false
rn,nouvelle_energie,0.7,0.8,50.4,49.6,rn,true
nouvelle_energie,horizons,3.7,1.6,50.8,49.2,nouvelle_energie,true
lfi,nouvelle_energie,0.2,1,50.5,49.5,lfi,true
horizons,nouvelle_energie,0.5,0.8,50.4,49.6,horizons,true
ps,nouvelle_energie,1.3,0.4,50.2,49.8,ps,true
ps,nouvelle_energie,0.6,1.4,50.7,49.3,ps,true
