forkKey,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,policy,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner
reconquete:53,rn,reconquete,16.6,13.9,prudent,52.1,47.9,4.2,rn
reconquete:53,rn,reconquete,16.6,13.9,risque,52.5,47.5,5,rn
reconquete:53,rn,reconquete,16.6,13.9,opportuniste_electoral,52.1,47.9,4.2,rn
reconquete:53,rn,reconquete,16.6,13.9,parti_dabord,52.6,47.4,5.2,rn
reconquete:53,rn,reconquete,16.6,13.9,mediatique,52.6,47.4,5.2,rn
reconquete:53,rn,reconquete,16.6,13.9,contrarien,52.6,47.4,5.2,rn
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,aleatoire,61.6,38.4,23.2,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,prudent,61.9,38.1,23.8,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,risque,61.1,38.9,22.2,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,opportuniste_electoral,60.9,39.1,21.8,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,parti_dabord,61.8,38.2,23.6,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,mediatique,60.8,39.2,21.6,nouvelle_energie
nouvelle_energie:54,nouvelle_energie,rn,20.2,13.8,contrarien,60.8,39.2,21.6,nouvelle_energie
lfi:55,lfi,horizons,17.5,16.4,aleatoire,51.4,48.6,2.8,lfi
lfi:55,lfi,horizons,17.5,16.4,prudent,51.2,48.8,2.4,lfi
lfi:55,lfi,horizons,17.5,16.4,risque,51.8,48.2,3.6,lfi
lfi:55,lfi,horizons,17.5,16.4,opportuniste_electoral,51.8,48.2,3.6,lfi
lfi:55,lfi,horizons,17.5,16.4,parti_dabord,50.9,49.1,1.8,lfi
lfi:55,lfi,horizons,17.5,16.4,mediatique,51.4,48.6,2.8,lfi
lfi:55,lfi,horizons,17.5,16.4,contrarien,51.4,48.6,2.8,lfi
ps:56,ps,horizons,23.1,14.6,aleatoire,52.8,47.2,5.6,ps
ps:56,ps,horizons,23.1,14.6,prudent,52.5,47.5,5,ps
ps:56,ps,horizons,23.1,14.6,risque,52.9,47.1,5.8,ps
ps:56,ps,horizons,23.1,14.6,opportuniste_electoral,53.1,46.9,6.2,ps
ps:56,ps,horizons,23.1,14.6,parti_dabord,53.2,46.8,6.4,ps
ps:56,ps,horizons,23.1,14.6,mediatique,52.9,47.1,5.8,ps
ps:56,ps,horizons,23.1,14.6,contrarien,52.5,47.5,5,ps
ecologistes:57,ecologistes,horizons,17.3,14.6,aleatoire,46.9,53.1,6.2,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,prudent,47.1,52.9,5.8,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,risque,47.9,52.1,4.2,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,opportuniste_electoral,48.2,51.8,3.6,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,parti_dabord,48,52,4,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,mediatique,48,52,4,horizons
ecologistes:57,ecologistes,horizons,17.3,14.6,contrarien,47.3,52.7,5.4,horizons
renaissance:58,renaissance,lr,21.6,12.9,aleatoire,51.8,48.2,3.6,renaissance
renaissance:58,renaissance,lr,21.6,12.9,prudent,52.5,47.5,5,renaissance
renaissance:58,renaissance,lr,21.6,12.9,risque,52.3,47.7,4.6,renaissance
renaissance:58,renaissance,lr,21.6,12.9,opportuniste_electoral,52.3,47.7,4.6,renaissance
renaissance:58,renaissance,lr,21.6,12.9,parti_dabord,52.1,47.9,4.2,renaissance
renaissance:58,renaissance,lr,21.6,12.9,mediatique,51.7,48.3,3.4,renaissance
renaissance:58,renaissance,lr,21.6,12.9,contrarien,51.7,48.3,3.4,renaissance
horizons:59,horizons,renaissance,18.9,13.4,aleatoire,58.4,41.6,16.8,horizons
horizons:59,horizons,renaissance,18.9,13.4,prudent,58.6,41.4,17.2,horizons
horizons:59,horizons,renaissance,18.9,13.4,risque,57.9,42.1,15.8,horizons
horizons:59,horizons,renaissance,18.9,13.4,opportuniste_electoral,58.4,41.6,16.8,horizons
horizons:59,horizons,renaissance,18.9,13.4,parti_dabord,58.1,41.9,16.2,horizons
horizons:59,horizons,renaissance,18.9,13.4,mediatique,58.2,41.8,16.4,horizons
horizons:59,horizons,renaissance,18.9,13.4,contrarien,58.2,41.8,16.4,horizons
lr:60,lr,rn,22.2,14.5,aleatoire,62,38,24,lr
lr:60,lr,rn,22.2,14.5,prudent,62.6,37.4,25.2,lr
lr:60,lr,rn,22.2,14.5,risque,61.9,38.1,23.8,lr
lr:60,lr,rn,22.2,14.5,opportuniste_electoral,62.3,37.7,24.6,lr
lr:60,lr,rn,22.2,14.5,parti_dabord,62,38,24,lr
lr:60,lr,rn,22.2,14.5,mediatique,61.5,38.5,23,lr
lr:60,lr,rn,22.2,14.5,contrarien,61.5,38.5,23,lr
rn:61,rn,ps,19,14.1,aleatoire,50.6,49.4,1.2,rn
rn:61,rn,ps,19,14.1,prudent,51.7,48.3,3.4,rn
rn:61,rn,ps,19,14.1,risque,51.3,48.7,2.6,rn
rn:61,rn,ps,19,14.1,opportuniste_electoral,51.4,48.6,2.8,rn
rn:61,rn,ps,19,14.1,parti_dabord,50.7,49.3,1.4,rn
rn:61,rn,ps,19,14.1,mediatique,50.5,49.5,1,rn
rn:61,rn,ps,19,14.1,contrarien,50.5,49.5,1,rn
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,aleatoire,51.8,48.2,3.6,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,prudent,51.9,48.1,3.8,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,risque,51.2,48.8,2.4,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,opportuniste_electoral,51.7,48.3,3.4,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,parti_dabord,51.8,48.2,3.6,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,mediatique,51.4,48.6,2.8,nouvelle_energie
nouvelle_energie:63,nouvelle_energie,horizons,23.1,14.9,contrarien,51.4,48.6,2.8,nouvelle_energie
lfi:64,lfi,horizons,18.6,14.2,aleatoire,45.2,54.8,9.6,horizons
lfi:64,lfi,horizons,18.6,14.2,prudent,45.2,54.8,9.6,horizons
lfi:64,lfi,horizons,18.6,14.2,risque,45.9,54.1,8.2,horizons
lfi:64,lfi,horizons,18.6,14.2,opportuniste_electoral,46.4,53.6,7.2,horizons
lfi:64,lfi,horizons,18.6,14.2,parti_dabord,45.2,54.8,9.6,horizons
lfi:64,lfi,horizons,18.6,14.2,mediatique,46,54,8,horizons
lfi:64,lfi,horizons,18.6,14.2,contrarien,45.7,54.3,8.6,horizons
ps:65,ps,rn,25.6,13.9,aleatoire,55.6,44.4,11.2,ps
ps:65,ps,rn,25.6,13.9,prudent,55.1,44.9,10.2,ps
ps:65,ps,rn,25.6,13.9,risque,55.3,44.7,10.6,ps
ps:65,ps,rn,25.6,13.9,opportuniste_electoral,55.3,44.7,10.6,ps
ps:65,ps,rn,25.6,13.9,parti_dabord,55.4,44.6,10.8,ps
ps:65,ps,rn,25.6,13.9,mediatique,55.1,44.9,10.2,ps
ps:65,ps,rn,25.6,13.9,contrarien,54.7,45.3,9.4,ps
ecologistes:66,ecologistes,ps,17.4,14.5,aleatoire,55.3,44.7,10.6,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,prudent,56.1,43.9,12.2,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,risque,55,45,10,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,opportuniste_electoral,55.8,44.2,11.6,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,parti_dabord,55.7,44.3,11.4,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,mediatique,55.4,44.6,10.8,ecologistes
ecologistes:66,ecologistes,ps,17.4,14.5,contrarien,54.9,45.1,9.8,ecologistes
renaissance:67,renaissance,rn,23.8,12.6,aleatoire,59.2,40.8,18.4,renaissance
renaissance:67,renaissance,rn,23.8,12.6,prudent,59.5,40.5,19,renaissance
renaissance:67,renaissance,rn,23.8,12.6,risque,59.4,40.6,18.8,renaissance
renaissance:67,renaissance,rn,23.8,12.6,opportuniste_electoral,59.6,40.4,19.2,renaissance
renaissance:67,renaissance,rn,23.8,12.6,parti_dabord,59.4,40.6,18.8,renaissance
renaissance:67,renaissance,rn,23.8,12.6,mediatique,59.1,40.9,18.2,renaissance
renaissance:67,renaissance,rn,23.8,12.6,contrarien,59.1,40.9,18.2,renaissance
horizons:68,horizons,nouvelle_energie,24.1,15,aleatoire,48.8,51.2,2.4,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,prudent,48.8,51.2,2.4,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,risque,48.8,51.2,2.4,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,opportuniste_electoral,48.9,51.1,2.2,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,parti_dabord,48.6,51.4,2.8,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,mediatique,48.1,51.9,3.8,nouvelle_energie
horizons:68,horizons,nouvelle_energie,24.1,15,contrarien,48.6,51.4,2.8,nouvelle_energie
lr:69,lr,horizons,19.9,15.2,aleatoire,49.8,50.2,0.4,horizons
lr:69,lr,horizons,19.9,15.2,prudent,50.5,49.5,1,lr
lr:69,lr,horizons,19.9,15.2,risque,50,50,0,lr
lr:69,lr,horizons,19.9,15.2,opportuniste_electoral,50.1,49.9,0.2,lr
lr:69,lr,horizons,19.9,15.2,parti_dabord,49.8,50.2,0.4,horizons
lr:69,lr,horizons,19.9,15.2,mediatique,49.7,50.3,0.6,horizons
lr:69,lr,horizons,19.9,15.2,contrarien,49.7,50.3,0.6,horizons
rn:70,rn,renaissance,25.6,12,aleatoire,55.5,44.5,11,rn
rn:70,rn,renaissance,25.6,12,prudent,55.9,44.1,11.8,rn
rn:70,rn,renaissance,25.6,12,risque,55.8,44.2,11.6,rn
rn:70,rn,renaissance,25.6,12,opportuniste_electoral,55.8,44.2,11.6,rn
rn:70,rn,renaissance,25.6,12,parti_dabord,55,45,10,rn
rn:70,rn,renaissance,25.6,12,mediatique,55.2,44.8,10.4,rn
rn:70,rn,renaissance,25.6,12,contrarien,55.2,44.8,10.4,rn
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,aleatoire,51.5,48.5,3,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,prudent,51.4,48.6,2.8,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,risque,52.8,47.2,5.6,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,opportuniste_electoral,52.7,47.3,5.4,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,parti_dabord,52.1,47.9,4.2,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,mediatique,52.9,47.1,5.8,ps
nouvelle_energie:72,ps,nouvelle_energie,15.6,14.8,contrarien,52.9,47.1,5.8,ps
lfi:73,lfi,ps,22.6,14.9,aleatoire,51,49,2,lfi
lfi:73,lfi,ps,22.6,14.9,prudent,51.1,48.9,2.2,lfi
lfi:73,lfi,ps,22.6,14.9,risque,50.4,49.6,0.8,lfi
lfi:73,lfi,ps,22.6,14.9,opportuniste_electoral,50.7,49.3,1.4,lfi
lfi:73,lfi,ps,22.6,14.9,parti_dabord,50.2,49.8,0.4,lfi
lfi:73,lfi,ps,22.6,14.9,mediatique,50.2,49.8,0.4,lfi
lfi:73,lfi,ps,22.6,14.9,contrarien,50.2,49.8,0.4,lfi
ps:74,ps,rn,24,11.9,aleatoire,59.7,40.3,19.4,ps
ps:74,ps,rn,24,11.9,prudent,58.9,41.1,17.8,ps
ps:74,ps,rn,24,11.9,risque,59.5,40.5,19,ps
ps:74,ps,rn,24,11.9,opportuniste_electoral,59.5,40.5,19,ps
ps:74,ps,rn,24,11.9,parti_dabord,59.4,40.6,18.8,ps
ps:74,ps,rn,24,11.9,mediatique,59.4,40.6,18.8,ps
ps:74,ps,rn,24,11.9,contrarien,58.9,41.1,17.8,ps
ecologistes:75,ecologistes,rn,22.6,15.5,aleatoire,54.9,45.1,9.8,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,prudent,54.6,45.4,9.2,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,risque,54.7,45.3,9.4,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,opportuniste_electoral,55.2,44.8,10.4,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,parti_dabord,55,45,10,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,mediatique,55.1,44.9,10.2,ecologistes
ecologistes:75,ecologistes,rn,22.6,15.5,contrarien,54.4,45.6,8.8,ecologistes
renaissance:76,renaissance,lfi,24.1,12.4,aleatoire,62.6,37.4,25.2,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,prudent,62.8,37.2,25.6,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,risque,62.2,37.8,24.4,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,opportuniste_electoral,62.5,37.5,25,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,parti_dabord,62.6,37.4,25.2,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,mediatique,62,38,24,renaissance
renaissance:76,renaissance,lfi,24.1,12.4,contrarien,62,38,24,renaissance
horizons:77,horizons,nouvelle_energie,17.3,14.5,aleatoire,49.5,50.5,1,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,prudent,49.6,50.4,0.8,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,risque,49.5,50.5,1,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,opportuniste_electoral,49.4,50.6,1.2,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,parti_dabord,49.7,50.3,0.6,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,mediatique,49.1,50.9,1.8,nouvelle_energie
horizons:77,horizons,nouvelle_energie,17.3,14.5,contrarien,49.3,50.7,1.4,nouvelle_energie
lr:78,lr,renaissance,23.5,12.7,aleatoire,55.6,44.4,11.2,lr
lr:78,lr,renaissance,23.5,12.7,prudent,55.7,44.3,11.4,lr
lr:78,lr,renaissance,23.5,12.7,risque,55.6,44.4,11.2,lr
lr:78,lr,renaissance,23.5,12.7,opportuniste_electoral,55.8,44.2,11.6,lr
lr:78,lr,renaissance,23.5,12.7,parti_dabord,55.8,44.2,11.6,lr
lr:78,lr,renaissance,23.5,12.7,mediatique,55.6,44.4,11.2,lr
lr:78,lr,renaissance,23.5,12.7,contrarien,55.6,44.4,11.2,lr
rn:79,rn,horizons,27.5,11.6,aleatoire,55,45,10,rn
rn:79,rn,horizons,27.5,11.6,prudent,55.2,44.8,10.4,rn
rn:79,rn,horizons,27.5,11.6,risque,55.1,44.9,10.2,rn
rn:79,rn,horizons,27.5,11.6,opportuniste_electoral,55.2,44.8,10.4,rn
rn:79,rn,horizons,27.5,11.6,parti_dabord,54.6,45.4,9.2,rn
rn:79,rn,horizons,27.5,11.6,mediatique,54.6,45.4,9.2,rn
rn:79,rn,horizons,27.5,11.6,contrarien,54.6,45.4,9.2,rn
reconquete:80,lr,reconquete,14.6,12.3,aleatoire,52.5,47.5,5,lr
reconquete:80,lr,reconquete,14.6,12.3,prudent,52,48,4,lr
reconquete:80,lr,reconquete,14.6,12.3,risque,53,47,6,lr
reconquete:80,lr,reconquete,14.6,12.3,opportuniste_electoral,52.2,47.8,4.4,lr
reconquete:80,lr,reconquete,14.6,12.3,parti_dabord,52.9,47.1,5.8,lr
reconquete:80,lr,reconquete,14.6,12.3,mediatique,52.8,47.2,5.6,lr
reconquete:80,lr,reconquete,14.6,12.3,contrarien,52.8,47.2,5.6,lr
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,aleatoire,58.8,41.2,17.6,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,prudent,60.5,39.5,21,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,risque,58.4,41.6,16.8,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,opportuniste_electoral,59,41,18,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,parti_dabord,60.3,39.7,20.6,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,mediatique,58.8,41.2,17.6,nouvelle_energie
nouvelle_energie:81,nouvelle_energie,rn,16.9,15.2,contrarien,58.8,41.2,17.6,nouvelle_energie
lfi:82,lfi,renaissance,22.3,13.6,aleatoire,55.4,44.6,10.8,lfi
lfi:82,lfi,renaissance,22.3,13.6,prudent,54.6,45.4,9.2,lfi
lfi:82,lfi,renaissance,22.3,13.6,risque,55.4,44.6,10.8,lfi
lfi:82,lfi,renaissance,22.3,13.6,opportuniste_electoral,55.4,44.6,10.8,lfi
lfi:82,lfi,renaissance,22.3,13.6,parti_dabord,54.5,45.5,9,lfi
lfi:82,lfi,renaissance,22.3,13.6,mediatique,55.1,44.9,10.2,lfi
lfi:82,lfi,renaissance,22.3,13.6,contrarien,55.1,44.9,10.2,lfi
ps:83,ps,rn,22.6,12.9,aleatoire,55.4,44.6,10.8,ps
ps:83,ps,rn,22.6,12.9,prudent,55.8,44.2,11.6,ps
ps:83,ps,rn,22.6,12.9,risque,56.3,43.7,12.6,ps
ps:83,ps,rn,22.6,12.9,opportuniste_electoral,56.2,43.8,12.4,ps
ps:83,ps,rn,22.6,12.9,parti_dabord,55.9,44.1,11.8,ps
ps:83,ps,rn,22.6,12.9,mediatique,55.9,44.1,11.8,ps
ps:83,ps,rn,22.6,12.9,contrarien,55.5,44.5,11,ps
ecologistes:84,ecologistes,rn,19.9,13.1,aleatoire,53.9,46.1,7.8,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,prudent,53.8,46.2,7.6,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,risque,54,46,8,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,opportuniste_electoral,54.6,45.4,9.2,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,parti_dabord,54.4,45.6,8.8,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,mediatique,54.4,45.6,8.8,ecologistes
ecologistes:84,ecologistes,rn,19.9,13.1,contrarien,53.6,46.4,7.2,ecologistes
renaissance:85,renaissance,ps,25.3,14.3,aleatoire,60.6,39.4,21.2,renaissance
renaissance:85,renaissance,ps,25.3,14.3,prudent,60.7,39.3,21.4,renaissance
renaissance:85,renaissance,ps,25.3,14.3,risque,60.3,39.7,20.6,renaissance
renaissance:85,renaissance,ps,25.3,14.3,opportuniste_electoral,60.4,39.6,20.8,renaissance
renaissance:85,renaissance,ps,25.3,14.3,parti_dabord,60.2,39.8,20.4,renaissance
renaissance:85,renaissance,ps,25.3,14.3,mediatique,60.1,39.9,20.2,renaissance
renaissance:85,renaissance,ps,25.3,14.3,contrarien,60.1,39.9,20.2,renaissance
horizons:86,horizons,nouvelle_energie,22.6,14.4,aleatoire,59.1,40.9,18.2,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,prudent,59.5,40.5,19,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,risque,59.9,40.1,19.8,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,opportuniste_electoral,59.9,40.1,19.8,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,parti_dabord,59.4,40.6,18.8,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,mediatique,59.2,40.8,18.4,horizons
horizons:86,horizons,nouvelle_energie,22.6,14.4,contrarien,59.6,40.4,19.2,horizons
lr:87,lr,horizons,16.3,13.5,aleatoire,49.4,50.6,1.2,horizons
lr:87,lr,horizons,16.3,13.5,prudent,49.9,50.1,0.2,horizons
lr:87,lr,horizons,16.3,13.5,risque,49.6,50.4,0.8,horizons
lr:87,lr,horizons,16.3,13.5,opportuniste_electoral,49.7,50.3,0.6,horizons
lr:87,lr,horizons,16.3,13.5,parti_dabord,49.2,50.8,1.6,horizons
lr:87,lr,horizons,16.3,13.5,mediatique,49.3,50.7,1.4,horizons
lr:87,lr,horizons,16.3,13.5,contrarien,49.3,50.7,1.4,horizons
rn:88,rn,ps,16.4,15.4,aleatoire,47.8,52.2,4.4,ps
rn:88,rn,ps,16.4,15.4,prudent,48.1,51.9,3.8,ps
rn:88,rn,ps,16.4,15.4,risque,48,52,4,ps
rn:88,rn,ps,16.4,15.4,opportuniste_electoral,48,52,4,ps
rn:88,rn,ps,16.4,15.4,parti_dabord,47.4,52.6,5.2,ps
rn:88,rn,ps,16.4,15.4,mediatique,47.2,52.8,5.6,ps
rn:88,rn,ps,16.4,15.4,contrarien,47.2,52.8,5.6,ps
reconquete:89,reconquete,rn,13.9,13.7,aleatoire,50.6,49.4,1.2,reconquete
reconquete:89,reconquete,rn,13.9,13.7,prudent,50.8,49.2,1.6,reconquete
reconquete:89,reconquete,rn,13.9,13.7,risque,49.8,50.2,0.4,rn
reconquete:89,reconquete,rn,13.9,13.7,opportuniste_electoral,50.6,49.4,1.2,reconquete
reconquete:89,reconquete,rn,13.9,13.7,parti_dabord,50.5,49.5,1,reconquete
reconquete:89,reconquete,rn,13.9,13.7,mediatique,50,50,0,reconquete
reconquete:89,reconquete,rn,13.9,13.7,contrarien,50,50,0,reconquete
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,aleatoire,61,39,22,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,prudent,61.1,38.9,22.2,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,risque,60.5,39.5,21,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,opportuniste_electoral,60.6,39.4,21.2,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,parti_dabord,61,39,22,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,mediatique,60.6,39.4,21.2,nouvelle_energie
nouvelle_energie:90,nouvelle_energie,ps,25.3,14.4,contrarien,60.6,39.4,21.2,nouvelle_energie
lfi:91,lfi,nouvelle_energie,25,14.2,aleatoire,51.7,48.3,3.4,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,prudent,51,49,2,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,risque,51.6,48.4,3.2,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,opportuniste_electoral,51.7,48.3,3.4,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,parti_dabord,50.8,49.2,1.6,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,mediatique,51.4,48.6,2.8,lfi
lfi:91,lfi,nouvelle_energie,25,14.2,contrarien,51.4,48.6,2.8,lfi
ps:92,ps,horizons,24,12.8,aleatoire,59,41,18,ps
ps:92,ps,horizons,24,12.8,prudent,59.2,40.8,18.4,ps
ps:92,ps,horizons,24,12.8,risque,59.3,40.7,18.6,ps
ps:92,ps,horizons,24,12.8,opportuniste_electoral,59.8,40.2,19.6,ps
ps:92,ps,horizons,24,12.8,parti_dabord,59.8,40.2,19.6,ps
ps:92,ps,horizons,24,12.8,mediatique,59.6,40.4,19.2,ps
ps:92,ps,horizons,24,12.8,contrarien,59,41,18,ps
ecologistes:93,ecologistes,rn,21.6,15.4,aleatoire,51.4,48.6,2.8,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,prudent,51.4,48.6,2.8,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,risque,52.2,47.8,4.4,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,opportuniste_electoral,52.1,47.9,4.2,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,parti_dabord,51.8,48.2,3.6,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,mediatique,51.9,48.1,3.8,ecologistes
ecologistes:93,ecologistes,rn,21.6,15.4,contrarien,51.6,48.4,3.2,ecologistes
renaissance:94,renaissance,rn,28,12.4,aleatoire,56,44,12,renaissance
renaissance:94,renaissance,rn,28,12.4,prudent,56.9,43.1,13.8,renaissance
renaissance:94,renaissance,rn,28,12.4,risque,56.2,43.8,12.4,renaissance
renaissance:94,renaissance,rn,28,12.4,opportuniste_electoral,56.6,43.4,13.2,renaissance
renaissance:94,renaissance,rn,28,12.4,parti_dabord,56.4,43.6,12.8,renaissance
renaissance:94,renaissance,rn,28,12.4,mediatique,55.9,44.1,11.8,renaissance
renaissance:94,renaissance,rn,28,12.4,contrarien,55.9,44.1,11.8,renaissance
horizons:95,horizons,rn,26.3,14.1,aleatoire,62,38,24,horizons
horizons:95,horizons,rn,26.3,14.1,prudent,62.1,37.9,24.2,horizons
horizons:95,horizons,rn,26.3,14.1,risque,61.6,38.4,23.2,horizons
horizons:95,horizons,rn,26.3,14.1,opportuniste_electoral,62,38,24,horizons
horizons:95,horizons,rn,26.3,14.1,parti_dabord,62.2,37.8,24.4,horizons
horizons:95,horizons,rn,26.3,14.1,mediatique,61.8,38.2,23.6,horizons
horizons:95,horizons,rn,26.3,14.1,contrarien,62,38,24,horizons
lr:96,ps,lr,15.9,15.3,aleatoire,47.6,52.4,4.8,lr
lr:96,ps,lr,15.9,15.3,prudent,47.3,52.7,5.4,lr
lr:96,ps,lr,15.9,15.3,risque,47.3,52.7,5.4,lr
lr:96,ps,lr,15.9,15.3,opportuniste_electoral,47.2,52.8,5.6,lr
lr:96,ps,lr,15.9,15.3,parti_dabord,47.3,52.7,5.4,lr
lr:96,ps,lr,15.9,15.3,mediatique,47.6,52.4,4.8,lr
lr:96,ps,lr,15.9,15.3,contrarien,47.6,52.4,4.8,lr
rn:97,rn,lfi,23.2,13.5,aleatoire,49.9,50.1,0.2,lfi
rn:97,rn,lfi,23.2,13.5,prudent,50.3,49.7,0.6,rn
rn:97,rn,lfi,23.2,13.5,risque,50,50,0,rn
rn:97,rn,lfi,23.2,13.5,opportuniste_electoral,50.3,49.7,0.6,rn
rn:97,rn,lfi,23.2,13.5,parti_dabord,49.5,50.5,1,lfi
rn:97,rn,lfi,23.2,13.5,mediatique,49.6,50.4,0.8,lfi
rn:97,rn,lfi,23.2,13.5,contrarien,49.5,50.5,1,lfi
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,aleatoire,54.1,45.9,8.2,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,prudent,54.9,45.1,9.8,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,risque,53.9,46.1,7.8,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,opportuniste_electoral,54.2,45.8,8.4,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,parti_dabord,54.6,45.4,9.2,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,mediatique,54,46,8,nouvelle_energie
nouvelle_energie:99,nouvelle_energie,lfi,25.4,12.2,contrarien,54,46,8,nouvelle_energie
lfi:100,lfi,rn,23.2,14.3,aleatoire,61.6,38.4,23.2,lfi
lfi:100,lfi,rn,23.2,14.3,prudent,61.2,38.8,22.4,lfi
lfi:100,lfi,rn,23.2,14.3,risque,61.7,38.3,23.4,lfi
