meanMarginWithDamping62,meanMarginNoDamping100,meanMarginNoDamping0,meanDampingContributionToMargin,medianDampingContributionToMargin,p90DampingContributionToMargin,dampingErasesMoreThanHalfMarginPercent
10.54,12.59,7.72,2.05,1.76,5.7,5.1
