seed,trajectory,valid,firstRoundScore,firstRoundRank,qualified,secondRoundOpponent,won,finalScore,transferability,alliedWithCount,alliedWith,bestRelation,worstRelation,narrativeThreadCount,trajectoryEventsSeen
horizons-cf-37,rupture,true,15.9,1,true,ecologistes,true,86,67,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-37,coalition,true,15.9,1,true,ecologistes,true,86,67,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-38,continuity,true,16.7,1,true,rn,true,92,52,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-38,rupture,true,16.7,1,true,rn,true,92,52,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-38,coalition,true,16.7,1,true,rn,true,92,52,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-39,continuity,true,19,1,true,ps,true,95,66,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-39,rupture,true,19,1,true,ps,true,95,66,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-39,coalition,true,19,1,true,ps,true,95,66,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-40,continuity,true,16.7,2,true,rn,true,91,58,2,"lr|nouvelle_energie",100,-14.294677070390826,1,1
horizons-cf-40,rupture,true,16.2,2,true,rn,true,90,57,2,"lr|nouvelle_energie",100,-14.294677070390826,1,1
horizons-cf-40,coalition,true,12.5,3,false,renaissance,false,64,42,1,"lr",100,-14.294677070390826,1,0
horizons-cf-41,continuity,true,16.9,1,true,ps,true,92,62,1,"lr",100,-14.294677070390826,3,2
horizons-cf-41,rupture,true,15.9,1,true,ps,true,87,48,0,"",100,-18.294677070390826,2,2
horizons-cf-41,coalition,true,15.9,1,true,ps,true,89,82,2,"lr|renaissance",100,-17.634681351726023,2,2
horizons-cf-42,continuity,true,12.6,4,false,ps,false,62,46,2,"lr|nouvelle_energie",100,-14.294677070390826,0,0
horizons-cf-42,rupture,true,12.6,4,false,ps,false,62,46,2,"lr|nouvelle_energie",100,-14.294677070390826,0,0
horizons-cf-42,coalition,true,12.6,4,false,ps,false,62,46,2,"lr|nouvelle_energie",100,-14.294677070390826,0,0
horizons-cf-43,continuity,true,14.7,1,true,ps,false,84,73,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-43,rupture,true,14.7,1,true,ps,false,84,73,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-43,coalition,true,14.7,1,true,ps,false,84,73,1,"renaissance",100,-18.294677070390826,1,0
horizons-cf-44,continuity,true,16.4,2,true,rn,true,90,71,3,"renaissance|lr|nouvelle_energie",100,-14.294677070390826,2,0
horizons-cf-44,rupture,true,16.4,2,true,rn,true,90,71,3,"renaissance|lr|nouvelle_energie",100,-14.294677070390826,2,0
horizons-cf-44,coalition,true,16.4,2,true,rn,true,90,71,3,"renaissance|lr|nouvelle_energie",100,-14.294677070390826,2,0
horizons-cf-45,continuity,true,15.3,2,true,rn,true,89,72,2,"nouvelle_energie|lr",100,-14.294677070390826,2,2
horizons-cf-45,rupture,true,15,2,true,rn,true,88,67,1,"nouvelle_energie",100,-14.294677070390826,2,2
horizons-cf-45,coalition,true,13.4,3,false,ps,false,67,31,1,"lr",100,-14.294677070390826,1,0
horizons-cf-46,continuity,true,11.4,5,false,rn,false,59,44,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-46,rupture,true,11.4,5,false,rn,false,59,44,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-46,coalition,true,11.4,5,false,rn,false,59,44,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-47,continuity,true,16.4,1,true,lfi,true,89,65,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-47,rupture,true,16.4,1,true,lfi,true,89,65,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-47,coalition,true,16.4,1,true,lfi,true,89,65,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-48,continuity,true,14.3,1,true,ps,true,87,74,2,"lr|renaissance",100,-14.294677070390826,0,0
horizons-cf-48,rupture,true,14.3,1,true,ps,true,87,74,2,"lr|renaissance",100,-14.294677070390826,0,0
horizons-cf-48,coalition,true,14.3,1,true,ps,true,87,74,2,"lr|renaissance",100,-14.294677070390826,0,0
horizons-cf-49,continuity,true,13,3,false,ps,false,64,33,0,"",100,-14.294677070390826,1,0
horizons-cf-49,rupture,true,12.9,3,false,ps,false,63,33,0,"",100,-14.294677070390826,1,0
horizons-cf-49,coalition,true,13.2,3,false,ps,false,66,38,0,"",100,-17.634681351726023,1,0
horizons-cf-50,continuity,true,16.4,1,true,rn,true,91,59,1,"lr",100,-14.294677070390826,2,2
horizons-cf-50,rupture,true,16.5,1,true,rn,true,88,55,0,"",100,-14.294677070390826,2,2
horizons-cf-50,coalition,true,13.7,2,true,rn,true,86,72,2,"renaissance|lr",100,-14.294677070390826,3,2
horizons-cf-51,continuity,true,18.2,1,true,lfi,true,94,70,3,"renaissance|nouvelle_energie|lr",100,-14.294677070390826,2,1
horizons-cf-51,rupture,true,18.6,1,true,renaissance,true,94,68,2,"renaissance|nouvelle_energie",100,-14.294677070390826,3,3
horizons-cf-51,coalition,true,11.1,4,false,ps,false,61,37,0,"",100,-14.294677070390826,3,2
horizons-cf-52,continuity,true,15.6,1,true,ecologistes,true,91,71,1,"lr",100,-14.294677070390826,3,2
horizons-cf-52,rupture,true,16,1,true,ecologistes,true,92,65,1,"lr",100,-14.294677070390826,3,2
horizons-cf-52,coalition,true,19.7,1,true,lfi,true,96,67,3,"lr|nouvelle_energie|renaissance",100,-14.294677070390826,3,2
horizons-cf-53,continuity,true,15.4,1,true,ps,false,83,63,1,"renaissance",100,-14.294677070390826,3,0
horizons-cf-53,rupture,true,15.4,1,true,ps,false,83,63,1,"renaissance",100,-14.294677070390826,3,0
horizons-cf-53,coalition,true,15.4,1,true,ps,false,83,63,1,"renaissance",100,-14.294677070390826,3,0
horizons-cf-54,continuity,true,13,3,false,rn,false,66,29,0,"",100,-14.294677070390826,3,0
horizons-cf-54,rupture,true,12.7,3,false,rn,false,65,29,0,"",100,-14.294677070390826,3,0
horizons-cf-54,coalition,true,12.6,4,false,rn,false,64,34,0,"",100,-18.294677070390826,2,0
horizons-cf-55,continuity,true,11.8,4,false,ps,false,59,38,0,"",100,-14.294677070390826,1,0
horizons-cf-55,rupture,true,11.5,4,false,ps,false,58,38,0,"",100,-14.294677070390826,1,0
horizons-cf-55,coalition,true,13.4,3,false,ps,false,67,33,0,"",100,-14.294677070390826,2,0
horizons-cf-56,continuity,true,16.7,1,true,nouvelle_energie,true,93,65,2,"lr|renaissance",100,-14.294677070390826,2,0
horizons-cf-56,rupture,true,16.7,1,true,nouvelle_energie,true,93,65,2,"lr|renaissance",100,-14.294677070390826,2,0
horizons-cf-56,coalition,true,16.7,1,true,nouvelle_energie,true,93,65,2,"lr|renaissance",100,-14.294677070390826,2,0
horizons-cf-57,continuity,true,15,1,true,ecologistes,true,89,69,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-57,rupture,true,15,1,true,ecologistes,true,89,69,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-57,coalition,true,15,1,true,ecologistes,true,89,69,1,"renaissance",100,-14.294677070390826,0,0
horizons-cf-58,continuity,true,14.9,1,true,renaissance,true,90,64,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-58,rupture,true,14.9,1,true,renaissance,true,90,64,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-58,coalition,true,14.9,1,true,renaissance,true,90,64,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-59,continuity,true,18.1,1,true,rn,true,94,75,2,"renaissance|lr",100,-14.294677070390826,2,2
horizons-cf-59,rupture,true,18.7,1,true,rn,true,95,62,1,"renaissance",100,-14.294677070390826,2,2
horizons-cf-59,coalition,true,18.5,1,true,nouvelle_energie,true,94,60,1,"renaissance",100,-14.294677070390826,4,0
horizons-cf-60,continuity,true,16.9,1,true,lfi,true,90,52,1,"lr",100,-14.294677070390826,2,1
horizons-cf-60,rupture,true,16.4,1,true,lfi,true,89,43,1,"lr",100,-14.294677070390826,2,1
horizons-cf-60,coalition,true,17.8,1,true,lfi,true,93,57,2,"lr|renaissance",100,-14.294677070390826,2,1
horizons-cf-61,continuity,true,15.3,2,true,rn,true,91,75,2,"lr|renaissance",100,-17.634681351726023,1,0
horizons-cf-61,rupture,true,15.3,2,true,rn,true,91,75,2,"lr|renaissance",100,-17.634681351726023,1,0
horizons-cf-61,coalition,true,15.3,2,true,rn,true,91,75,2,"lr|renaissance",100,-17.634681351726023,1,0
horizons-cf-62,continuity,true,16,1,true,rn,true,89,59,2,"lr|renaissance",100,-18.294677070390826,1,0
horizons-cf-62,rupture,true,16,1,true,rn,true,89,59,2,"lr|renaissance",100,-18.294677070390826,1,0
horizons-cf-62,coalition,true,16,1,true,rn,true,89,59,2,"lr|renaissance",100,-18.294677070390826,1,0
horizons-cf-63,continuity,true,15,2,true,rn,true,91,70,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-63,rupture,true,15,2,true,rn,true,91,70,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-63,coalition,true,15,2,true,rn,true,91,70,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-64,continuity,true,17.9,1,true,lfi,true,92,58,2,"lr|renaissance",100,-14.294677070390826,3,0
horizons-cf-64,rupture,true,17.9,1,true,lfi,true,92,58,2,"lr|renaissance",100,-14.294677070390826,3,0
horizons-cf-64,coalition,true,17.9,1,true,lfi,true,92,58,2,"lr|renaissance",100,-14.294677070390826,3,0
horizons-cf-65,continuity,true,18,1,true,lr,true,94,56,1,"lr",100,-18.294677070390826,2,1
horizons-cf-65,rupture,true,16.6,1,true,lr,false,83,55,1,"lr",100,-18.294677070390826,2,1
horizons-cf-65,coalition,true,17.5,1,true,lr,true,93,63,2,"lr|renaissance",100,-14.294677070390826,1,1
horizons-cf-66,continuity,true,15.9,1,true,lfi,true,90,80,3,"nouvelle_energie|lr|renaissance",100,-18.294677070390826,2,0
horizons-cf-66,rupture,true,15.9,1,true,lfi,true,90,80,3,"nouvelle_energie|lr|renaissance",100,-18.294677070390826,2,0
horizons-cf-66,coalition,true,15.9,1,true,lfi,true,90,80,3,"nouvelle_energie|lr|renaissance",100,-18.294677070390826,2,0
horizons-cf-67,continuity,true,14.7,1,true,rn,true,90,66,1,"renaissance",100,-17.634681351726023,0,0
horizons-cf-67,rupture,true,14.7,1,true,rn,true,90,66,1,"renaissance",100,-17.634681351726023,0,0
horizons-cf-67,coalition,true,14.7,1,true,rn,true,90,66,1,"renaissance",100,-17.634681351726023,0,0
horizons-cf-68,continuity,true,17.2,1,true,rn,true,93,69,1,"lr",100,-17.634681351726023,3,1
horizons-cf-68,rupture,true,17.3,1,true,rn,true,92,64,0,"",100,-17.634681351726023,3,1
horizons-cf-68,coalition,true,16.5,1,true,rn,true,91,70,2,"lr|renaissance",100,-14.294677070390826,1,1
horizons-cf-69,continuity,true,18.8,1,true,nouvelle_energie,true,94,66,1,"renaissance",100,-17.634681351726023,1,0
horizons-cf-69,rupture,true,18.8,1,true,nouvelle_energie,true,94,66,1,"renaissance",100,-17.634681351726023,1,0
horizons-cf-69,coalition,true,18.8,1,true,nouvelle_energie,true,94,66,1,"renaissance",100,-17.634681351726023,1,0
horizons-cf-70,continuity,true,17.9,1,true,rn,true,93,69,1,"renaissance",100,-14.294677070390826,2,0
horizons-cf-70,rupture,true,17.9,1,true,rn,true,93,69,1,"renaissance",100,-14.294677070390826,2,0
horizons-cf-70,coalition,true,17.9,1,true,rn,true,93,69,1,"renaissance",100,-14.294677070390826,2,0
horizons-cf-71,continuity,true,18.5,1,true,ps,true,94,68,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-71,rupture,true,18.5,1,true,ps,true,94,68,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-71,coalition,true,18.5,1,true,ps,true,94,68,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-72,continuity,true,15.2,1,true,rn,true,86,64,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-72,rupture,true,15.2,1,true,rn,true,86,64,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-72,coalition,true,15.2,1,true,rn,true,86,64,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-73,continuity,true,15.6,1,true,rn,true,91,68,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-73,rupture,true,15.6,1,true,rn,true,91,68,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-73,coalition,true,15.6,1,true,rn,true,91,68,1,"renaissance",100,-18.294677070390826,0,0
horizons-cf-74,continuity,true,17,1,true,rn,true,89,51,1,"lr",100,-17.634681351726023,1,1
horizons-cf-74,rupture,true,18,1,true,renaissance,true,90,55,1,"nouvelle_energie",100,-14.294677070390826,1,2
horizons-cf-74,coalition,true,13.4,3,false,ps,false,65,37,0,"",100,-17.634681351726023,2,0
horizons-cf-75,continuity,true,15.9,1,true,ps,true,90,56,1,"lr",100,-18.294677070390826,2,1
horizons-cf-75,rupture,true,15.6,1,true,ps,true,90,47,1,"lr",100,-18.294677070390826,2,1
horizons-cf-75,coalition,true,15.5,1,true,lfi,true,88,61,2,"lr|renaissance",100,-14.294677070390826,2,3
horizons-cf-76,continuity,true,16.9,1,true,ps,false,84,46,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-76,rupture,true,16.9,1,true,ps,false,84,46,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-76,coalition,true,16.9,1,true,ps,false,84,46,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-77,continuity,true,13.8,3,false,ps,false,68,35,1,"lr",100,-17.634681351726023,0,0
horizons-cf-77,rupture,true,13.8,3,false,ps,false,68,35,1,"lr",100,-17.634681351726023,0,0
horizons-cf-77,coalition,true,13.8,3,false,ps,false,68,35,1,"lr",100,-17.634681351726023,0,0
horizons-cf-78,continuity,true,18.2,1,true,ps,true,91,62,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-78,rupture,true,18.2,1,true,ps,true,91,62,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-78,coalition,true,18.2,1,true,ps,true,91,62,1,"renaissance",100,-14.294677070390826,1,0
horizons-cf-79,continuity,true,15.9,1,true,lr,true,91,63,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-79,rupture,true,15.9,1,true,lr,true,91,63,2,"lr|renaissance",100,-14.294677070390826,1,0
horizons-cf-79,coalition,true,15.9,1,true,lr,true,91,63,2,"lr|renaissance",100,-14.294677070390826,1,0
