pairKey,playerPartyId,agent,withdrawnPartyId,withdrawnPartyPollingAtFork,maintainR1Leader,withdrawR1Leader,leaderChanged,maintainQualified,withdrawQualified,qualifiedSetChanged,maintainPlayerR1Score,withdrawPlayerR1Score,playerScoreDelta,maintainPlayerWon,withdrawPlayerWon,playerOutcomeChanged
horizons:opportuniste_electoral:473,horizons,opportuniste_electoral,reconquete,3.54,horizons,horizons,false,"[""horizons"",""ps""]","[""horizons"",""nouvelle_energie""]",true,27.1,21,-6.1,true,true,false
lr:opportuniste_electoral:474,lr,opportuniste_electoral,reconquete,3.67,horizons,lr,true,"[""horizons"",""lr""]","[""lr"",""horizons""]",false,16.2,23.2,7,true,true,false
rn:opportuniste_electoral:475,rn,opportuniste_electoral,reconquete,3.45,rn,rn,false,"[""rn"",""horizons""]","[""rn"",""horizons""]",false,27.4,23,-4.4,true,false,true
reconquete:opportuniste_electoral:476,reconquete,opportuniste_electoral,ecologistes,8.53,rn,rn,false,"[""rn"",""nouvelle_energie""]","[""rn"",""horizons""]",true,10.2,5.3,-4.9,false,false,false
nouvelle_energie:opportuniste_electoral:477,nouvelle_energie,opportuniste_electoral,reconquete,3.6,nouvelle_energie,nouvelle_energie,false,"[""nouvelle_energie"",""horizons""]","[""nouvelle_energie"",""rn""]",true,16.4,20,3.6,false,true,true
lfi:parti_dabord:478,lfi,parti_dabord,reconquete,3.46,lfi,lfi,false,"[""lfi"",""nouvelle_energie""]","[""lfi"",""horizons""]",true,18.3,19.9,1.6,true,false,true
ps:parti_dabord:479,ps,parti_dabord,reconquete,3.65,ps,ps,false,"[""ps"",""horizons""]","[""ps"",""horizons""]",false,23.2,25.7,2.5,true,true,false
ecologistes:parti_dabord:480,ecologistes,parti_dabord,reconquete,3.34,ecologistes,ecologistes,false,"[""ecologistes"",""rn""]","[""ecologistes"",""rn""]",false,15.2,18.7,3.5,true,true,false
renaissance:parti_dabord:481,renaissance,parti_dabord,reconquete,3.37,renaissance,renaissance,false,"[""renaissance"",""horizons""]","[""renaissance"",""rn""]",true,19.6,16.3,-3.3,true,true,false
horizons:parti_dabord:482,horizons,parti_dabord,reconquete,3.33,horizons,horizons,false,"[""horizons"",""rn""]","[""horizons"",""renaissance""]",true,23.8,25.4,1.6,true,true,false
lr:parti_dabord:483,lr,parti_dabord,reconquete,3.67,horizons,horizons,false,"[""horizons"",""lr""]","[""horizons"",""lr""]",false,15.5,16,0.5,false,false,false
rn:parti_dabord:484,rn,parti_dabord,reconquete,3.52,rn,rn,false,"[""rn"",""horizons""]","[""rn"",""horizons""]",false,21.1,24.8,3.7,true,false,true
reconquete:parti_dabord:485,reconquete,parti_dabord,ecologistes,9.27,horizons,ps,true,"[""horizons"",""rn""]","[""ps"",""rn""]",true,7,12.2,5.2,false,false,false
nouvelle_energie:parti_dabord:486,nouvelle_energie,parti_dabord,reconquete,4.14,horizons,nouvelle_energie,true,"[""horizons"",""ps""]","[""nouvelle_energie"",""horizons""]",true,12.6,19.9,7.3,false,false,false
lfi:mediatique:487,lfi,mediatique,reconquete,3.82,ps,rn,true,"[""ps"",""horizons""]","[""rn"",""horizons""]",true,11.8,12.9,1.1,false,false,false
ps:mediatique:488,ps,mediatique,reconquete,3.19,ps,ps,false,"[""ps"",""rn""]","[""ps"",""horizons""]",true,17.8,21.1,3.3,true,true,false
ecologistes:mediatique:489,ecologistes,mediatique,reconquete,3.73,nouvelle_energie,horizons,true,"[""nouvelle_energie"",""horizons""]","[""horizons"",""rn""]",true,11.2,12.2,1,false,false,false
renaissance:mediatique:490,renaissance,mediatique,reconquete,3.78,renaissance,renaissance,false,"[""renaissance"",""rn""]","[""renaissance"",""horizons""]",true,15.5,20.5,5,true,true,false
horizons:mediatique:491,horizons,mediatique,reconquete,3.5,horizons,horizons,false,"[""horizons"",""ps""]","[""horizons"",""rn""]",true,21.6,23.1,1.5,true,true,false
lr:mediatique:492,lr,mediatique,reconquete,3.72,lr,rn,true,"[""lr"",""rn""]","[""rn"",""horizons""]",true,20.6,13.6,-7,true,false,true
rn:mediatique:493,rn,mediatique,reconquete,4.03,rn,rn,false,"[""rn"",""horizons""]","[""rn"",""horizons""]",false,19.4,17.5,-1.9,false,false,false
reconquete:mediatique:494,reconquete,mediatique,ecologistes,8.06,rn,rn,false,"[""rn"",""lfi""]","[""rn"",""horizons""]",true,3.4,5.9,2.5,false,false,false
nouvelle_energie:mediatique:495,nouvelle_energie,mediatique,reconquete,3.78,horizons,lfi,true,"[""horizons"",""ps""]","[""lfi"",""rn""]",true,10.1,8.5,-1.6,false,false,false
lfi:contrarien:496,lfi,contrarien,reconquete,4.25,horizons,horizons,false,"[""horizons"",""rn""]","[""horizons"",""rn""]",false,6,11.8,5.8,false,false,false
ps:contrarien:497,ps,contrarien,reconquete,4.09,horizons,horizons,false,"[""horizons"",""rn""]","[""horizons"",""nouvelle_energie""]",true,13.1,13.2,0.1,false,false,false
ecologistes:contrarien:498,ecologistes,contrarien,reconquete,3.81,rn,rn,false,"[""rn"",""lr""]","[""rn"",""ecologistes""]",true,12.9,14.1,1.2,false,true,true
renaissance:contrarien:499,renaissance,contrarien,reconquete,4.3,horizons,horizons,false,"[""horizons"",""lr""]","[""horizons"",""rn""]",true,8.9,6.9,-2,false,false,false
horizons:contrarien:500,horizons,contrarien,reconquete,3.59,horizons,horizons,false,"[""horizons"",""ps""]","[""horizons"",""ps""]",false,19.5,18.2,-1.3,true,true,false
lr:contrarien:501,lr,contrarien,ecologistes,8.99,rn,rn,false,"[""rn"",""ps""]","[""rn"",""horizons""]",true,12.6,15.7,3.1,false,false,false
rn:contrarien:502,rn,contrarien,reconquete,3.57,horizons,horizons,false,"[""horizons"",""lr""]","[""horizons"",""rn""]",true,14.4,18.4,4,false,false,false
reconquete:contrarien:503,reconquete,contrarien,ecologistes,8.77,horizons,rn,true,"[""horizons"",""rn""]","[""rn"",""horizons""]",false,5,4.7,-0.3,false,false,false
nouvelle_energie:contrarien:504,nouvelle_energie,contrarien,reconquete,3.48,rn,rn,false,"[""rn"",""nouvelle_energie""]","[""rn"",""nouvelle_energie""]",false,15.4,14.7,-0.7,true,true,false
lfi:aleatoire:505,lfi,aleatoire,reconquete,3.7,horizons,lfi,true,"[""horizons"",""lfi""]","[""lfi"",""horizons""]",false,15.7,19.3,3.6,false,true,true
ps:aleatoire:506,ps,aleatoire,reconquete,3.54,ps,ps,false,"[""ps"",""horizons""]","[""ps"",""lr""]",true,19.8,21.6,1.8,true,false,true
ecologistes:aleatoire:507,ecologistes,aleatoire,reconquete,3.55,ecologistes,ecologistes,false,"[""ecologistes"",""horizons""]","[""ecologistes"",""ps""]",true,16.3,16,-0.3,true,false,true
renaissance:aleatoire:508,renaissance,aleatoire,reconquete,3.86,horizons,renaissance,true,"[""horizons"",""rn""]","[""renaissance"",""rn""]",true,13.6,17.2,3.6,false,true,true
horizons:aleatoire:509,horizons,aleatoire,reconquete,3.86,horizons,horizons,false,"[""horizons"",""rn""]","[""horizons"",""rn""]",false,18.6,22.3,3.7,true,true,false
lr:aleatoire:510,lr,aleatoire,reconquete,3.63,horizons,lr,true,"[""horizons"",""lr""]","[""lr"",""horizons""]",false,16.7,16.5,-0.2,true,false,true
rn:aleatoire:511,rn,aleatoire,reconquete,3.65,rn,rn,false,"[""rn"",""ps""]","[""rn"",""horizons""]",true,22.5,26.2,3.7,true,true,false
reconquete:aleatoire:512,reconquete,aleatoire,ecologistes,9.13,horizons,rn,true,"[""horizons"",""ps""]","[""rn"",""horizons""]",true,5.4,12,6.6,false,false,false
nouvelle_energie:aleatoire:513,nouvelle_energie,aleatoire,reconquete,3.41,nouvelle_energie,nouvelle_energie,false,"[""nouvelle_energie"",""ps""]","[""nouvelle_energie"",""ps""]",false,16.5,21,4.5,false,true,true
lfi:prudent:514,lfi,prudent,reconquete,3.48,lfi,lfi,false,"[""lfi"",""horizons""]","[""lfi"",""horizons""]",false,21.9,25.1,3.2,true,true,false
ps:prudent:515,ps,prudent,reconquete,2.93,ps,ps,false,"[""ps"",""rn""]","[""ps"",""nouvelle_energie""]",true,19.3,28.3,9,true,true,false
ecologistes:prudent:516,ecologistes,prudent,reconquete,3.85,ecologistes,ecologistes,false,"[""ecologistes"",""ps""]","[""ecologistes"",""nouvelle_energie""]",true,23.6,16.4,-7.2,true,true,false
renaissance:prudent:517,renaissance,prudent,reconquete,2.92,renaissance,renaissance,false,"[""renaissance"",""horizons""]","[""renaissance"",""horizons""]",false,20.8,18.3,-2.5,true,true,false
horizons:prudent:518,horizons,prudent,reconquete,3.48,horizons,horizons,false,"[""horizons"",""nouvelle_energie""]","[""horizons"",""rn""]",true,24,21,-3,true,true,false
lr:prudent:519,lr,prudent,reconquete,4.13,lr,lr,false,"[""lr"",""rn""]","[""lr"",""rn""]",false,19.1,17.2,-1.9,true,true,false
rn:prudent:520,rn,prudent,reconquete,3.7,rn,rn,false,"[""rn"",""horizons""]","[""rn"",""horizons""]",false,26.9,27,0.1,true,true,false
