runKey,partyId,agent,r1Leader,r1LeaderScore,r1RunnerUpScore,r1Gap,r1StdDev,withdrawals,replacements,primaries,dissidences,alliances,endorsements,rallyings,playerQualified,playerWon
lfi:aleatoire:0,lfi,aleatoire,lfi,20.3,14.6,5.7,4.359,0,0,0,0,2,2,0,true,true
lfi:aleatoire:1,lfi,aleatoire,lfi,21.1,14.9,6.2,4.307,0,0,0,0,1,1,0,true,true
lfi:aleatoire:2,lfi,aleatoire,rn,15.5,14.8,0.7,2.977,0,0,0,0,2,1,0,false,false
lfi:aleatoire:3,lfi,aleatoire,lfi,19.8,15.7,4.1,5.027,0,0,0,0,2,0,0,true,true
lfi:aleatoire:4,lfi,aleatoire,lfi,16,13,3,2.623,0,0,0,0,2,0,0,true,true
lfi:aleatoire:5,lfi,aleatoire,lfi,17.6,14.3,3.3,4.234,0,0,0,0,2,2,0,true,true
lfi:aleatoire:6,lfi,aleatoire,lfi,18.4,14.6,3.8,3.618,0,0,0,0,2,1,0,true,true
lfi:aleatoire:7,lfi,aleatoire,lfi,18.6,13.2,5.4,3.887,0,0,0,0,1,0,0,true,true
lfi:aleatoire:8,lfi,aleatoire,rn,16,13.9,2.1,2.812,0,0,0,0,0,0,0,false,false
lfi:aleatoire:9,lfi,aleatoire,lfi,19.7,14.4,5.3,3.864,0,0,0,0,1,0,0,true,true
lfi:aleatoire:10,lfi,aleatoire,ps,15.3,14.8,0.5,4.213,0,0,0,0,0,0,0,true,false
lfi:aleatoire:11,lfi,aleatoire,horizons,16.6,14.9,1.7,4.226,0,0,0,0,2,1,0,true,false
lfi:aleatoire:12,lfi,aleatoire,lfi,20.8,12.2,8.6,4.15,0,0,0,0,2,0,0,true,true
lfi:aleatoire:13,lfi,aleatoire,lfi,22.7,14,8.7,5.281,0,0,0,0,2,1,0,true,true
lfi:aleatoire:14,lfi,aleatoire,lfi,18.2,14,4.2,3.64,0,0,0,0,0,4,0,true,true
lfi:aleatoire:15,lfi,aleatoire,lfi,19.1,15.6,3.5,4.698,0,0,0,0,2,1,0,true,true
lfi:aleatoire:16,lfi,aleatoire,lfi,21.5,12.6,8.9,4.387,0,0,0,0,0,3,0,true,true
lfi:aleatoire:17,lfi,aleatoire,lfi,21.7,16,5.7,4.794,0,0,0,0,3,3,0,true,true
lfi:aleatoire:18,lfi,aleatoire,lfi,24.8,17.1,7.7,6.071,0,0,0,0,1,0,0,true,true
lfi:aleatoire:19,lfi,aleatoire,lfi,17.4,14.1,3.3,3.307,0,0,0,0,3,1,0,true,true
lfi:aleatoire:20,lfi,aleatoire,lfi,17.7,13.1,4.6,3.681,0,0,0,0,1,1,0,true,true
lfi:aleatoire:21,lfi,aleatoire,lfi,16.2,15.2,1,3.795,0,0,0,0,2,1,0,true,false
lfi:aleatoire:22,lfi,aleatoire,lfi,19.7,15.7,4,5.265,0,0,0,0,0,0,0,true,false
lfi:aleatoire:23,lfi,aleatoire,lfi,25,14.8,10.2,6.141,0,0,0,0,1,0,0,true,true
lfi:aleatoire:24,lfi,aleatoire,lfi,18.9,17,1.9,4.487,0,0,0,0,3,0,0,true,true
lfi:aleatoire:25,lfi,aleatoire,lfi,19.8,14.5,5.3,4.096,0,0,0,0,3,1,0,true,true
lfi:aleatoire:26,lfi,aleatoire,lfi,24.1,15.5,8.6,5.625,0,2,0,0,1,2,0,true,true
lfi:aleatoire:27,lfi,aleatoire,lfi,18.4,14.1,4.3,4.328,0,1,0,0,1,3,0,true,true
lfi:aleatoire:28,lfi,aleatoire,lfi,16.9,16,0.9,3.34,0,0,0,0,3,1,0,true,true
lfi:aleatoire:29,lfi,aleatoire,lfi,20.1,14.1,6,4.507,0,0,0,0,0,1,0,true,true
lfi:aleatoire:30,lfi,aleatoire,lfi,19.3,14.1,5.2,4.765,0,0,0,0,2,1,0,true,true
lfi:aleatoire:31,lfi,aleatoire,lfi,20.8,16.6,4.2,5.086,0,0,0,0,0,0,0,true,false
lfi:aleatoire:32,lfi,aleatoire,ps,20,18.2,1.8,5.376,0,0,0,0,1,2,0,false,false
lfi:aleatoire:33,lfi,aleatoire,lfi,18.3,15.6,2.7,4.393,0,0,0,0,1,2,0,true,false
lfi:aleatoire:34,lfi,aleatoire,nouvelle_energie,15.4,14.3,1.1,3.477,0,0,0,0,1,2,0,false,false
lfi:aleatoire:35,lfi,aleatoire,lfi,23,13,10,5.344,0,0,0,0,1,0,0,true,true
lfi:aleatoire:36,lfi,aleatoire,lfi,18.4,14.8,3.6,4.613,0,0,0,0,3,2,0,true,true
lfi:aleatoire:37,lfi,aleatoire,rn,16,15.3,0.7,3.547,0,0,0,0,2,1,0,true,true
lfi:aleatoire:38,lfi,aleatoire,lfi,21.3,13.9,7.4,4.56,0,1,0,0,1,1,0,true,true
lfi:aleatoire:39,lfi,aleatoire,lfi,16.9,14.9,2,4.394,0,0,0,0,2,3,0,true,true
lfi:aleatoire:40,lfi,aleatoire,lfi,24.4,12.5,11.9,5.121,0,0,0,0,1,1,0,true,true
lfi:aleatoire:41,lfi,aleatoire,lfi,19.4,13,6.4,4.647,0,0,0,0,2,2,0,true,true
lfi:aleatoire:42,lfi,aleatoire,lfi,20,16.6,3.4,4.383,0,0,0,0,1,1,0,true,true
lfi:aleatoire:43,lfi,aleatoire,lfi,19.4,13.5,5.9,3.504,0,0,0,0,2,0,0,true,true
lfi:aleatoire:44,lfi,aleatoire,lfi,21.9,13.6,8.3,4.955,0,0,0,0,2,1,0,true,true
lfi:aleatoire:45,lfi,aleatoire,lfi,20.8,15.1,5.7,5.166,0,0,0,0,2,1,0,true,true
lfi:aleatoire:46,lfi,aleatoire,lfi,24.4,13.1,11.3,5.241,0,0,0,0,1,3,0,true,true
lfi:aleatoire:47,lfi,aleatoire,lfi,16.7,13.5,3.2,3.993,0,0,0,0,1,0,0,true,false
lfi:aleatoire:48,lfi,aleatoire,ps,16.5,14.1,2.4,4.543,0,0,0,0,0,2,0,false,false
lfi:aleatoire:49,lfi,aleatoire,lfi,20.8,13.8,7,5.186,0,0,0,0,2,2,0,true,true
lfi:aleatoire:50,lfi,aleatoire,lfi,19,15.2,3.8,4.646,0,0,0,0,3,1,0,true,true
lfi:aleatoire:51,lfi,aleatoire,lfi,19.2,16.1,3.1,4.099,0,0,0,0,2,2,0,true,true
lfi:aleatoire:52,lfi,aleatoire,lfi,21.6,17.6,4,5.735,0,0,0,0,3,0,0,true,true
lfi:aleatoire:53,lfi,aleatoire,lfi,20.2,16,4.2,5.246,0,0,0,0,0,5,0,true,false
lfi:aleatoire:54,lfi,aleatoire,lfi,21.8,14.7,7.1,5.249,0,0,0,0,3,0,0,true,true
lfi:aleatoire:55,lfi,aleatoire,lfi,18.1,13.2,4.9,3.205,0,0,0,0,2,4,0,true,false
lfi:aleatoire:56,lfi,aleatoire,lfi,19.7,16.2,3.5,4.223,0,0,0,0,1,2,0,true,false
lfi:aleatoire:57,lfi,aleatoire,lfi,17.9,13.9,4,3.21,0,0,0,0,1,0,0,true,true
lfi:aleatoire:58,lfi,aleatoire,lfi,22.3,14.5,7.8,5.321,0,0,0,0,2,1,0,true,true
lfi:aleatoire:59,lfi,aleatoire,lfi,21.5,14.7,6.8,4.673,0,0,0,0,1,2,0,true,false
lfi:aleatoire:60,lfi,aleatoire,lfi,18.1,15.5,2.6,4.781,0,0,0,0,1,1,0,true,false
lfi:aleatoire:61,lfi,aleatoire,nouvelle_energie,15.2,14.3,0.9,3.611,0,0,0,0,3,1,0,true,false
lfi:aleatoire:62,lfi,aleatoire,nouvelle_energie,16.5,14.2,2.3,3.953,0,0,0,0,0,2,0,false,false
lfi:aleatoire:63,lfi,aleatoire,lfi,20.9,14.1,6.8,4.652,0,0,0,0,2,0,0,true,true
lfi:aleatoire:64,lfi,aleatoire,lfi,19.3,14.9,4.4,4.864,0,0,0,0,1,3,0,true,false
lfi:aleatoire:65,lfi,aleatoire,lfi,15.7,13.5,2.2,3.584,0,0,0,0,2,0,0,true,false
lfi:aleatoire:66,lfi,aleatoire,lfi,20.1,12.5,7.6,3.832,0,0,0,0,0,1,0,true,false
lfi:aleatoire:67,lfi,aleatoire,lfi,23.3,13.8,9.5,5.255,0,0,0,0,2,1,0,true,true
lfi:aleatoire:68,lfi,aleatoire,lfi,20.8,13.3,7.5,4.043,0,0,0,0,0,2,0,true,true
lfi:aleatoire:69,lfi,aleatoire,lfi,21.6,13,8.6,4.628,0,0,0,0,1,2,0,true,false
lfi:aleatoire:70,lfi,aleatoire,lfi,23.6,13.8,9.8,5.347,0,0,0,0,2,1,0,true,true
lfi:aleatoire:71,lfi,aleatoire,lfi,13.8,13.7,0.1,2.747,0,0,0,0,1,0,0,true,false
lfi:aleatoire:72,lfi,aleatoire,lfi,19.9,14.1,5.8,4.923,0,0,0,0,1,2,0,true,false
lfi:aleatoire:73,lfi,aleatoire,lfi,18.1,15,3.1,4.233,0,1,0,0,0,1,0,true,false
lfi:aleatoire:74,lfi,aleatoire,lfi,27.6,13.1,14.5,6.37,0,0,0,0,2,0,0,true,true
lfi:aleatoire:75,lfi,aleatoire,ps,16.8,14.3,2.5,3.934,0,0,0,0,2,1,0,false,false
lfi:prudent:0,lfi,prudent,lfi,22.6,17.3,5.3,5.805,0,0,0,0,1,1,0,true,true
lfi:prudent:1,lfi,prudent,lfi,27.3,11.7,15.6,6.033,0,0,0,0,0,1,0,true,true
lfi:prudent:2,lfi,prudent,lfi,25.6,14.4,11.2,5.81,0,1,0,0,1,2,0,true,true
lfi:prudent:3,lfi,prudent,lfi,20.3,13.5,6.8,4.344,0,0,0,0,3,3,0,true,true
lfi:prudent:4,lfi,prudent,lfi,21.7,14.6,7.1,4.675,0,0,0,0,0,2,0,true,true
lfi:prudent:5,lfi,prudent,lfi,22.9,13.4,9.5,5.217,0,0,0,0,3,0,0,true,true
lfi:prudent:6,lfi,prudent,lfi,23.2,12.1,11.1,4.588,0,0,0,0,2,5,0,true,true
lfi:prudent:7,lfi,prudent,lfi,17.1,16.2,0.9,4.124,0,0,0,0,2,1,0,true,true
lfi:prudent:8,lfi,prudent,lfi,22.3,16.4,5.9,5.197,0,0,0,0,2,1,0,true,true
lfi:prudent:9,lfi,prudent,lfi,24.3,13.9,10.4,5.061,0,0,0,0,1,2,0,true,true
lfi:prudent:10,lfi,prudent,lfi,21.8,16.5,5.3,5.034,0,0,0,0,1,1,0,true,true
lfi:prudent:11,lfi,prudent,lfi,19.8,15.1,4.7,4.694,0,0,0,0,2,2,0,true,true
lfi:prudent:12,lfi,prudent,lfi,23.3,12.6,10.7,4.732,0,0,0,0,1,0,0,true,true
lfi:prudent:13,lfi,prudent,lfi,22.4,13.5,8.9,5.237,0,0,0,0,3,0,0,true,true
lfi:prudent:14,lfi,prudent,lfi,22.2,12.8,9.4,5.087,0,1,0,0,2,0,0,true,true
lfi:prudent:15,lfi,prudent,lfi,16.2,15.1,1.1,4.196,0,0,0,0,1,2,0,true,false
lfi:prudent:16,lfi,prudent,lfi,18.2,13.1,5.1,4.191,0,0,0,0,3,1,0,true,true
lfi:prudent:17,lfi,prudent,lfi,22.4,14.2,8.2,5.142,0,0,0,0,3,2,0,true,true
lfi:prudent:18,lfi,prudent,lfi,25.5,13.1,12.4,5.598,0,0,0,0,2,2,0,true,true
lfi:prudent:19,lfi,prudent,lfi,26.4,16.9,9.5,6.486,0,0,0,0,1,0,0,true,true
lfi:prudent:20,lfi,prudent,lfi,21.4,14.9,6.5,5.317,0,0,0,0,3,1,0,true,true
lfi:prudent:21,lfi,prudent,lfi,26.8,12.4,14.4,5.898,0,0,0,0,1,1,0,true,true
lfi:prudent:22,lfi,prudent,lfi,19.2,14.1,5.1,3.801,0,0,0,0,0,1,0,true,true
lfi:prudent:23,lfi,prudent,lfi,21.3,14.2,7.1,4.46,0,0,0,0,1,1,0,true,true
lfi:prudent:24,lfi,prudent,lfi,21,14.4,6.6,4.575,0,0,0,0,2,0,0,true,true
lfi:prudent:25,lfi,prudent,lfi,23.7,11.5,12.2,4.786,0,0,0,0,1,2,0,true,true
lfi:prudent:26,lfi,prudent,lfi,23.5,14.3,9.2,5.354,0,1,0,0,1,1,0,true,true
lfi:prudent:27,lfi,prudent,lfi,23.3,13.3,10,5.152,0,0,0,0,1,4,0,true,true
lfi:prudent:28,lfi,prudent,lfi,24,13.7,10.3,5.324,0,0,0,0,1,1,0,true,true
lfi:prudent:29,lfi,prudent,lfi,22.5,13.9,8.6,5.497,0,1,0,0,3,1,0,true,true
lfi:prudent:30,lfi,prudent,lfi,21.1,16.9,4.2,5.067,0,0,0,0,0,2,0,true,false
lfi:prudent:31,lfi,prudent,lfi,22.7,12.8,9.9,4.699,0,0,0,0,2,2,0,true,true
lfi:prudent:32,lfi,prudent,lfi,23.9,12.8,11.1,5.367,0,0,0,0,1,2,0,true,true
lfi:prudent:33,lfi,prudent,lfi,20,14,6,4.057,0,0,0,0,3,2,0,true,true
lfi:prudent:34,lfi,prudent,lfi,20.7,12.9,7.8,3.969,0,0,0,0,1,3,0,true,true
lfi:prudent:35,lfi,prudent,lfi,22.6,15.4,7.2,5.748,0,0,0,0,2,0,0,true,true
lfi:prudent:36,lfi,prudent,lfi,17.2,12.3,4.9,2.744,0,0,0,0,1,1,0,true,true
lfi:prudent:37,lfi,prudent,lfi,18.3,15.4,2.9,4.84,0,0,0,0,1,0,0,true,true
lfi:prudent:38,lfi,prudent,lfi,24.1,14.5,9.6,5.238,0,0,0,0,3,0,0,true,true
lfi:prudent:39,lfi,prudent,lfi,22.8,15.4,7.4,5.363,0,0,0,0,2,0,0,true,false
lfi:prudent:40,lfi,prudent,lfi,22.1,13.4,8.7,4.838,0,0,0,0,1,2,0,true,true
lfi:prudent:41,lfi,prudent,lfi,22.2,13.3,8.9,4.68,0,0,0,0,1,2,0,true,true
lfi:prudent:42,lfi,prudent,lfi,23.3,15.3,8,5.295,0,0,0,0,3,0,0,true,true
lfi:prudent:43,lfi,prudent,lfi,22.1,12.9,9.2,4.751,0,0,0,0,1,1,0,true,true
lfi:prudent:44,lfi,prudent,lfi,19.7,16.3,3.4,4.376,0,0,0,0,1,0,0,true,true
lfi:prudent:45,lfi,prudent,lfi,22.9,15.5,7.4,5.939,0,0,0,0,2,2,0,true,true
lfi:prudent:46,lfi,prudent,lfi,21,15.4,5.6,5.167,0,0,0,0,3,1,0,true,true
lfi:prudent:47,lfi,prudent,lfi,22.8,17.7,5.1,6.085,0,0,0,0,2,2,0,true,true
lfi:prudent:48,lfi,prudent,lfi,24.5,13.5,11,5.559,0,1,0,0,2,2,0,true,true
lfi:prudent:49,lfi,prudent,lfi,23.2,14.1,9.1,5.279,0,0,0,0,2,0,0,true,true
lfi:prudent:50,lfi,prudent,lfi,24.3,12.2,12.1,5.074,0,0,0,0,2,1,0,true,true
lfi:prudent:51,lfi,prudent,lfi,20.7,16.5,4.2,4.874,0,0,0,0,1,1,0,true,true
lfi:prudent:52,lfi,prudent,lfi,26,13.8,12.2,6.494,0,0,0,0,2,2,0,true,true
lfi:prudent:53,lfi,prudent,lfi,23.4,15.7,7.7,5.512,0,0,0,0,1,3,0,true,true
lfi:prudent:54,lfi,prudent,lfi,20,13.4,6.6,3.796,0,0,0,0,3,1,0,true,true
lfi:prudent:55,lfi,prudent,lfi,21.1,14.1,7,4.648,0,0,0,0,3,1,0,true,false
lfi:prudent:56,lfi,prudent,lfi,26.8,13.8,13,6.276,0,0,0,0,4,4,0,true,true
lfi:prudent:57,lfi,prudent,lfi,24.4,14.8,9.6,5.701,0,1,0,0,3,2,0,true,true
lfi:prudent:58,lfi,prudent,lfi,20.7,14.6,6.1,4.807,0,0,0,0,2,1,0,true,true
lfi:prudent:59,lfi,prudent,lfi,23.5,12.8,10.7,5.585,0,0,0,0,1,2,0,true,true
lfi:prudent:60,lfi,prudent,lfi,20.2,13.1,7.1,3.809,0,0,0,0,1,0,0,true,true
lfi:prudent:61,lfi,prudent,lfi,18.9,15.8,3.1,5.036,0,0,0,0,2,2,0,true,false
lfi:prudent:62,lfi,prudent,lfi,19.3,14.4,4.9,4.748,0,0,0,0,0,2,0,true,true
lfi:prudent:63,lfi,prudent,lfi,25.4,14.9,10.5,5.964,0,0,0,0,2,2,0,true,true
lfi:prudent:64,lfi,prudent,lfi,24.6,13.8,10.8,5.636,0,0,0,0,2,1,0,true,true
lfi:prudent:65,lfi,prudent,lfi,19.2,13.7,5.5,3.591,0,0,0,0,1,2,0,true,true
lfi:prudent:66,lfi,prudent,lfi,23.8,16.4,7.4,6.013,0,0,0,0,1,1,0,true,false
lfi:prudent:67,lfi,prudent,lfi,28.2,14.4,13.8,7.068,0,0,0,0,2,0,0,true,true
lfi:prudent:68,lfi,prudent,lfi,18.4,15.4,3,4.042,0,0,0,0,1,1,0,true,true
lfi:prudent:69,lfi,prudent,lfi,26,16,10,6.579,0,0,0,0,2,2,0,true,true
lfi:prudent:70,lfi,prudent,lfi,19,14,5,4.668,0,0,0,0,0,2,0,true,true
lfi:prudent:71,lfi,prudent,lfi,25.2,14.3,10.9,5.97,0,0,0,0,2,3,0,true,true
lfi:prudent:72,lfi,prudent,lfi,21,12.7,8.3,4.279,0,0,0,0,3,2,0,true,true
lfi:prudent:73,lfi,prudent,lfi,19.2,16.2,3,4.772,0,0,0,0,2,2,0,true,true
lfi:prudent:74,lfi,prudent,lfi,24,14.9,9.1,5.569,0,0,0,0,0,0,0,true,true
lfi:prudent:75,lfi,prudent,lfi,22.1,15.9,6.2,5.102,0,1,0,0,1,2,0,true,true
lfi:risque:0,lfi,risque,lfi,24.1,13.4,10.7,5.434,0,0,0,0,1,3,0,true,true
lfi:risque:1,lfi,risque,lfi,18.7,14,4.7,4.369,0,0,0,0,2,0,0,true,true
lfi:risque:2,lfi,risque,lfi,16.2,15.9,0.3,4.32,0,1,0,0,0,1,0,true,true
lfi:risque:3,lfi,risque,lfi,21.2,13.5,7.7,4.439,0,0,0,0,0,0,0,true,true
lfi:risque:4,lfi,risque,lfi,18.9,15.2,3.7,4.968,0,0,0,0,2,2,0,true,true
lfi:risque:5,lfi,risque,lfi,28.9,12.3,16.6,6.936,0,0,0,0,2,0,0,true,true
lfi:risque:6,lfi,risque,lfi,21.3,15.1,6.2,5.305,0,0,0,0,1,1,0,true,true
lfi:risque:7,lfi,risque,lfi,18.4,14.5,3.9,3.909,0,0,0,0,3,2,0,true,true
lfi:risque:8,lfi,risque,lfi,21.6,13.3,8.3,4.316,0,0,0,0,2,4,0,true,true
lfi:risque:9,lfi,risque,lfi,22.1,15.1,7,5.63,0,0,0,0,1,1,0,true,true
lfi:risque:10,lfi,risque,horizons,15.2,14.1,1.1,4.133,0,0,0,0,2,2,0,true,false
lfi:risque:11,lfi,risque,lfi,18.6,12.3,6.3,3.283,0,0,0,0,2,1,0,true,true
lfi:risque:12,lfi,risque,lfi,22.1,13.1,9,4.814,0,0,0,0,2,1,0,true,true
lfi:risque:13,lfi,risque,lfi,24.2,15.2,9,5.995,0,0,0,0,1,0,0,true,false
lfi:risque:14,lfi,risque,lfi,20.4,12.9,7.5,4.367,0,0,0,0,0,1,0,true,true
lfi:risque:15,lfi,risque,lfi,22.4,15.5,6.9,4.813,0,1,0,0,3,0,0,true,true
lfi:risque:16,lfi,risque,lfi,19.9,12.9,7,4.352,0,0,0,0,1,0,0,true,true
lfi:risque:17,lfi,risque,lfi,21,14.2,6.8,4.517,0,0,0,0,2,1,0,true,true
lfi:risque:18,lfi,risque,lfi,17.7,12.7,5,3.754,0,0,0,0,1,2,0,true,false
lfi:risque:19,lfi,risque,lfi,18.8,12.6,6.2,3.443,0,0,0,0,1,3,0,true,false
lfi:risque:20,lfi,risque,lfi,16.7,15.5,1.2,4.722,0,0,0,0,0,1,0,true,true
lfi:risque:21,lfi,risque,lfi,20.2,15.5,4.7,4.975,0,0,0,0,2,2,0,true,true
lfi:risque:22,lfi,risque,lfi,20.3,12.2,8.1,4.193,0,1,0,0,1,3,0,true,true
lfi:risque:23,lfi,risque,lfi,20.1,15.4,4.7,4.273,0,0,0,0,1,1,0,true,false
lfi:risque:24,lfi,risque,lfi,21.1,12.3,8.8,4.736,0,0,0,0,2,0,0,true,true
lfi:risque:25,lfi,risque,lfi,17.8,14,3.8,3.946,0,0,0,0,2,2,0,true,true
lfi:risque:26,lfi,risque,lfi,20.9,14.5,6.4,4.665,0,0,0,0,3,2,0,true,true
lfi:risque:27,lfi,risque,lfi,21,14.8,6.2,5.159,0,0,0,0,2,0,0,true,true
lfi:risque:28,lfi,risque,lfi,19.7,15.5,4.2,4.894,0,0,0,0,2,0,0,true,true
lfi:risque:29,lfi,risque,lfi,20.8,14,6.8,4.702,0,0,0,0,2,1,0,true,true
lfi:risque:30,lfi,risque,lfi,18.7,16.4,2.3,4.961,0,0,0,0,1,0,0,true,false
lfi:risque:31,lfi,risque,rn,17.1,14.8,2.3,4.019,0,0,0,0,0,3,0,false,false
lfi:risque:32,lfi,risque,lfi,23.7,14.5,9.2,5.226,0,0,0,0,3,2,0,true,true
lfi:risque:33,lfi,risque,lfi,16.9,15.4,1.5,4.409,0,0,0,0,1,2,0,true,true
lfi:risque:34,lfi,risque,lfi,23.1,16.1,7,6.024,0,1,0,0,3,1,0,true,true
lfi:risque:35,lfi,risque,lfi,23,12.5,10.5,5.16,0,0,0,0,1,1,0,true,true
lfi:risque:36,lfi,risque,lfi,22.1,14.1,8,5.147,0,0,0,0,2,1,0,true,true
lfi:risque:37,lfi,risque,lfi,21.1,12.7,8.4,4.349,0,0,0,0,1,1,0,true,false
lfi:risque:38,lfi,risque,lfi,18.8,12.8,6,3.712,0,0,0,0,2,2,0,true,true
lfi:risque:39,lfi,risque,lfi,19.6,13.1,6.5,3.825,0,0,0,0,0,0,0,true,true
lfi:risque:40,lfi,risque,lfi,21,11.7,9.3,3.978,0,0,0,0,1,0,0,true,true
lfi:risque:41,lfi,risque,lfi,25.7,13.6,12.1,5.828,0,1,0,0,2,0,0,true,true
lfi:risque:42,lfi,risque,lfi,21.9,14.8,7.1,4.581,0,0,0,0,1,1,0,true,true
lfi:risque:43,lfi,risque,lfi,20.8,13.7,7.1,4.728,0,1,0,0,2,1,0,true,false
lfi:risque:44,lfi,risque,lfi,14.3,14.1,0.2,2.33,0,1,0,0,0,3,0,true,false
lfi:risque:45,lfi,risque,lfi,13.2,12.7,0.5,2.975,0,1,0,0,2,1,0,true,true
lfi:risque:46,lfi,risque,lfi,15,14.5,0.5,3.798,0,1,0,0,2,0,0,true,true
lfi:risque:47,lfi,risque,lfi,24.8,14.5,10.3,5.853,0,0,0,0,2,1,0,true,true
lfi:risque:48,lfi,risque,lfi,17.6,15.4,2.2,4.58,0,0,0,0,1,1,0,true,true
lfi:risque:49,lfi,risque,lfi,23.4,12.9,10.5,5.145,0,0,1,0,3,1,0,true,true
lfi:risque:50,lfi,risque,lfi,21.7,12,9.7,4.104,0,0,0,0,0,4,0,true,true
lfi:risque:51,lfi,risque,lfi,19.1,13.9,5.2,4.238,0,0,0,0,1,2,0,true,false
lfi:risque:52,lfi,risque,lfi,17.5,16.5,1,4.163,0,0,0,0,2,0,0,true,true
lfi:risque:53,lfi,risque,lfi,26.2,14,12.2,5.963,0,0,0,0,1,0,0,true,true
lfi:risque:54,lfi,risque,lfi,23.4,14,9.4,5.612,0,0,0,0,1,3,0,true,true
lfi:risque:55,lfi,risque,lfi,20.2,14.6,5.6,4.162,0,0,0,0,2,1,0,true,false
lfi:risque:56,lfi,risque,lfi,17.8,15.3,2.5,4.009,0,0,0,0,2,1,0,true,true
lfi:risque:57,lfi,risque,lfi,17.7,16.2,1.5,3.914,0,0,0,0,1,2,0,true,true
lfi:risque:58,lfi,risque,lfi,24,13.7,10.3,5.605,0,0,0,0,0,1,0,true,true
lfi:risque:59,lfi,risque,lfi,23.8,13.8,10,5.274,0,0,0,0,2,1,0,true,true
lfi:risque:60,lfi,risque,lfi,21.7,13.1,8.6,4.265,0,0,0,0,1,0,0,true,true
lfi:risque:61,lfi,risque,lfi,17,15.4,1.6,4.459,0,0,0,0,1,1,0,true,true
lfi:risque:62,lfi,risque,lfi,18.8,14.4,4.4,3.671,0,0,0,0,3,4,0,true,false
lfi:risque:63,lfi,risque,ps,16.2,15,1.2,3.974,0,1,0,0,1,0,0,true,true
lfi:risque:64,lfi,risque,lfi,15.9,14,1.9,3.424,0,0,0,0,2,0,0,true,true
lfi:risque:65,lfi,risque,lfi,17.3,13.8,3.5,3.509,0,0,0,0,2,1,0,true,true
lfi:risque:66,lfi,risque,lfi,22.8,15,7.8,5.153,0,0,0,0,2,0,0,true,true
lfi:risque:67,lfi,risque,rn,16,15.9,0.1,3.568,0,0,0,0,3,2,0,false,false
lfi:risque:68,lfi,risque,lfi,19.8,14.1,5.7,4.801,0,0,0,0,1,3,0,true,true
lfi:risque:69,lfi,risque,lfi,16.9,15.1,1.8,3.828,0,0,0,0,3,0,0,true,true
lfi:risque:70,lfi,risque,lfi,24.5,11.6,12.9,4.972,0,0,0,0,0,3,0,true,true
lfi:risque:71,lfi,risque,lfi,20.6,12.9,7.7,4.156,0,1,0,0,2,0,0,true,true
lfi:risque:72,lfi,risque,lfi,19,13.5,5.5,4.173,0,0,0,0,2,2,0,true,false
lfi:risque:73,lfi,risque,lfi,14.4,13,1.4,2.959,0,1,0,0,3,1,0,true,false
lfi:risque:74,lfi,risque,lfi,25,15.9,9.1,6.084,0,0,0,0,2,1,0,true,true
lfi:risque:75,lfi,risque,lfi,21.7,13.1,8.6,4.745,0,0,0,0,2,3,0,true,true
lfi:ideologiquement_coherent:0,lfi,ideologiquement_coherent,lfi,23.5,13.5,10,5.592,0,0,0,0,3,3,0,true,true
lfi:ideologiquement_coherent:1,lfi,ideologiquement_coherent,lfi,25.8,17.2,8.6,6.368,0,0,0,0,3,1,0,true,true
lfi:ideologiquement_coherent:2,lfi,ideologiquement_coherent,lfi,22.9,12.7,10.2,5.036,0,0,0,0,1,2,0,true,false
lfi:ideologiquement_coherent:3,lfi,ideologiquement_coherent,lfi,24.1,14.3,9.8,5.694,0,0,0,0,2,2,0,true,false
lfi:ideologiquement_coherent:4,lfi,ideologiquement_coherent,lfi,27.1,11.6,15.5,6.008,0,0,0,0,0,2,0,true,true
lfi:ideologiquement_coherent:5,lfi,ideologiquement_coherent,lfi,20,15.9,4.1,4.559,0,0,0,0,2,1,0,true,true
lfi:ideologiquement_coherent:6,lfi,ideologiquement_coherent,lfi,27,13,14,6.416,0,0,0,0,2,2,0,true,true
lfi:ideologiquement_coherent:7,lfi,ideologiquement_coherent,lfi,23.4,15.8,7.6,5.348,0,0,0,0,0,4,0,true,false
lfi:ideologiquement_coherent:8,lfi,ideologiquement_coherent,lfi,25.5,12.7,12.8,5.629,0,0,0,0,2,0,0,true,true
lfi:ideologiquement_coherent:9,lfi,ideologiquement_coherent,lfi,24.3,14.4,9.9,5.86,0,0,0,0,1,2,0,true,true
lfi:ideologiquement_coherent:10,lfi,ideologiquement_coherent,lfi,21.2,15.5,5.7,4.543,0,0,0,0,0,0,0,true,true
lfi:ideologiquement_coherent:11,lfi,ideologiquement_coherent,lfi,23.7,14.1,9.6,5.243,0,0,0,0,2,2,0,true,true
lfi:ideologiquement_coherent:12,lfi,ideologiquement_coherent,lfi,24,16.1,7.9,6.038,0,0,0,0,1,1,0,true,true
lfi:ideologiquement_coherent:13,lfi,ideologiquement_coherent,lfi,24.2,13.2,11,5.365,0,0,0,0,1,1,0,true,true
lfi:ideologiquement_coherent:14,lfi,ideologiquement_coherent,lfi,26.5,12,14.5,5.873,0,1,0,0,4,2,0,true,true
lfi:ideologiquement_coherent:15,lfi,ideologiquement_coherent,lfi,25.5,14.4,11.1,6.27,0,1,0,0,2,1,0,true,true
