runKey,partyId,agent,r1Leader,r1LeaderScore,r1RunnerUpScore,r1Gap,r1StdDev,withdrawals,replacements,primaries,dissidences,alliances,endorsements,rallyings,playerQualified,playerWon
ps:mediatique:63,ps,mediatique,ps,16.4,12.1,4.3,2.927,0,0,0,0,0,1,0,true,true
ps:mediatique:64,ps,mediatique,ps,19,14.3,4.7,3.889,0,0,0,0,2,1,0,true,false
ps:mediatique:65,ps,mediatique,horizons,16.8,16.5,0.3,4.592,0,0,0,0,0,1,0,true,true
ps:mediatique:66,ps,mediatique,ps,29.3,12.7,16.6,7.264,0,0,0,0,1,5,0,true,true
ps:mediatique:67,ps,mediatique,horizons,15.5,15.4,0.1,3.687,0,0,0,0,1,1,0,false,false
ps:mediatique:68,ps,mediatique,ps,20.8,14.3,6.5,4.391,0,0,0,0,2,4,0,true,true
ps:mediatique:69,ps,mediatique,ps,14.4,14.4,0,3.519,0,0,0,0,0,2,0,true,true
ps:mediatique:70,ps,mediatique,ps,21.1,16.3,4.8,4.892,0,0,0,0,1,3,0,true,true
ps:mediatique:71,ps,mediatique,ps,20.9,14.7,6.2,4.738,0,0,0,0,1,0,0,true,true
ps:mediatique:72,ps,mediatique,ps,19.8,14.3,5.5,4.545,0,0,0,0,1,0,0,true,true
ps:mediatique:73,ps,mediatique,nouvelle_energie,17.5,14.6,2.9,3.191,0,2,0,0,0,4,0,true,false
ps:mediatique:74,ps,mediatique,ps,25.9,12.9,13,6.162,0,0,0,0,2,2,0,true,true
ps:mediatique:75,ps,mediatique,ps,17.5,15.4,2.1,4.249,0,0,0,0,2,3,0,true,true
ps:contrarien:0,ps,contrarien,rn,18.3,15.3,3,4.329,0,1,0,0,1,2,0,false,false
ps:contrarien:1,ps,contrarien,rn,15.2,13.1,2.1,2.529,0,0,0,0,2,1,0,true,false
ps:contrarien:2,ps,contrarien,rn,17.3,14.1,3.2,3.967,0,0,0,0,0,0,0,true,true
ps:contrarien:3,ps,contrarien,horizons,15.2,14.5,0.7,4.077,0,0,0,0,1,3,0,true,true
ps:contrarien:4,ps,contrarien,horizons,15.9,15.3,0.6,3.899,0,0,0,0,2,2,0,false,false
ps:contrarien:5,ps,contrarien,rn,16.3,14.9,1.4,4.167,0,0,0,0,0,2,0,false,false
ps:contrarien:6,ps,contrarien,rn,15.6,15,0.6,4.07,0,0,0,0,0,1,0,false,false
ps:contrarien:7,ps,contrarien,lfi,15.2,15.1,0.1,4.494,0,0,0,0,1,4,0,false,false
ps:contrarien:8,ps,contrarien,lfi,14.8,14.5,0.3,3.18,0,0,0,0,0,1,0,false,false
ps:contrarien:9,ps,contrarien,rn,14.5,14,0.5,2.454,0,0,0,0,1,2,0,false,false
ps:contrarien:10,ps,contrarien,ps,17,15.5,1.5,3.666,0,0,0,0,2,1,0,true,true
ps:contrarien:11,ps,contrarien,nouvelle_energie,13.7,13.1,0.6,3.091,0,0,0,0,1,1,0,false,false
ps:contrarien:12,ps,contrarien,ps,15.6,14.7,0.9,4.18,0,0,0,0,1,4,0,true,true
ps:contrarien:13,ps,contrarien,nouvelle_energie,14.3,13.4,0.9,2.191,0,0,0,0,1,2,0,false,false
ps:contrarien:14,ps,contrarien,nouvelle_energie,14.7,14.5,0.2,2.77,0,0,0,0,0,1,0,false,false
ps:contrarien:15,ps,contrarien,ps,18.5,14.2,4.3,3.7,0,0,0,0,0,2,0,true,true
ps:contrarien:16,ps,contrarien,rn,16.5,15.7,0.8,3.893,0,0,0,0,1,3,0,true,true
ps:contrarien:17,ps,contrarien,rn,17.1,13.9,3.2,3.387,0,0,0,0,1,3,0,true,true
ps:contrarien:18,ps,contrarien,rn,18.8,14.1,4.7,4.852,0,0,0,0,1,1,0,false,false
ps:contrarien:19,ps,contrarien,rn,16.4,13.3,3.1,3.009,0,0,0,0,2,3,0,true,true
ps:contrarien:20,ps,contrarien,ps,17.2,17,0.2,4.657,0,1,0,0,2,1,0,true,true
ps:contrarien:21,ps,contrarien,rn,14.5,14.2,0.3,4.053,0,0,0,0,1,2,0,false,false
ps:contrarien:22,ps,contrarien,rn,14.9,13.7,1.2,3.158,0,0,0,0,2,0,0,true,true
ps:contrarien:23,ps,contrarien,nouvelle_energie,14.1,13.3,0.8,3.351,0,0,0,0,1,1,0,false,false
ps:contrarien:24,ps,contrarien,lr,14.3,13.8,0.5,3.569,0,0,0,0,0,3,0,false,false
ps:contrarien:25,ps,contrarien,ps,16.1,15.5,0.6,3.525,0,0,0,0,2,1,0,true,true
ps:contrarien:26,ps,contrarien,rn,16.8,15,1.8,4.173,0,1,0,0,1,0,0,false,false
ps:contrarien:27,ps,contrarien,ps,19.7,12.4,7.3,3.776,0,0,0,0,2,1,0,true,true
ps:contrarien:28,ps,contrarien,rn,14.3,14.1,0.2,3.372,0,0,0,0,0,2,0,false,false
ps:contrarien:29,ps,contrarien,rn,15.2,12.1,3.1,2.228,0,0,0,0,2,1,0,false,false
ps:contrarien:30,ps,contrarien,horizons,17.7,16.7,1,4.404,0,0,0,0,2,3,0,false,false
ps:contrarien:31,ps,contrarien,rn,15.1,14.6,0.5,3.989,0,0,1,0,1,3,0,false,false
ps:contrarien:32,ps,contrarien,nouvelle_energie,16.1,15.7,0.4,3.403,0,0,0,0,1,4,0,false,false
ps:contrarien:33,ps,contrarien,ps,15.9,15.8,0.1,4.194,0,0,0,0,0,4,0,true,true
ps:contrarien:34,ps,contrarien,lfi,13.6,13.2,0.4,2.495,0,0,0,0,2,1,0,false,false
ps:contrarien:35,ps,contrarien,ps,16.9,16.4,0.5,3.786,0,0,0,0,1,3,0,true,true
ps:contrarien:36,ps,contrarien,rn,16.9,14.3,2.6,3.779,0,0,0,0,2,2,0,false,false
ps:contrarien:37,ps,contrarien,ps,16.3,13.6,2.7,3.129,0,0,0,0,1,3,0,true,true
ps:contrarien:38,ps,contrarien,nouvelle_energie,13.6,12.3,1.3,2.018,0,1,0,0,1,2,0,false,false
ps:contrarien:39,ps,contrarien,renaissance,16.9,15.6,1.3,4.261,0,0,0,0,0,0,0,false,false
ps:contrarien:40,ps,contrarien,ps,14.5,14.1,0.4,3.033,0,0,0,0,1,2,0,true,true
ps:contrarien:41,ps,contrarien,ps,14.8,12.5,2.3,2.881,0,0,0,0,2,2,0,true,true
ps:contrarien:42,ps,contrarien,ps,15.2,13.7,1.5,2.973,0,0,0,0,2,2,0,true,true
ps:contrarien:43,ps,contrarien,ps,15.1,14.7,0.4,3.596,0,0,0,0,2,2,0,true,true
ps:contrarien:44,ps,contrarien,rn,15.7,13.8,1.9,3.228,0,0,0,0,1,0,0,false,false
ps:contrarien:45,ps,contrarien,rn,16.8,13.1,3.7,4.463,0,1,0,0,1,2,0,false,false
ps:contrarien:46,ps,contrarien,rn,19.3,15.2,4.1,4.912,0,0,0,0,0,2,0,false,false
ps:contrarien:47,ps,contrarien,ps,15.4,13.9,1.5,3.268,0,0,0,0,0,3,0,true,false
ps:contrarien:48,ps,contrarien,horizons,16,15.1,0.9,4.216,0,0,0,0,0,2,0,false,false
ps:contrarien:49,ps,contrarien,ps,16.2,13.6,2.6,3.805,0,0,0,0,2,0,0,true,true
ps:contrarien:50,ps,contrarien,rn,14.5,13.9,0.6,2.243,0,0,0,0,1,2,0,false,false
ps:contrarien:51,ps,contrarien,renaissance,14.1,13.2,0.9,2.885,0,1,0,0,0,2,0,false,false
ps:contrarien:52,ps,contrarien,renaissance,16.1,15.5,0.6,4.513,0,0,0,0,1,1,0,true,true
ps:contrarien:53,ps,contrarien,renaissance,15.5,14.2,1.3,4.001,0,0,0,0,0,1,0,false,false
ps:contrarien:54,ps,contrarien,rn,16.5,14.1,2.4,3.638,0,0,0,0,1,3,0,false,false
ps:contrarien:55,ps,contrarien,horizons,17.5,14.1,3.4,3.858,0,0,0,0,1,0,0,false,false
ps:contrarien:56,ps,contrarien,ps,18.2,15.9,2.3,4.166,0,1,0,0,1,0,0,true,true
ps:contrarien:57,ps,contrarien,horizons,14.9,14.6,0.3,3.087,0,0,0,0,0,2,0,false,false
ps:contrarien:58,ps,contrarien,horizons,15,13.9,1.1,3.686,0,1,0,0,0,0,0,false,false
ps:contrarien:59,ps,contrarien,lfi,16.1,14.2,1.9,4.18,0,0,0,0,2,2,0,false,false
ps:contrarien:60,ps,contrarien,renaissance,14.6,14.2,0.4,2.786,0,0,0,0,1,1,0,false,false
ps:contrarien:61,ps,contrarien,rn,16.8,13.4,3.4,3.109,0,0,0,0,1,0,0,false,false
ps:contrarien:62,ps,contrarien,lfi,15.8,14.4,1.4,3.716,0,0,0,0,2,0,0,true,false
ps:contrarien:63,ps,contrarien,rn,17,13.2,3.8,3.04,0,0,0,0,0,3,0,false,false
ps:contrarien:64,ps,contrarien,ps,14.2,13.8,0.4,3.143,0,0,0,0,1,0,0,true,false
ps:contrarien:65,ps,contrarien,ps,14.6,14.1,0.5,3.853,0,0,0,0,1,2,0,true,false
ps:contrarien:66,ps,contrarien,horizons,15.3,14.8,0.5,4.016,0,0,0,0,2,1,0,false,false
ps:contrarien:67,ps,contrarien,rn,16.5,13.5,3,3.96,0,0,0,0,0,1,0,false,false
ps:contrarien:68,ps,contrarien,ps,18.5,15.2,3.3,4.115,0,0,0,0,1,0,0,true,true
ps:contrarien:69,ps,contrarien,horizons,16.3,15.4,0.9,4.151,0,0,0,0,1,1,0,false,false
ps:contrarien:70,ps,contrarien,rn,18.2,14.5,3.7,4.088,0,0,0,0,1,3,0,false,false
ps:contrarien:71,ps,contrarien,lr,17,15.7,1.3,4.136,0,0,0,0,2,2,0,false,false
ps:contrarien:72,ps,contrarien,nouvelle_energie,17,12.8,4.2,2.882,0,0,0,0,1,1,0,false,false
ps:contrarien:73,ps,contrarien,ps,14.8,14.2,0.6,3.351,0,0,0,0,2,2,0,true,false
ps:contrarien:74,ps,contrarien,nouvelle_energie,17.5,14.8,2.7,3.461,0,0,0,0,0,3,0,false,false
ps:contrarien:75,ps,contrarien,lr,16.3,15.2,1.1,3.873,0,0,0,0,2,3,0,true,false
ecologistes:aleatoire:0,ecologistes,aleatoire,ecologistes,21.6,14,7.6,4.883,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:1,ecologistes,aleatoire,ecologistes,14.5,14,0.5,2.926,0,0,0,0,1,1,0,true,true
ecologistes:aleatoire:2,ecologistes,aleatoire,ecologistes,16.6,14.9,1.7,3.495,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:3,ecologistes,aleatoire,ecologistes,16.1,14,2.1,3.738,0,0,0,0,1,1,0,true,false
ecologistes:aleatoire:4,ecologistes,aleatoire,ecologistes,17.1,14.3,2.8,3.366,0,0,0,0,3,0,0,true,true
ecologistes:aleatoire:5,ecologistes,aleatoire,nouvelle_energie,16.2,15.8,0.4,3.507,0,0,0,0,1,2,0,true,false
ecologistes:aleatoire:6,ecologistes,aleatoire,ps,15.3,15.3,0,3.751,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:7,ecologistes,aleatoire,ps,16.9,15.3,1.6,4.139,0,0,0,0,2,0,0,true,false
ecologistes:aleatoire:8,ecologistes,aleatoire,ecologistes,19.9,14.8,5.1,4.276,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:9,ecologistes,aleatoire,ecologistes,18.3,16.4,1.9,4.973,0,0,0,0,1,0,0,true,false
ecologistes:aleatoire:10,ecologistes,aleatoire,ecologistes,17.5,15.4,2.1,3.825,0,0,0,0,1,4,0,true,true
ecologistes:aleatoire:11,ecologistes,aleatoire,ecologistes,20.6,12.9,7.7,4.331,0,0,0,0,2,2,0,true,true
ecologistes:aleatoire:12,ecologistes,aleatoire,ecologistes,19.8,13.2,6.6,4.273,0,0,0,0,0,0,0,true,false
ecologistes:aleatoire:13,ecologistes,aleatoire,rn,15.2,14.5,0.7,3.641,0,0,0,0,1,0,0,true,false
ecologistes:aleatoire:14,ecologistes,aleatoire,ecologistes,20.6,14,6.6,4.115,0,0,0,0,2,1,0,true,true
ecologistes:aleatoire:15,ecologistes,aleatoire,ecologistes,19.1,14,5.1,3.93,0,0,0,0,0,2,0,true,true
ecologistes:aleatoire:16,ecologistes,aleatoire,ecologistes,15.9,14.5,1.4,2.946,0,0,0,0,2,1,0,true,true
ecologistes:aleatoire:17,ecologistes,aleatoire,horizons,17.2,14.1,3.1,4.034,0,1,0,0,0,1,0,false,false
ecologistes:aleatoire:18,ecologistes,aleatoire,ecologistes,17.5,13.4,4.1,3.453,0,0,0,0,0,3,0,true,true
ecologistes:aleatoire:19,ecologistes,aleatoire,ecologistes,15.8,13.7,2.1,3.308,0,0,0,0,3,0,0,true,true
ecologistes:aleatoire:20,ecologistes,aleatoire,ecologistes,14.2,13.5,0.7,2.977,0,0,0,0,3,1,0,true,true
ecologistes:aleatoire:21,ecologistes,aleatoire,ecologistes,25.6,14.2,11.4,6.255,0,0,0,0,0,0,0,true,true
ecologistes:aleatoire:22,ecologistes,aleatoire,ecologistes,24.6,13.6,11,5.901,0,1,0,0,2,2,0,true,true
ecologistes:aleatoire:23,ecologistes,aleatoire,ecologistes,17.6,13.2,4.4,3.287,0,0,0,0,1,4,0,true,true
ecologistes:aleatoire:24,ecologistes,aleatoire,horizons,14.6,14.4,0.2,2.496,0,0,0,0,1,2,0,false,false
ecologistes:aleatoire:25,ecologistes,aleatoire,ecologistes,16,14.9,1.1,4.296,0,1,0,1,1,2,0,true,true
ecologistes:aleatoire:26,ecologistes,aleatoire,ecologistes,17.7,15.6,2.1,4.053,0,0,0,0,1,2,0,true,true
ecologistes:aleatoire:27,ecologistes,aleatoire,ecologistes,22.7,17.2,5.5,5.908,0,0,0,0,1,0,0,true,false
ecologistes:aleatoire:28,ecologistes,aleatoire,ecologistes,16.5,14.6,1.9,3.447,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:29,ecologistes,aleatoire,ecologistes,16.6,15.7,0.9,3.57,0,0,0,0,2,2,0,true,true
ecologistes:aleatoire:30,ecologistes,aleatoire,ps,15.4,14.8,0.6,3.425,0,0,0,0,1,4,0,false,false
ecologistes:aleatoire:31,ecologistes,aleatoire,ecologistes,21.9,14,7.9,5.108,0,0,0,0,0,0,0,true,true
ecologistes:aleatoire:32,ecologistes,aleatoire,ecologistes,23.9,14.4,9.5,5.337,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:33,ecologistes,aleatoire,ecologistes,20.3,15.5,4.8,4.62,0,0,0,0,1,1,0,true,false
ecologistes:aleatoire:34,ecologistes,aleatoire,ecologistes,21.8,13.6,8.2,4.398,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:35,ecologistes,aleatoire,ecologistes,18,17.4,0.6,4.192,0,0,0,0,0,0,0,true,true
ecologistes:aleatoire:36,ecologistes,aleatoire,ecologistes,16.8,13,3.8,3.154,0,0,0,0,2,2,0,true,true
ecologistes:aleatoire:37,ecologistes,aleatoire,ps,14.6,13.6,1,2.867,0,0,0,0,1,1,0,false,false
ecologistes:aleatoire:38,ecologistes,aleatoire,rn,15.7,15.2,0.5,4.246,0,0,0,0,2,1,0,false,false
ecologistes:aleatoire:39,ecologistes,aleatoire,ecologistes,16.8,14.8,2,3.728,0,0,0,0,2,0,0,true,false
ecologistes:aleatoire:40,ecologistes,aleatoire,ecologistes,20.2,14.2,6,4.402,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:41,ecologistes,aleatoire,ecologistes,17.9,15.6,2.3,3.894,0,0,0,0,3,1,0,true,true
ecologistes:aleatoire:42,ecologistes,aleatoire,ecologistes,16.5,13.7,2.8,3.682,0,0,0,0,1,3,0,true,true
ecologistes:aleatoire:43,ecologistes,aleatoire,horizons,14.3,13.6,0.7,2.969,0,1,0,0,1,2,0,false,false
ecologistes:aleatoire:44,ecologistes,aleatoire,ecologistes,17.4,14.2,3.2,3.842,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:45,ecologistes,aleatoire,ecologistes,19.3,13.4,5.9,4.618,0,0,0,0,0,1,0,true,true
ecologistes:aleatoire:46,ecologistes,aleatoire,ecologistes,15.1,14.7,0.4,2.695,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:47,ecologistes,aleatoire,ecologistes,21.6,13.1,8.5,4.732,0,1,0,0,1,3,0,true,true
ecologistes:aleatoire:48,ecologistes,aleatoire,nouvelle_energie,15.1,14.2,0.9,3.069,0,1,0,0,0,3,0,false,false
ecologistes:aleatoire:49,ecologistes,aleatoire,horizons,16.1,15.9,0.2,3.708,0,0,0,0,1,2,0,true,true
ecologistes:aleatoire:50,ecologistes,aleatoire,ecologistes,17.5,13,4.5,3.257,0,0,0,0,3,0,0,true,false
ecologistes:aleatoire:51,ecologistes,aleatoire,ecologistes,22.6,16.4,6.2,5.776,0,0,0,0,1,2,0,true,true
ecologistes:aleatoire:52,ecologistes,aleatoire,ecologistes,21.6,16.7,4.9,5.315,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:53,ecologistes,aleatoire,ecologistes,19.7,13.8,5.9,4.557,0,0,0,0,3,2,0,true,true
ecologistes:aleatoire:54,ecologistes,aleatoire,ecologistes,17.4,15.8,1.6,3.56,0,1,0,0,1,4,0,true,true
ecologistes:aleatoire:55,ecologistes,aleatoire,ecologistes,20.7,14.6,6.1,4.889,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:56,ecologistes,aleatoire,ps,15.8,14.2,1.6,2.637,0,0,0,0,0,0,0,false,false
ecologistes:aleatoire:57,ecologistes,aleatoire,ecologistes,15,14.9,0.1,2.757,0,0,0,0,2,4,0,true,true
ecologistes:aleatoire:58,ecologistes,aleatoire,ecologistes,17.9,17.2,0.7,4.79,0,0,0,0,2,1,0,true,true
ecologistes:aleatoire:59,ecologistes,aleatoire,ecologistes,14.1,13.7,0.4,3.832,0,0,0,0,1,2,0,true,true
ecologistes:aleatoire:60,ecologistes,aleatoire,ecologistes,22,11.9,10.1,4.355,0,0,0,0,2,2,0,true,true
ecologistes:aleatoire:61,ecologistes,aleatoire,ecologistes,19.3,13.9,5.4,3.72,0,0,0,0,3,2,0,true,false
ecologistes:aleatoire:62,ecologistes,aleatoire,ecologistes,17.4,13.9,3.5,3.939,0,0,0,0,3,0,0,true,true
ecologistes:aleatoire:63,ecologistes,aleatoire,rn,17.7,15.9,1.8,4.513,0,0,0,0,1,0,0,false,false
ecologistes:aleatoire:64,ecologistes,aleatoire,ecologistes,18.9,13.6,5.3,3.489,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:65,ecologistes,aleatoire,ecologistes,21.6,14,7.6,5.595,0,0,0,0,0,1,0,true,true
ecologistes:aleatoire:66,ecologistes,aleatoire,ecologistes,17.9,13.8,4.1,3.66,0,0,0,0,2,3,0,true,true
ecologistes:aleatoire:67,ecologistes,aleatoire,ecologistes,17.6,13.7,3.9,4.268,0,0,0,0,3,2,0,true,true
ecologistes:aleatoire:68,ecologistes,aleatoire,horizons,14.3,13.4,0.9,3.679,0,0,0,0,0,2,0,false,false
ecologistes:aleatoire:69,ecologistes,aleatoire,lfi,15.8,13.8,2,3.318,0,0,0,0,1,2,0,false,false
ecologistes:aleatoire:70,ecologistes,aleatoire,ecologistes,18.5,16.5,2,4.773,0,0,0,0,2,2,0,true,true
ecologistes:aleatoire:71,ecologistes,aleatoire,ecologistes,24.1,12.5,11.6,5.552,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:72,ecologistes,aleatoire,ps,18.6,17.5,1.1,4.974,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:73,ecologistes,aleatoire,ecologistes,15.9,15.6,0.3,4.161,0,0,0,0,2,0,0,true,true
ecologistes:aleatoire:74,ecologistes,aleatoire,ecologistes,15.9,15.5,0.4,3.36,0,0,0,0,1,0,0,true,true
ecologistes:aleatoire:75,ecologistes,aleatoire,ecologistes,19.1,13.4,5.7,3.967,0,0,0,0,2,0,0,true,true
ecologistes:prudent:0,ecologistes,prudent,ecologistes,17.8,14.7,3.1,3.642,0,2,0,0,0,1,0,true,true
ecologistes:prudent:1,ecologistes,prudent,ecologistes,22.4,14.9,7.5,4.91,0,0,0,0,3,0,0,true,true
ecologistes:prudent:2,ecologistes,prudent,ecologistes,21.3,14.9,6.4,4.822,0,0,0,0,1,1,0,true,true
ecologistes:prudent:3,ecologistes,prudent,ecologistes,20.4,15.3,5.1,4.743,0,0,0,0,0,2,0,true,true
ecologistes:prudent:4,ecologistes,prudent,ecologistes,17.7,13.5,4.2,3.856,0,0,0,0,0,2,0,true,true
ecologistes:prudent:5,ecologistes,prudent,ecologistes,18.4,15.9,2.5,4.419,0,0,0,0,2,1,0,true,true
ecologistes:prudent:6,ecologistes,prudent,nouvelle_energie,16.2,15.7,0.5,4.076,0,0,0,0,2,1,0,true,false
ecologistes:prudent:7,ecologistes,prudent,ecologistes,20.2,14.3,5.9,4.488,0,1,0,0,3,3,0,true,true
ecologistes:prudent:8,ecologistes,prudent,ecologistes,21.8,14.8,7,4.966,0,0,0,0,1,0,0,true,true
ecologistes:prudent:9,ecologistes,prudent,ecologistes,16.3,14.5,1.8,4.098,0,0,0,0,1,2,0,true,true
ecologistes:prudent:10,ecologistes,prudent,ecologistes,20.6,16.1,4.5,4.965,0,0,0,0,3,1,0,true,true
ecologistes:prudent:11,ecologistes,prudent,ecologistes,24.8,13,11.8,5.421,0,0,0,0,3,1,0,true,true
ecologistes:prudent:12,ecologistes,prudent,ecologistes,21.2,12.2,9,4.038,0,0,0,0,2,2,0,true,true
ecologistes:prudent:13,ecologistes,prudent,ecologistes,20.7,15,5.7,4.384,0,0,0,0,1,0,0,true,true
ecologistes:prudent:14,ecologistes,prudent,ecologistes,18.2,12.7,5.5,3.963,0,0,0,0,0,1,0,true,true
ecologistes:prudent:15,ecologistes,prudent,ecologistes,17,16.6,0.4,4.517,0,0,0,0,2,2,0,true,true
ecologistes:prudent:16,ecologistes,prudent,ecologistes,18.2,13.5,4.7,4.486,0,0,0,0,2,4,0,true,true
ecologistes:prudent:17,ecologistes,prudent,ecologistes,15.4,13.3,2.1,3.939,0,0,0,0,3,4,0,true,true
ecologistes:prudent:18,ecologistes,prudent,ecologistes,21,13.3,7.7,4.503,0,0,0,0,3,1,0,true,true
ecologistes:prudent:19,ecologistes,prudent,ecologistes,24.9,14.2,10.7,5.641,0,1,0,0,2,2,0,true,true
ecologistes:prudent:20,ecologistes,prudent,ecologistes,17.3,15.5,1.8,3.901,0,0,0,0,2,0,0,true,true
ecologistes:prudent:21,ecologistes,prudent,ecologistes,17.5,14.2,3.3,3.958,0,0,0,0,2,0,0,true,true
ecologistes:prudent:22,ecologistes,prudent,ecologistes,19.9,13.5,6.4,4.166,0,0,0,0,1,2,0,true,true
ecologistes:prudent:23,ecologistes,prudent,ps,16.3,14.8,1.5,3.282,0,0,0,0,1,0,0,true,true
ecologistes:prudent:24,ecologistes,prudent,ecologistes,20.3,15.8,4.5,4.791,0,0,0,0,2,0,0,true,true
ecologistes:prudent:25,ecologistes,prudent,ecologistes,16.7,13.6,3.1,3.523,0,0,0,0,1,1,0,true,true
ecologistes:prudent:26,ecologistes,prudent,ecologistes,23.5,12.6,10.9,4.913,0,0,0,0,2,1,0,true,true
ecologistes:prudent:27,ecologistes,prudent,ecologistes,17.9,14.8,3.1,4.04,0,0,0,0,1,3,0,true,false
ecologistes:prudent:28,ecologistes,prudent,horizons,14.8,13.7,1.1,2.652,0,0,0,0,1,3,0,true,true
ecologistes:prudent:29,ecologistes,prudent,ecologistes,22.9,13.7,9.2,4.964,0,0,0,0,1,2,0,true,true
ecologistes:prudent:30,ecologistes,prudent,ecologistes,21.3,13.2,8.1,4.408,0,0,0,0,3,1,0,true,true
ecologistes:prudent:31,ecologistes,prudent,ecologistes,19.1,16,3.1,4.648,0,0,0,0,1,2,0,true,true
ecologistes:prudent:32,ecologistes,prudent,ecologistes,17.6,13.3,4.3,3.135,0,0,0,0,1,0,0,true,true
ecologistes:prudent:33,ecologistes,prudent,ecologistes,19.4,14.4,5,4.221,0,0,0,0,1,1,0,true,true
ecologistes:prudent:34,ecologistes,prudent,ecologistes,16.8,14.6,2.2,3.906,0,0,0,0,1,1,0,true,false
ecologistes:prudent:35,ecologistes,prudent,ecologistes,18.7,13.5,5.2,3.649,0,0,0,0,1,2,0,true,true
ecologistes:prudent:36,ecologistes,prudent,ecologistes,17.7,14.9,2.8,4.008,0,0,0,0,1,0,0,true,false
ecologistes:prudent:37,ecologistes,prudent,ecologistes,22.9,13.6,9.3,5.189,0,1,0,0,0,3,0,true,true
ecologistes:prudent:38,ecologistes,prudent,ecologistes,16.1,15.1,1,4.108,0,1,0,0,1,2,0,true,true
ecologistes:prudent:39,ecologistes,prudent,ecologistes,21.6,12.7,8.9,4.528,0,0,0,0,1,1,0,true,true
ecologistes:prudent:40,ecologistes,prudent,ecologistes,13.9,13.6,0.3,3.62,0,0,0,0,1,1,0,true,true
ecologistes:prudent:41,ecologistes,prudent,ecologistes,14.7,14.5,0.2,3.592,0,0,0,0,3,1,0,true,false
ecologistes:prudent:42,ecologistes,prudent,ecologistes,19.4,14.5,4.9,4.099,0,0,0,0,2,0,0,true,true
ecologistes:prudent:43,ecologistes,prudent,ecologistes,20.8,14,6.8,4.711,0,0,0,0,1,3,0,true,false
ecologistes:prudent:44,ecologistes,prudent,ps,15.7,15.5,0.2,4.231,0,0,0,0,2,1,0,false,false
ecologistes:prudent:45,ecologistes,prudent,ecologistes,18.4,13.6,4.8,3.362,0,0,0,0,2,2,0,true,true
ecologistes:prudent:46,ecologistes,prudent,ecologistes,20.6,13.8,6.8,4.916,0,0,0,0,1,3,0,true,false
ecologistes:prudent:47,ecologistes,prudent,ecologistes,23.8,13.6,10.2,5.097,0,0,0,0,2,1,0,true,true
ecologistes:prudent:48,ecologistes,prudent,ecologistes,18.4,15.6,2.8,4.619,0,0,0,0,1,3,0,true,false
ecologistes:prudent:49,ecologistes,prudent,ecologistes,19.5,13.6,5.9,4.376,0,0,0,0,2,1,0,true,true
ecologistes:prudent:50,ecologistes,prudent,ecologistes,18.3,13.7,4.6,3.756,0,0,0,0,1,3,0,true,true
ecologistes:prudent:51,ecologistes,prudent,ps,15.6,13.6,2,4.224,0,0,0,0,1,1,0,true,false
ecologistes:prudent:52,ecologistes,prudent,ecologistes,16.5,13.9,2.6,3.432,0,0,0,0,1,1,0,true,true
ecologistes:prudent:53,ecologistes,prudent,ps,18.2,15.4,2.8,4.641,0,0,0,0,3,0,0,false,false
ecologistes:prudent:54,ecologistes,prudent,ecologistes,20.5,15.1,5.4,5.1,0,0,0,0,2,2,0,true,true
ecologistes:prudent:55,ecologistes,prudent,ecologistes,21.2,15,6.2,5.081,0,0,0,0,1,2,0,true,true
ecologistes:prudent:56,ecologistes,prudent,ecologistes,17.6,13.5,4.1,3.409,0,0,0,0,3,2,0,true,true
ecologistes:prudent:57,ecologistes,prudent,ecologistes,15.9,15,0.9,4.394,0,0,0,0,3,1,0,true,true
ecologistes:prudent:58,ecologistes,prudent,ecologistes,17.8,14.5,3.3,3.654,0,1,0,0,0,1,0,true,false
ecologistes:prudent:59,ecologistes,prudent,ecologistes,20.1,13.9,6.2,4.537,0,0,0,0,0,3,0,true,true
ecologistes:prudent:60,ecologistes,prudent,ecologistes,19.7,13.8,5.9,4.135,0,0,0,0,2,1,0,true,true
ecologistes:prudent:61,ecologistes,prudent,ecologistes,18.6,16.7,1.9,4.91,0,0,0,0,2,1,0,true,false
ecologistes:prudent:62,ecologistes,prudent,ecologistes,16,15.9,0.1,3.44,0,0,0,0,1,2,0,true,false
ecologistes:prudent:63,ecologistes,prudent,ecologistes,18.6,14.7,3.9,3.402,0,0,0,0,1,2,0,true,true
ecologistes:prudent:64,ecologistes,prudent,ecologistes,19.5,15,4.5,4.564,0,0,0,0,0,3,0,true,true
