totalRuns,totalLeaderChanges,meanLeaderChangesPerRun,totalTop2Changes,meanTop2ChangesPerRun,meanMaxGain,p90MaxGain,meanMaxDrop,p90MaxDrop,partiesEverLeader,partiesEverAbove20,scoreMaxObserved,scoreMinObserved
10008,10878,1.087,18534,1.852,1.41,4.19,1.65,3.56,"[""ecologistes"",""horizons"",""lfi"",""lr"",""nouvelle_energie"",""ps"",""reconquete"",""renaissance"",""rn""]","[""ecologistes"",""horizons"",""lfi"",""lr"",""nouvelle_energie"",""ps"",""renaissance"",""rn""]",37.5,0
