agent,decisionIndex,polling
mediatique,10,13.284
mediatique,15,13.463
mediatique,20,11.5
mediatique,0,8.7
mediatique,5,12.166
mediatique,10,13.619
mediatique,15,14.343
mediatique,20,15.1
mediatique,0,8.8
mediatique,5,12.687
mediatique,10,12.98
mediatique,15,13.971
mediatique,20,14.4
mediatique,0,9.6
mediatique,5,12.27
mediatique,10,12.455
mediatique,15,13.048
mediatique,20,15.4
mediatique,0,8.7
mediatique,5,13.047
mediatique,10,12.795
mediatique,15,13.281
mediatique,20,14.2
mediatique,0,15.8
mediatique,5,12.24
mediatique,10,12.726
mediatique,15,12.52
mediatique,20,13.1
mediatique,0,11.1
mediatique,5,12.745
mediatique,10,13.301
mediatique,15,13.982
mediatique,20,17.9
mediatique,0,9.3
mediatique,5,12.697
mediatique,10,13.343
mediatique,15,12.998
mediatique,20,12.6
mediatique,0,10.5
mediatique,5,13.161
mediatique,10,12.424
mediatique,15,11.202
mediatique,20,11.6
mediatique,0,13.4
mediatique,5,12.52
mediatique,10,13.381
mediatique,15,13.901
mediatique,20,10.9
mediatique,0,14.4
mediatique,5,13.257
mediatique,10,13.882
mediatique,15,13.596
mediatique,20,11.9
mediatique,0,14.4
mediatique,5,13.102
mediatique,10,13.288
mediatique,15,13.477
mediatique,20,16.7
mediatique,0,9.8
mediatique,5,13.209
mediatique,10,14.152
mediatique,15,14.575
mediatique,20,13.3
mediatique,0,10.9
mediatique,5,12.307
mediatique,10,12.539
mediatique,15,12.261
mediatique,20,12
contrarien,0,15.3
contrarien,5,12.593
contrarien,10,12.836
contrarien,15,12.64
contrarien,20,13.5
contrarien,0,10.1
contrarien,5,12.515
contrarien,10,11.809
contrarien,15,11.546
contrarien,20,9.4
contrarien,0,13.2
contrarien,5,11.954
contrarien,10,12.458
contrarien,15,12.802
contrarien,20,14
contrarien,0,15.8
contrarien,5,12.666
contrarien,10,13.096
contrarien,15,12.867
contrarien,20,15.6
contrarien,0,12.5
contrarien,5,12.676
contrarien,10,12.113
contrarien,15,12.706
contrarien,20,10.4
contrarien,0,10.7
contrarien,5,11.714
contrarien,10,10.449
contrarien,15,10.369
contrarien,20,13.9
contrarien,0,15.1
contrarien,5,11.935
contrarien,10,12.034
contrarien,15,11.254
contrarien,20,8.3
contrarien,0,8.4
contrarien,5,12.323
contrarien,10,11.723
contrarien,15,12.184
contrarien,20,9.2
contrarien,0,10.7
contrarien,5,12.478
contrarien,10,13.036
contrarien,15,12.463
contrarien,20,17.5
contrarien,0,9.1
contrarien,5,12.069
contrarien,10,12.578
contrarien,15,12.813
contrarien,20,13
contrarien,0,13
contrarien,5,12.532
contrarien,10,12.568
contrarien,15,12.213
contrarien,20,9.5
contrarien,0,14.4
contrarien,5,12.487
contrarien,10,12.742
contrarien,15,13.692
contrarien,20,14.3
contrarien,0,11.9
contrarien,5,12.809
contrarien,10,13.09
contrarien,15,13.649
contrarien,20,12.6
contrarien,0,9
contrarien,5,12.402
contrarien,10,12.717
contrarien,15,13.726
contrarien,20,16.6
contrarien,0,12.3
contrarien,5,12.087
contrarien,10,11.729
contrarien,15,12.297
contrarien,20,14.3
aleatoire,0,10.6
aleatoire,5,13.293
aleatoire,10,13.696
aleatoire,15,13.641
aleatoire,20,11.7
aleatoire,0,15.6
aleatoire,5,13.451
aleatoire,10,13.878
aleatoire,15,14.149
aleatoire,20,17.2
aleatoire,0,14.6
aleatoire,5,13.688
aleatoire,10,13.903
aleatoire,15,14.395
aleatoire,20,15.8
aleatoire,0,15
aleatoire,5,13.426
aleatoire,10,14.341
aleatoire,15,13.604
aleatoire,20,15.6
aleatoire,0,13.1
aleatoire,5,13.185
aleatoire,10,12.516
aleatoire,15,12.307
aleatoire,20,12.1
aleatoire,0,13.9
aleatoire,5,13.501
aleatoire,10,13.834
aleatoire,15,13.616
aleatoire,20,11.8
aleatoire,0,14.7
aleatoire,5,13.476
aleatoire,10,13.596
aleatoire,15,14.557
aleatoire,20,15.4
aleatoire,0,11.6
aleatoire,5,14.117
aleatoire,10,14.587
aleatoire,15,14.618
aleatoire,20,14.5
aleatoire,0,11.4
aleatoire,5,12.836
aleatoire,10,13.392
aleatoire,15,13.928
aleatoire,20,13.5
aleatoire,0,12.6
aleatoire,5,14.206
aleatoire,10,14.359
aleatoire,15,14.547
aleatoire,20,16.8
aleatoire,0,12.2
aleatoire,5,13.005
aleatoire,10,14.034
aleatoire,15,14.369
aleatoire,20,16.6
aleatoire,0,13.7
aleatoire,5,12.779
aleatoire,10,13.069
aleatoire,15,13.194
aleatoire,20,12.5
aleatoire,0,15.6
aleatoire,5,13.769
aleatoire,10,13.907
aleatoire,15,14.638
aleatoire,20,16
aleatoire,0,14
aleatoire,5,13.856
aleatoire,10,14.548
aleatoire,15,15.28
aleatoire,20,16.1
aleatoire,0,9.1
aleatoire,5,13.581
aleatoire,10,13.143
aleatoire,15,12.924
aleatoire,20,13.1
prudent,0,12.9
prudent,5,13.282
prudent,10,14.083
prudent,15,14.703
prudent,20,13.1
prudent,0,12.2
prudent,5,14.055
prudent,10,14.822
prudent,15,15.197
prudent,20,13.6
prudent,0,12.7
prudent,5,14.279
prudent,10,15.045
prudent,15,15.99
prudent,20,14.4
prudent,0,16.1
prudent,5,14.041
prudent,10,14.011
prudent,15,13.884
prudent,20,10.4
prudent,0,14.2
prudent,5,13.738
prudent,10,14.672
prudent,15,15.116
prudent,20,12.9
prudent,0,8.9
prudent,5,14.112
prudent,10,14.604
prudent,15,15.135
prudent,20,14
prudent,0,13.7
prudent,5,13.863
prudent,10,15.048
prudent,15,15.583
prudent,20,21.1
prudent,0,17
prudent,5,14.714
prudent,10,15.489
prudent,15,15.632
prudent,20,15.1
prudent,0,14.6
prudent,5,13.89
prudent,10,14.813
prudent,15,15.367
prudent,20,11.4
prudent,0,10.1
prudent,5,14.01
prudent,10,14.665
prudent,15,15.496
prudent,20,17.8
prudent,0,12.3
prudent,5,13.975
prudent,10,14.272
prudent,15,14.707
prudent,20,12.3
prudent,0,9.5
prudent,5,13.427
prudent,10,14.662
prudent,15,14.809
prudent,20,17.4
prudent,0,14.5
prudent,5,13.513
prudent,10,14.376
prudent,15,13.777
prudent,20,13.2
prudent,0,15.8
prudent,5,13.349
prudent,10,14.806
prudent,15,15.277
prudent,20,16
prudent,0,16.2
prudent,5,14.318
prudent,10,15.202
prudent,15,15.59
prudent,20,19.9
risque,0,15
risque,5,13.502
risque,10,13.51
risque,15,13.899
risque,20,12.7
risque,0,12.5
risque,5,12.828
risque,10,13.996
risque,15,14.791
risque,20,16.9
risque,0,15.8
risque,5,13.118
risque,10,13.965
risque,15,14.596
risque,20,16.6
risque,0,14.7
risque,5,13.251
risque,10,14.919
risque,15,15.306
risque,20,14.6
risque,0,15.5
risque,5,13.541
risque,10,14.369
risque,15,15.366
risque,20,14.6
risque,0,13
risque,5,13.465
risque,10,13.931
risque,15,14.85
risque,20,11.5
risque,0,13.4
risque,5,13.729
risque,10,14.982
risque,15,15.61
risque,20,14.1
risque,0,10.5
risque,5,13.625
risque,10,13.705
risque,15,14.589
risque,20,14.1
risque,0,14.4
risque,5,13.819
risque,10,14.207
risque,15,15.153
risque,20,17.6
risque,0,16
risque,5,14.316
risque,10,14.17
risque,15,14.633
risque,20,14.7
risque,0,9.1
risque,5,14.497
risque,10,15.208
risque,15,15.979
risque,20,19.1
risque,0,14.5
risque,5,13.676
risque,10,14.155
risque,15,14.5
risque,20,13.8
risque,0,11.4
risque,5,14.083
risque,10,13.965
risque,15,14.251
risque,20,13.1
risque,0,15.4
risque,5,14
risque,10,14.706
risque,15,15.379
risque,20,16.7
risque,0,12.4
risque,5,14.183
risque,10,14.219
risque,15,14.884
risque,20,14.3
ideologiquement_coherent,0,13
ideologiquement_coherent,5,13.608
ideologiquement_coherent,10,14.988
ideologiquement_coherent,15,15.284
ideologiquement_coherent,20,15
ideologiquement_coherent,0,14.2
ideologiquement_coherent,5,13.694
ideologiquement_coherent,10,14.136
ideologiquement_coherent,15,14.355
ideologiquement_coherent,20,18.4
ideologiquement_coherent,0,9.9
ideologiquement_coherent,5,13.522
ideologiquement_coherent,10,14.682
ideologiquement_coherent,15,15.609
ideologiquement_coherent,20,14.2
ideologiquement_coherent,0,11.8
ideologiquement_coherent,5,13.908
ideologiquement_coherent,10,14.543
ideologiquement_coherent,15,15.157
ideologiquement_coherent,20,18.7
ideologiquement_coherent,0,8.8
ideologiquement_coherent,5,13.978
ideologiquement_coherent,10,14.625
ideologiquement_coherent,15,15.511
ideologiquement_coherent,20,16
ideologiquement_coherent,0,12.9
ideologiquement_coherent,5,13.677
ideologiquement_coherent,10,14.3
ideologiquement_coherent,15,14.827
ideologiquement_coherent,20,11.2
ideologiquement_coherent,0,13.6
ideologiquement_coherent,5,13.759
ideologiquement_coherent,10,14.73
ideologiquement_coherent,15,15.884
ideologiquement_coherent,20,18.3
ideologiquement_coherent,0,14.7
ideologiquement_coherent,5,13.764
ideologiquement_coherent,10,14.616
ideologiquement_coherent,15,14.928
ideologiquement_coherent,20,13.4
ideologiquement_coherent,0,14.4
ideologiquement_coherent,5,13.915
ideologiquement_coherent,10,14.711
ideologiquement_coherent,15,15.329
ideologiquement_coherent,20,17.3
ideologiquement_coherent,0,11.4
ideologiquement_coherent,5,13.748
ideologiquement_coherent,10,15.244
ideologiquement_coherent,15,15.969
ideologiquement_coherent,20,18
ideologiquement_coherent,0,9.7
ideologiquement_coherent,5,13.545
ideologiquement_coherent,10,14.698
ideologiquement_coherent,15,15.598
ideologiquement_coherent,20,14.7
ideologiquement_coherent,0,15
ideologiquement_coherent,5,13.862
ideologiquement_coherent,10,14.363
ideologiquement_coherent,15,15.151
ideologiquement_coherent,20,11.3
ideologiquement_coherent,0,13
ideologiquement_coherent,5,14.489
ideologiquement_coherent,10,14.773
ideologiquement_coherent,15,15.668
ideologiquement_coherent,20,16.2
ideologiquement_coherent,0,14.6
ideologiquement_coherent,5,13.55
ideologiquement_coherent,10,14.218
ideologiquement_coherent,15,15.118
ideologiquement_coherent,20,15.7
ideologiquement_coherent,0,13.3
ideologiquement_coherent,5,14.073
ideologiquement_coherent,10,14.735
ideologiquement_coherent,15,15.618
ideologiquement_coherent,20,14.2
opportuniste_electoral,0,16.7
opportuniste_electoral,5,13.137
opportuniste_electoral,10,13.838
opportuniste_electoral,15,14.588
opportuniste_electoral,20,12.7
opportuniste_electoral,0,13
opportuniste_electoral,5,13.754
opportuniste_electoral,10,14.154
opportuniste_electoral,15,14.567
opportuniste_electoral,20,11.3
opportuniste_electoral,0,12.5
opportuniste_electoral,5,14.003
opportuniste_electoral,10,13.68
opportuniste_electoral,15,14.291
opportuniste_electoral,20,14.4
opportuniste_electoral,0,16.5
opportuniste_electoral,5,13.431
opportuniste_electoral,10,13.871
opportuniste_electoral,15,14.117
opportuniste_electoral,20,17.6
opportuniste_electoral,0,10
opportuniste_electoral,5,12.753
opportuniste_electoral,10,13.745
opportuniste_electoral,15,14.529
opportuniste_electoral,20,15.5
opportuniste_electoral,0,9.7
opportuniste_electoral,5,13.999
opportuniste_electoral,10,13.922
opportuniste_electoral,15,12.969
opportuniste_electoral,20,15.9
opportuniste_electoral,0,11.6
opportuniste_electoral,5,13.69
opportuniste_electoral,10,14.159
opportuniste_electoral,15,14.643
opportuniste_electoral,20,15.5
opportuniste_electoral,0,10.7
opportuniste_electoral,5,13.477
opportuniste_electoral,10,14.107
opportuniste_electoral,15,14.925
opportuniste_electoral,20,12.3
opportuniste_electoral,0,9.7
opportuniste_electoral,5,13.44
opportuniste_electoral,10,14.311
opportuniste_electoral,15,15.415
opportuniste_electoral,20,15
opportuniste_electoral,0,14.1
opportuniste_electoral,5,13.956
opportuniste_electoral,10,15.262
opportuniste_electoral,15,15.321
opportuniste_electoral,20,14
opportuniste_electoral,0,16.2
opportuniste_electoral,5,13.735
opportuniste_electoral,10,14.297
opportuniste_electoral,15,15.173
opportuniste_electoral,20,17
opportuniste_electoral,0,14.6
opportuniste_electoral,5,13.181
opportuniste_electoral,10,12.991
opportuniste_electoral,15,13.347
opportuniste_electoral,20,20.5
opportuniste_electoral,0,10.7
opportuniste_electoral,5,13.793
opportuniste_electoral,10,14.533
opportuniste_electoral,15,14.98
opportuniste_electoral,20,14.1
opportuniste_electoral,0,11.5
opportuniste_electoral,5,14.09
opportuniste_electoral,10,14.846
opportuniste_electoral,15,14.426
opportuniste_electoral,20,15
opportuniste_electoral,0,12.6
opportuniste_electoral,5,11.979
opportuniste_electoral,10,13.145
opportuniste_electoral,15,13.646
opportuniste_electoral,20,15.4
parti_dabord,0,14
parti_dabord,5,13.224
parti_dabord,10,13.892
parti_dabord,15,13.98
parti_dabord,20,18.1
parti_dabord,0,10.3
parti_dabord,5,13.853
parti_dabord,10,14.594
parti_dabord,15,15.107
parti_dabord,20,15.9
parti_dabord,0,11.9
parti_dabord,5,13.77
parti_dabord,10,15.073
parti_dabord,15,16.069
parti_dabord,20,14.8
parti_dabord,0,11.7
parti_dabord,5,13.831
parti_dabord,10,14.513
parti_dabord,15,15.496
parti_dabord,20,12.5
parti_dabord,0,15.1
parti_dabord,5,13.74
parti_dabord,10,14.477
parti_dabord,15,15.421
parti_dabord,20,13.6
parti_dabord,0,11.3
parti_dabord,5,14.124
parti_dabord,10,13.978
parti_dabord,15,14.255
parti_dabord,20,12.8
parti_dabord,0,9.6
parti_dabord,5,14.058
parti_dabord,10,14.765
parti_dabord,15,14.873
parti_dabord,20,15.4
parti_dabord,0,11.8
parti_dabord,5,14.01
parti_dabord,10,14.588
parti_dabord,15,14.961
parti_dabord,20,16.9
parti_dabord,0,12.3
parti_dabord,5,12.886
parti_dabord,10,13.906
parti_dabord,15,13.273
parti_dabord,20,9.8
parti_dabord,0,10
parti_dabord,5,13.896
parti_dabord,10,15.115
parti_dabord,15,15.916
parti_dabord,20,20.5
parti_dabord,0,11.8
parti_dabord,5,13.032
parti_dabord,10,13.27
parti_dabord,15,13.514
parti_dabord,20,14.1
parti_dabord,0,14.4
parti_dabord,5,13.364
parti_dabord,10,14.186
parti_dabord,15,15.232
parti_dabord,20,15.3
parti_dabord,0,13
parti_dabord,5,12.805
parti_dabord,10,13.777
parti_dabord,15,14.359
parti_dabord,20,17.2
parti_dabord,0,11.4
parti_dabord,5,13.786
parti_dabord,10,14.063
parti_dabord,15,14.492
parti_dabord,20,13.1
parti_dabord,0,12
parti_dabord,5,13.103
parti_dabord,10,13.507
parti_dabord,15,13.271
parti_dabord,20,11.2
mediatique,0,14
mediatique,5,13.303
mediatique,10,13.975
mediatique,15,14.165
mediatique,20,16.6
mediatique,0,15.9
mediatique,5,13.757
mediatique,10,14.252
mediatique,15,14.47
mediatique,20,12.8
mediatique,0,11.1
mediatique,5,13.331
mediatique,10,13.704
mediatique,15,14.296
mediatique,20,11.2
mediatique,0,12.9
mediatique,5,12.955
mediatique,10,13.897
mediatique,15,14.214
mediatique,20,19.9
mediatique,0,12.7
mediatique,5,12.677
mediatique,10,13.169
mediatique,15,13.379
mediatique,20,11.2
mediatique,0,9.8
mediatique,5,12.978
mediatique,10,12.945
mediatique,15,13.195
mediatique,20,11
mediatique,0,11
mediatique,5,13.172
mediatique,10,12.951
mediatique,15,13.269
mediatique,20,15.3
mediatique,0,14.5
mediatique,5,13.285
mediatique,10,14.496
mediatique,15,14.745
mediatique,20,11.8
mediatique,0,11.5
mediatique,5,13.045
mediatique,10,13.22
mediatique,15,12.491
mediatique,20,16.4
mediatique,0,12.2
mediatique,5,13.335
mediatique,10,13.391
mediatique,15,14.053
mediatique,20,14.3
mediatique,0,9.8
mediatique,5,13.151
mediatique,10,13.806
mediatique,15,13.879
mediatique,20,12.1
mediatique,0,13.5
mediatique,5,13.285
mediatique,10,13.601
mediatique,15,14.532
mediatique,20,15
mediatique,0,9.3
mediatique,5,13.712
mediatique,10,14.285
mediatique,15,14.871
mediatique,20,14
mediatique,0,14.6
mediatique,5,13.143
mediatique,10,12.967
mediatique,15,12.959
mediatique,20,15.1
mediatique,0,14.4
mediatique,5,13.133
mediatique,10,12.488
mediatique,15,12.555
mediatique,20,12.5
contrarien,0,13.5
contrarien,5,12.955
contrarien,10,13.434
contrarien,15,13.878
contrarien,20,15.1
contrarien,0,13.4
contrarien,5,12.576
contrarien,10,12.86
contrarien,15,12.831
contrarien,20,12.4
contrarien,0,9.9
contrarien,5,13.337
contrarien,10,13.926
contrarien,15,13.465
contrarien,20,12.7
contrarien,0,12.4
contrarien,5,13.303
contrarien,10,13.551
contrarien,15,13.585
contrarien,20,12.7
contrarien,0,12
contrarien,5,11.916
contrarien,10,12.223
contrarien,15,12.504
contrarien,20,14
contrarien,0,9.8
contrarien,5,13.189
contrarien,10,13.654
contrarien,15,13.024
contrarien,20,14.8
contrarien,0,10.9
contrarien,5,13.511
contrarien,10,14.063
contrarien,15,13.947
contrarien,20,15.4
contrarien,0,11.4
contrarien,5,12.924
contrarien,10,12.97
contrarien,15,12.632
contrarien,20,11.4
contrarien,0,11.5
contrarien,5,12.945
contrarien,10,12.739
contrarien,15,12.758
contrarien,20,11.5
contrarien,0,9.8
contrarien,5,13.134
contrarien,10,13.749
contrarien,15,14.047
contrarien,20,14.9
contrarien,0,14.1
contrarien,5,12.382
contrarien,10,12.856
contrarien,15,13.351
contrarien,20,12.5
contrarien,0,13.4
contrarien,5,12.847
contrarien,10,12.63
contrarien,15,13.123
contrarien,20,14.3
contrarien,0,12.1
contrarien,5,13.559
contrarien,10,13.782
contrarien,15,13.193
contrarien,20,14.9
contrarien,0,12.5
contrarien,5,12.521
contrarien,10,12.463
contrarien,15,12.621
contrarien,20,7.2
contrarien,0,9.8
contrarien,5,13.369
contrarien,10,13.614
contrarien,15,12.484
contrarien,20,15
aleatoire,0,7.9
aleatoire,5,11.959
aleatoire,10,12.486
aleatoire,15,12.328
aleatoire,20,12.7
aleatoire,0,13.2
aleatoire,5,11.624
aleatoire,10,12.079
aleatoire,15,12.933
aleatoire,20,10.1
aleatoire,0,14.1
aleatoire,5,12.206
aleatoire,10,12.956
aleatoire,15,13.978
aleatoire,20,14.8
aleatoire,0,8.4
aleatoire,5,12.553
aleatoire,10,14.145
aleatoire,15,14.347
aleatoire,20,13.9
aleatoire,0,10.2
aleatoire,5,12.164
aleatoire,10,12.863
aleatoire,15,13.231
aleatoire,20,14.3
aleatoire,0,7.7
aleatoire,5,12.205
aleatoire,10,12.559
aleatoire,15,12.752
aleatoire,20,12.9
aleatoire,0,15.8
aleatoire,5,11.616
aleatoire,10,12.468
aleatoire,15,13.057
aleatoire,20,11.2
aleatoire,0,15.3
aleatoire,5,12.125
aleatoire,10,13.096
aleatoire,15,13.625
aleatoire,20,15.5
aleatoire,0,14.5
aleatoire,5,12.12
aleatoire,10,13.087
aleatoire,15,12.68
aleatoire,20,12.5
aleatoire,0,13.6
aleatoire,5,11.667
aleatoire,10,12.574
aleatoire,15,13.699
aleatoire,20,15.5
aleatoire,0,9.3
aleatoire,5,11.575
aleatoire,10,11.89
aleatoire,15,12.536
aleatoire,20,10.2
aleatoire,0,10.4
aleatoire,5,11.889
aleatoire,10,13.347
aleatoire,15,13.936
aleatoire,20,11.1
aleatoire,0,13.7
aleatoire,5,11.823
aleatoire,10,12.17
aleatoire,15,12.448
aleatoire,20,12.8
aleatoire,0,11.2
aleatoire,5,11.728
aleatoire,10,12.372
aleatoire,15,12.628
aleatoire,20,13.2
aleatoire,0,12.5
aleatoire,5,12.02
aleatoire,10,12.453
aleatoire,15,12.682
aleatoire,20,11
prudent,0,12
prudent,5,12.271
prudent,10,12.824
prudent,15,13.358
prudent,20,14.7
prudent,0,9.4
prudent,5,12.22
prudent,10,13.216
prudent,15,13.644
prudent,20,16.1
prudent,0,11.9
prudent,5,13.081
prudent,10,14.151
prudent,15,14.687
prudent,20,13.3
prudent,0,7.2
prudent,5,12.445
prudent,10,13.588
prudent,15,14.076
prudent,20,11.4
prudent,0,9.4
prudent,5,12.947
prudent,10,13.593
prudent,15,14.263
prudent,20,17
prudent,0,8.5
prudent,5,11.892
prudent,10,12.13
prudent,15,12.645
prudent,20,14.5
prudent,0,8.8
prudent,5,12.462
prudent,10,13.244
prudent,15,13.856
prudent,20,12.4
prudent,0,9.7
prudent,5,12.593
prudent,10,13.609
prudent,15,14.517
prudent,20,14
prudent,0,9.1
prudent,5,12.254
prudent,10,13.567
prudent,15,14.015
prudent,20,13.5
prudent,0,7.8
prudent,5,12.234
prudent,10,13.479
prudent,15,13.713
prudent,20,15.7
prudent,0,7.9
prudent,5,12.603
prudent,10,13.14
prudent,15,13.739
prudent,20,10.9
prudent,0,14.1
prudent,5,12.461
prudent,10,13.472
prudent,15,14.505
prudent,20,15.2
prudent,0,10.5
prudent,5,12.855
prudent,10,14.101
prudent,15,14.682
prudent,20,11.4
prudent,0,9.2
prudent,5,12.215
prudent,10,13.171
prudent,15,13.462
prudent,20,13.8
prudent,0,15.2
prudent,5,12.11
prudent,10,13.093
prudent,15,13.996
prudent,20,18.1
risque,0,9.4
risque,5,12.732
risque,10,13.335
risque,15,13.915
risque,20,11.6
risque,0,9.1
risque,5,12.218
risque,10,12.932
risque,15,14.23
risque,20,14
risque,0,9.1
risque,5,12.816
risque,10,13.175
risque,15,13.77
risque,20,18
risque,0,13.1
risque,5,11.56
risque,10,12.745
risque,15,13.087
risque,20,12.7
risque,0,9.5
risque,5,11.684
risque,10,12.533
risque,15,13.299
risque,20,12.1
risque,0,8.3
risque,5,12.003
risque,10,13.524
risque,15,13.539
risque,20,16.6
risque,0,10.9
risque,5,12.064
risque,10,12.54
risque,15,13.023
risque,20,12.6
risque,0,13.7
risque,5,12.312
risque,10,13.754
risque,15,14.495
risque,20,12.6
risque,0,11.8
risque,5,11.381
risque,10,12.158
risque,15,11.726
risque,20,14.4
risque,0,12.3
risque,5,11.507
risque,10,11.429
risque,15,12.276
risque,20,14.4
risque,0,11.3
risque,5,12.085
risque,10,12.719
risque,15,13.333
risque,20,13.5
risque,0,13
risque,5,12.695
risque,10,13.375
risque,15,14.178
risque,20,13.2
risque,0,12.2
risque,5,12.266
risque,10,12.864
risque,15,13.067
risque,20,11.5
risque,0,12.4
risque,5,12.375
risque,10,13.284
risque,15,14.117
risque,20,11.9
risque,0,8.8
risque,5,12.661
risque,10,13.216
risque,15,14.009
risque,20,13.5
ideologiquement_coherent,0,9.5
ideologiquement_coherent,5,13.031
ideologiquement_coherent,10,13.516
ideologiquement_coherent,15,14.319
ideologiquement_coherent,20,17
ideologiquement_coherent,0,10.2
ideologiquement_coherent,5,11.772
ideologiquement_coherent,10,12.395
ideologiquement_coherent,15,12.781
ideologiquement_coherent,20,13.3
ideologiquement_coherent,0,13.7
ideologiquement_coherent,5,12.587
ideologiquement_coherent,10,13.69
ideologiquement_coherent,15,14.402
ideologiquement_coherent,20,12.2
ideologiquement_coherent,0,14
ideologiquement_coherent,5,12.137
ideologiquement_coherent,10,13.589
ideologiquement_coherent,15,14.545
ideologiquement_coherent,20,16
ideologiquement_coherent,0,13.7
ideologiquement_coherent,5,11.929
ideologiquement_coherent,10,12.346
ideologiquement_coherent,15,12.506
ideologiquement_coherent,20,13.1
ideologiquement_coherent,0,11.8
ideologiquement_coherent,5,11.965
ideologiquement_coherent,10,12.856
ideologiquement_coherent,15,13.633
ideologiquement_coherent,20,16
ideologiquement_coherent,0,7.9
ideologiquement_coherent,5,12.291
ideologiquement_coherent,10,13.286
ideologiquement_coherent,15,13.745
ideologiquement_coherent,20,14
ideologiquement_coherent,0,13.5
ideologiquement_coherent,5,12.485
ideologiquement_coherent,10,12.928
ideologiquement_coherent,15,13.414
ideologiquement_coherent,20,14.7
ideologiquement_coherent,0,9.1
ideologiquement_coherent,5,12.135
ideologiquement_coherent,10,13.061
ideologiquement_coherent,15,13.607
ideologiquement_coherent,20,10.4
ideologiquement_coherent,0,8.9
ideologiquement_coherent,5,11.924
ideologiquement_coherent,10,12.979
ideologiquement_coherent,15,13.862
ideologiquement_coherent,20,11
ideologiquement_coherent,0,9.6
ideologiquement_coherent,5,11.743
ideologiquement_coherent,10,12.763
ideologiquement_coherent,15,13.797
ideologiquement_coherent,20,13.6
ideologiquement_coherent,0,10.2
ideologiquement_coherent,5,12.13
ideologiquement_coherent,10,13.112
ideologiquement_coherent,15,14.373
ideologiquement_coherent,20,17.2
ideologiquement_coherent,0,13.3
ideologiquement_coherent,5,12.842
ideologiquement_coherent,10,13.571
ideologiquement_coherent,15,14.145
ideologiquement_coherent,20,13.8
ideologiquement_coherent,0,13.5
ideologiquement_coherent,5,11.413
ideologiquement_coherent,10,12.815
ideologiquement_coherent,15,14.356
ideologiquement_coherent,20,14.2
ideologiquement_coherent,0,10.1
ideologiquement_coherent,5,12.276
ideologiquement_coherent,10,12.804
ideologiquement_coherent,15,13.619
ideologiquement_coherent,20,10.6
opportuniste_electoral,0,13.2
opportuniste_electoral,5,11.551
opportuniste_electoral,10,12.588
opportuniste_electoral,15,13.146
opportuniste_electoral,20,11.5
opportuniste_electoral,0,10.2
opportuniste_electoral,5,12.559
opportuniste_electoral,10,12.544
opportuniste_electoral,15,12.395
opportuniste_electoral,20,9.7
opportuniste_electoral,0,12.2
opportuniste_electoral,5,11.284
opportuniste_electoral,10,11.591
opportuniste_electoral,15,12.052
opportuniste_electoral,20,15.1
opportuniste_electoral,0,7.8
opportuniste_electoral,5,11.545
opportuniste_electoral,10,11.771
opportuniste_electoral,15,12.385
opportuniste_electoral,20,11.8
opportuniste_electoral,0,13.6
opportuniste_electoral,5,11.725
opportuniste_electoral,10,12.745
opportuniste_electoral,15,12.521
opportuniste_electoral,20,15.9
opportuniste_electoral,0,9.2
opportuniste_electoral,5,12.073
opportuniste_electoral,10,12.314
opportuniste_electoral,15,13.108
opportuniste_electoral,20,15.3
opportuniste_electoral,0,11.4
opportuniste_electoral,5,11.79
opportuniste_electoral,10,11.628
opportuniste_electoral,15,11.486
opportuniste_electoral,20,12
opportuniste_electoral,0,13.2
opportuniste_electoral,5,12.938
opportuniste_electoral,10,14.248
opportuniste_electoral,15,15.041
opportuniste_electoral,20,17.8
opportuniste_electoral,0,13
opportuniste_electoral,5,11.079
opportuniste_electoral,10,11.857
opportuniste_electoral,15,11.646
opportuniste_electoral,20,11.7
opportuniste_electoral,0,10.3
opportuniste_electoral,5,10.987
opportuniste_electoral,10,11.465
opportuniste_electoral,15,12.039
opportuniste_electoral,20,11.4
opportuniste_electoral,0,13.7
opportuniste_electoral,5,11.838
opportuniste_electoral,10,11.947
opportuniste_electoral,15,11.21
opportuniste_electoral,20,8.8
opportuniste_electoral,0,9.1
opportuniste_electoral,5,11.963
opportuniste_electoral,10,12.38
opportuniste_electoral,15,12.47
opportuniste_electoral,20,16.4
opportuniste_electoral,0,9.5
opportuniste_electoral,5,11.571
opportuniste_electoral,10,11.7
opportuniste_electoral,15,12.587
opportuniste_electoral,20,12.8
opportuniste_electoral,0,11.3
opportuniste_electoral,5,11.685
opportuniste_electoral,10,12.719
opportuniste_electoral,15,12.619
opportuniste_electoral,20,12.2
opportuniste_electoral,0,7.6
opportuniste_electoral,5,11.794
opportuniste_electoral,10,12.736
opportuniste_electoral,15,12.773
opportuniste_electoral,20,17.1
parti_dabord,0,10.6
parti_dabord,5,12.488
parti_dabord,10,12.907
parti_dabord,15,12.586
parti_dabord,20,9.5
parti_dabord,0,12.8
parti_dabord,5,11.906
parti_dabord,10,13.009
parti_dabord,15,12.947
parti_dabord,20,16.3
parti_dabord,0,11.2
parti_dabord,5,11.956
parti_dabord,10,12.658
parti_dabord,15,13.954
parti_dabord,20,14.6
parti_dabord,0,9.3
parti_dabord,5,11.827
parti_dabord,10,12.737
parti_dabord,15,13.573
parti_dabord,20,13.6
parti_dabord,0,10.8
parti_dabord,5,12.264
