partyId,agent,seedIndex,sourcePartyId,share,abstentionRate,leftShare,rightShare
lfi,aleatoire,3,rn,10.5,0.46,0.5208902768744061,0.47910972312559386
lfi,aleatoire,3,reconquete,3.6,0.46,0.5226770434004234,0.4773229565995766
lfi,aleatoire,3,nouvelle_energie,10.9,0.46,0.49721720214234855,0.5027827978576515
lfi,aleatoire,4,ps,9.8,0.3268481447240053,0.3299619259925086,0.6700380740074914
lfi,aleatoire,4,ecologistes,7.1,0.39788540759174346,0.33837067281706434,0.6616293271829357
lfi,aleatoire,4,renaissance,12.8,0.46,0.44692722718332645,0.5530727728166736
lfi,aleatoire,4,horizons,11.4,0.46,0.47096121025026283,0.5290387897497372
lfi,aleatoire,4,lr,12.7,0.39027265660237986,0.5254800047406111,0.4745199952593889
lfi,aleatoire,4,reconquete,7,0.2605280715344861,0.631928805944389,0.36807119405561095
lfi,aleatoire,4,nouvelle_energie,11.6,0.42586970766091714,0.513813456942352,0.48618654305764797
lfi,aleatoire,5,ps,11.7,0.32931375972646854,0.3317846260424074,0.6682153739575927
lfi,aleatoire,5,ecologistes,12,0.40966067765662084,0.3389604317695771,0.6610395682304229
lfi,aleatoire,5,renaissance,12.4,0.46,0.44782963368914197,0.552170366310858
lfi,aleatoire,5,horizons,8.8,0.46,0.47353174694804734,0.5264682530519527
lfi,aleatoire,5,lr,8.8,0.4022726566023799,0.5273455842677734,0.47265441573222655
lfi,aleatoire,5,reconquete,9,0.27252807153448605,0.6392339576087891,0.3607660423912109
lfi,aleatoire,5,nouvelle_energie,8.3,0.43786970766091715,0.5149329604638134,0.4850670395361866
lfi,aleatoire,6,ecologistes,10.2,0.27755381202336965,0.5191601648220108,0.4808398351779892
lfi,aleatoire,6,renaissance,10.7,0.40219544619197767,0.5008162475466157,0.4991837524533843
lfi,aleatoire,6,horizons,12.4,0.43436251581417573,0.5068171160193826,0.4931828839806174
lfi,aleatoire,6,lr,9.2,0.46,0.5181801855321228,0.48181981446787725
lfi,aleatoire,6,rn,13,0.46,0.5377704623863225,0.46222953761367747
lfi,aleatoire,6,reconquete,4.4,0.46,0.543199166389706,0.456800833610294
lfi,aleatoire,6,nouvelle_energie,10.3,0.46,0.5179524942205943,0.4820475057794057
lfi,aleatoire,7,ps,11.6,0.2722271678218991,0.6136799641727757,0.3863200358272243
lfi,aleatoire,7,ecologistes,7.4,0.3041170331658846,0.6399460385978175,0.3600539614021825
lfi,aleatoire,7,renaissance,11.9,0.332994532788215,0.47950358196036713,0.5204964180396329
lfi,aleatoire,7,horizons,9.6,0.22528775604841744,0.4141155102391785,0.5858844897608215
lfi,aleatoire,7,lr,10.7,0.16758267339539623,0.3803312373283171,0.6196687626716829
lfi,aleatoire,7,rn,11.6,0.3756697076609171,0.46994403246349836,0.5300559675365016
